Time,"Cell Type","T3","alpha3","pressure","vtkGhostType"
7.5794e-07,9,301.44,1,1.9015e+07,0
7.5794e-07,9,301.44,1,1.9011e+07,0
7.5794e-07,9,301.44,1,1.9017e+07,0
7.5794e-07,9,301.44,1,1.9042e+07,0
7.5794e-07,9,301.44,1,1.909e+07,0
7.5794e-07,9,301.45,1,1.916e+07,0
7.5794e-07,9,301.46,1,1.9248e+07,0
7.5794e-07,9,301.46,1,1.9347e+07,0
7.5794e-07,9,301.47,1,1.9453e+07,0
7.5794e-07,9,301.48,1,1.9567e+07,0
7.5794e-07,9,301.49,1,1.969e+07,0
7.5794e-07,9,301.5,1,1.982e+07,0
7.5794e-07,9,301.51,1,1.9953e+07,0
7.5794e-07,9,301.52,1,2.0088e+07,0
7.5794e-07,9,301.53,1,2.0226e+07,0
7.5794e-07,9,301.54,1,2.0372e+07,0
7.5794e-07,9,301.55,1,2.0534e+07,0
7.5794e-07,9,301.57,1,2.0718e+07,0
7.5794e-07,9,301.58,1,2.0928e+07,0
7.5794e-07,9,301.6,1,2.1164e+07,0
7.5794e-07,9,301.62,1,2.1426e+07,0
7.5794e-07,9,301.64,1,2.1706e+07,0
7.5794e-07,9,301.66,1,2.1988e+07,0
7.5794e-07,9,301.68,1,2.2262e+07,0
7.5794e-07,9,301.7,1,2.2532e+07,0
7.5794e-07,9,301.72,1,2.2801e+07,0
