Time,"Cell Type","T3","alpha3","pressure","vtkGhostType"
1.0212e-06,9,303.38,1,4.3925e+07,0
1.0212e-06,9,303.38,1,4.3833e+07,0
1.0212e-06,9,303.36,1,4.3708e+07,0
1.0212e-06,9,303.35,1,4.3471e+07,0
1.0212e-06,9,303.32,1,4.3157e+07,0
1.0212e-06,9,303.29,1,4.2735e+07,0
1.0212e-06,9,303.25,1,4.2218e+07,0
1.0212e-06,9,303.21,1,4.164e+07,0
1.0212e-06,9,303.16,1,4.0971e+07,0
1.0212e-06,9,303.11,1,4.0254e+07,0
1.0212e-06,9,303.06,1,3.9536e+07,0
1.0212e-06,9,303,1,3.8811e+07,0
1.0212e-06,9,302.95,1,3.8125e+07,0
1.0212e-06,9,302.9,1,3.7473e+07,0
1.0212e-06,9,302.86,1,3.6862e+07,0
1.0212e-06,9,302.82,1,3.6272e+07,0
1.0212e-06,9,302.77,1,3.5716e+07,0
1.0212e-06,9,302.73,1,3.5189e+07,0
1.0212e-06,9,302.7,1,3.4713e+07,0
1.0212e-06,9,302.67,1,3.4314e+07,0
1.0212e-06,9,302.65,1,3.3997e+07,0
1.0212e-06,9,302.63,1,3.376e+07,0
1.0212e-06,9,302.61,1,3.3585e+07,0
1.0212e-06,9,302.6,1,3.3445e+07,0
1.0212e-06,9,302.59,1,3.3333e+07,0
1.0212e-06,9,302.58,1,3.3232e+07,0
1.0212e-06,9,302.57,1,3.3131e+07,0
1.0212e-06,9,302.56,1,3.3009e+07,0
1.0212e-06,9,302.55,1,3.2868e+07,0
1.0212e-06,9,302.54,1,3.2693e+07,0
1.0212e-06,9,302.52,1,3.2492e+07,0
1.0212e-06,9,302.5,1,3.2267e+07,0
1.0212e-06,9,302.48,1,3.2029e+07,0
1.0212e-06,9,302.46,1,3.1777e+07,0
1.0212e-06,9,302.44,1,3.1521e+07,0
1.0212e-06,9,302.42,1,3.1264e+07,0
1.0212e-06,9,302.4,1,3.1002e+07,0
1.0212e-06,9,302.38,1,3.0726e+07,0
1.0212e-06,9,302.36,1,3.0469e+07,0
1.0212e-06,9,302.34,1,3.0255e+07,0
1.0212e-06,9,302.33,1,3.0087e+07,0
1.0212e-06,9,302.32,1,2.996e+07,0
1.0212e-06,9,302.31,1,2.9864e+07,0
1.0212e-06,9,302.3,1,2.979e+07,0
1.0212e-06,9,302.3,1,2.9733e+07,0
1.0212e-06,9,302.29,1,2.9692e+07,0
1.0212e-06,9,302.29,1,2.9673e+07,0
1.0212e-06,9,302.29,1,2.9682e+07,0
1.0212e-06,9,302.29,1,2.974e+07,0
1.0212e-06,9,302.3,1,2.9847e+07,0
1.0212e-06,9,302.31,1,2.9979e+07,0
1.0212e-06,9,302.32,1,3.0103e+07,0
1.0212e-06,9,303.39,1,4.3621e+07,0
1.0212e-06,9,303.38,1,4.3565e+07,0
1.0212e-06,9,303.38,1,4.3454e+07,0
1.0212e-06,9,303.36,1,4.3273e+07,0
1.0212e-06,9,303.34,1,4.3014e+07,0
1.0212e-06,9,303.32,1,4.2672e+07,0
1.0212e-06,9,303.29,1,4.2248e+07,0
1.0212e-06,9,303.25,1,4.1745e+07,0
1.0212e-06,9,303.21,1,4.1166e+07,0
1.0212e-06,9,303.16,1,4.0523e+07,0
1.0212e-06,9,303.11,1,3.9833e+07,0
1.0212e-06,9,303.05,1,3.9112e+07,0
1.0212e-06,9,303,1,3.8394e+07,0
1.0212e-06,9,302.95,1,3.7693e+07,0
1.0212e-06,9,302.9,1,3.7038e+07,0
1.0212e-06,9,302.86,1,3.6427e+07,0
1.0212e-06,9,302.82,1,3.588e+07,0
1.0212e-06,9,302.78,1,3.5387e+07,0
1.0212e-06,9,302.75,1,3.4949e+07,0
1.0212e-06,9,302.72,1,3.4565e+07,0
1.0212e-06,9,302.69,1,3.4235e+07,0
1.0212e-06,9,302.67,1,3.3974e+07,0
1.0212e-06,9,302.66,1,3.3767e+07,0
1.0212e-06,9,302.64,1,3.3596e+07,0
1.0212e-06,9,302.63,1,3.345e+07,0
1.0212e-06,9,302.62,1,3.3322e+07,0
1.0212e-06,9,302.61,1,3.3198e+07,0
1.0212e-06,9,302.6,1,3.3061e+07,0
1.0212e-06,9,302.58,1,3.291e+07,0
1.0212e-06,9,302.57,1,3.2732e+07,0
1.0212e-06,9,302.55,1,3.2533e+07,0
1.0212e-06,9,302.53,1,3.2309e+07,0
1.0212e-06,9,302.51,1,3.2068e+07,0
1.0212e-06,9,302.49,1,3.1812e+07,0
1.0212e-06,9,302.47,1,3.1548e+07,0
1.0212e-06,9,302.45,1,3.1279e+07,0
1.0212e-06,9,302.43,1,3.1007e+07,0
1.0212e-06,9,302.41,1,3.0738e+07,0
1.0212e-06,9,302.39,1,3.0491e+07,0
1.0212e-06,9,302.37,1,3.0279e+07,0
1.0212e-06,9,302.36,1,3.0112e+07,0
1.0212e-06,9,302.35,1,2.9989e+07,0
1.0212e-06,9,302.34,1,2.9899e+07,0
1.0212e-06,9,302.33,1,2.9833e+07,0
1.0212e-06,9,302.33,1,2.9784e+07,0
1.0212e-06,9,302.32,1,2.9753e+07,0
1.0212e-06,9,302.32,1,2.9741e+07,0
1.0212e-06,9,302.32,1,2.9751e+07,0
1.0212e-06,9,302.32,1,2.9795e+07,0
1.0212e-06,9,302.33,1,2.9871e+07,0
1.0212e-06,9,302.33,1,2.9955e+07,0
1.0212e-06,9,302.34,1,3.0033e+07,0
