Time,"Cell Type","T3","alpha3","pressure","vtkGhostType"
8.3328e-07,9,302.76,1,3.6829e+07,0
8.3328e-07,9,302.76,1,3.6814e+07,0
8.3328e-07,9,302.76,1,3.6786e+07,0
8.3328e-07,9,302.75,1,3.6744e+07,0
8.3328e-07,9,302.75,1,3.6686e+07,0
8.3328e-07,9,302.74,1,3.661e+07,0
8.3328e-07,9,302.74,1,3.6515e+07,0
8.3328e-07,9,302.73,1,3.64e+07,0
8.3328e-07,9,302.72,1,3.6265e+07,0
8.3328e-07,9,302.71,1,3.6111e+07,0
8.3328e-07,9,302.69,1,3.5943e+07,0
8.3328e-07,9,302.68,1,3.5762e+07,0
8.3328e-07,9,302.67,1,3.5574e+07,0
8.3328e-07,9,302.65,1,3.5382e+07,0
8.3328e-07,9,302.64,1,3.5191e+07,0
8.3328e-07,9,302.62,1,3.4999e+07,0
8.3328e-07,9,302.61,1,3.4806e+07,0
8.3328e-07,9,302.6,1,3.4615e+07,0
8.3328e-07,9,302.58,1,3.4426e+07,0
8.3328e-07,9,302.57,1,3.424e+07,0
8.3328e-07,9,302.56,1,3.4056e+07,0
8.3328e-07,9,302.54,1,3.3873e+07,0
8.3328e-07,9,302.53,1,3.3691e+07,0
8.3328e-07,9,302.52,1,3.3509e+07,0
8.3328e-07,9,302.5,1,3.3328e+07,0
8.3328e-07,9,302.49,1,3.3147e+07,0
