Time,"Cell Type","T3","alpha3","pressure","vtkGhostType"
1.0068e-06,9,302.69,1,3.4468e+07,0
1.0068e-06,9,302.69,1,3.4448e+07,0
1.0068e-06,9,302.69,1,3.4446e+07,0
1.0068e-06,9,302.68,1,3.4396e+07,0
1.0068e-06,9,302.68,1,3.4331e+07,0
1.0068e-06,9,302.67,1,3.4221e+07,0
1.0068e-06,9,302.66,1,3.4079e+07,0
1.0068e-06,9,302.65,1,3.3942e+07,0
1.0068e-06,9,302.63,1,3.3771e+07,0
1.0068e-06,9,302.62,1,3.3583e+07,0
1.0068e-06,9,302.6,1,3.3402e+07,0
1.0068e-06,9,302.59,1,3.3199e+07,0
1.0068e-06,9,302.57,1,3.2979e+07,0
1.0068e-06,9,302.55,1,3.2737e+07,0
1.0068e-06,9,302.53,1,3.247e+07,0
1.0068e-06,9,302.51,1,3.2174e+07,0
1.0068e-06,9,302.48,1,3.1851e+07,0
1.0068e-06,9,302.46,1,3.1505e+07,0
1.0068e-06,9,302.43,1,3.1142e+07,0
1.0068e-06,9,302.4,1,3.0762e+07,0
1.0068e-06,9,302.37,1,3.0345e+07,0
1.0068e-06,9,302.34,1,2.9964e+07,0
1.0068e-06,9,302.31,1,2.9595e+07,0
1.0068e-06,9,302.28,1,2.9244e+07,0
1.0068e-06,9,302.26,1,2.8914e+07,0
1.0068e-06,9,302.24,1,2.8604e+07,0
1.0068e-06,9,302.21,1,2.8312e+07,0
1.0068e-06,9,302.19,1,2.8034e+07,0
1.0068e-06,9,302.17,1,2.7766e+07,0
1.0068e-06,9,302.15,1,2.751e+07,0
1.0068e-06,9,302.13,1,2.7266e+07,0
1.0068e-06,9,302.11,1,2.7037e+07,0
1.0068e-06,9,302.09,1,2.6822e+07,0
1.0068e-06,9,302.08,1,2.6619e+07,0
1.0068e-06,9,302.06,1,2.6425e+07,0
1.0068e-06,9,302.05,1,2.624e+07,0
1.0068e-06,9,302.03,1,2.6065e+07,0
1.0068e-06,9,302.02,1,2.5903e+07,0
1.0068e-06,9,302.01,1,2.5752e+07,0
1.0068e-06,9,301.99,1,2.5612e+07,0
1.0068e-06,9,301.98,1,2.5479e+07,0
1.0068e-06,9,301.97,1,2.5352e+07,0
1.0068e-06,9,301.96,1,2.5233e+07,0
1.0068e-06,9,301.95,1,2.5122e+07,0
1.0068e-06,9,301.94,1,2.502e+07,0
1.0068e-06,9,301.94,1,2.4926e+07,0
1.0068e-06,9,301.93,1,2.4838e+07,0
1.0068e-06,9,301.92,1,2.4753e+07,0
1.0068e-06,9,301.91,1,2.4671e+07,0
1.0068e-06,9,301.91,1,2.4593e+07,0
1.0068e-06,9,301.9,1,2.4516e+07,0
1.0068e-06,9,301.89,1,2.4439e+07,0
1.0068e-06,9,302.75,1,3.4954e+07,0
1.0068e-06,9,302.75,1,3.4937e+07,0
1.0068e-06,9,302.75,1,3.49e+07,0
1.0068e-06,9,302.74,1,3.4839e+07,0
1.0068e-06,9,302.73,1,3.4752e+07,0
1.0068e-06,9,302.73,1,3.4638e+07,0
1.0068e-06,9,302.72,1,3.45e+07,0
1.0068e-06,9,302.7,1,3.434e+07,0
1.0068e-06,9,302.69,1,3.4166e+07,0
1.0068e-06,9,302.68,1,3.398e+07,0
1.0068e-06,9,302.66,1,3.3785e+07,0
1.0068e-06,9,302.65,1,3.3578e+07,0
1.0068e-06,9,302.63,1,3.3354e+07,0
1.0068e-06,9,302.61,1,3.3111e+07,0
1.0068e-06,9,302.59,1,3.2844e+07,0
1.0068e-06,9,302.57,1,3.2548e+07,0
1.0068e-06,9,302.54,1,3.2223e+07,0
1.0068e-06,9,302.51,1,3.1874e+07,0
1.0068e-06,9,302.49,1,3.1504e+07,0
1.0068e-06,9,302.46,1,3.1115e+07,0
1.0068e-06,9,302.42,1,3.0691e+07,0
1.0068e-06,9,302.39,1,3.0293e+07,0
1.0068e-06,9,302.36,1,2.9903e+07,0
1.0068e-06,9,302.33,1,2.9527e+07,0
1.0068e-06,9,302.31,1,2.9168e+07,0
1.0068e-06,9,302.28,1,2.8828e+07,0
1.0068e-06,9,302.26,1,2.8507e+07,0
1.0068e-06,9,302.23,1,2.8204e+07,0
1.0068e-06,9,302.21,1,2.7916e+07,0
1.0068e-06,9,302.19,1,2.7642e+07,0
1.0068e-06,9,302.17,1,2.7383e+07,0
1.0068e-06,9,302.15,1,2.7139e+07,0
1.0068e-06,9,302.13,1,2.6911e+07,0
1.0068e-06,9,302.11,1,2.6696e+07,0
1.0068e-06,9,302.1,1,2.6491e+07,0
1.0068e-06,9,302.08,1,2.6298e+07,0
1.0068e-06,9,302.06,1,2.6116e+07,0
1.0068e-06,9,302.05,1,2.5947e+07,0
1.0068e-06,9,302.04,1,2.5789e+07,0
1.0068e-06,9,302.02,1,2.5642e+07,0
1.0068e-06,9,302.01,1,2.5505e+07,0
1.0068e-06,9,302,1,2.5375e+07,0
1.0068e-06,9,301.99,1,2.5254e+07,0
1.0068e-06,9,301.98,1,2.5142e+07,0
1.0068e-06,9,301.97,1,2.5038e+07,0
1.0068e-06,9,301.96,1,2.4941e+07,0
1.0068e-06,9,301.95,1,2.4853e+07,0
1.0068e-06,9,301.95,1,2.4768e+07,0
1.0068e-06,9,301.94,1,2.4687e+07,0
1.0068e-06,9,301.93,1,2.4609e+07,0
1.0068e-06,9,301.93,1,2.4533e+07,0
1.0068e-06,9,301.92,1,2.4455e+07,0
