Time,"Cell Type","T3","alpha3","pressure","vtkGhostType"
8.9646e-07,9,308.82,1,1.2189e+08,0
8.9646e-07,9,308.82,1,1.2192e+08,0
8.9646e-07,9,308.82,1,1.2198e+08,0
8.9646e-07,9,308.83,1,1.2206e+08,0
8.9646e-07,9,308.84,1,1.2217e+08,0
8.9646e-07,9,308.84,1,1.2229e+08,0
8.9646e-07,9,308.85,1,1.2244e+08,0
8.9646e-07,9,308.86,1,1.2261e+08,0
8.9646e-07,9,308.88,1,1.2281e+08,0
8.9646e-07,9,308.89,1,1.2303e+08,0
8.9646e-07,9,308.91,1,1.2328e+08,0
8.9646e-07,9,308.92,1,1.2354e+08,0
8.9646e-07,9,308.94,1,1.2383e+08,0
8.9646e-07,9,308.96,1,1.2415e+08,0
8.9646e-07,9,308.98,1,1.2451e+08,0
8.9646e-07,9,309.01,1,1.249e+08,0
8.9646e-07,9,309.04,1,1.2533e+08,0
8.9646e-07,9,309.07,1,1.2579e+08,0
8.9646e-07,9,309.1,1,1.2626e+08,0
8.9646e-07,9,309.13,1,1.2676e+08,0
8.9646e-07,9,309.16,1,1.273e+08,0
8.9646e-07,9,309.2,1,1.2788e+08,0
8.9646e-07,9,309.24,1,1.285e+08,0
8.9646e-07,9,309.28,1,1.2915e+08,0
8.9646e-07,9,309.32,1,1.2984e+08,0
8.9646e-07,9,309.37,1,1.3056e+08,0
8.9646e-07,9,309.42,1,1.3131e+08,0
8.9646e-07,9,309.47,1,1.321e+08,0
8.9646e-07,9,309.52,1,1.3291e+08,0
8.9646e-07,9,309.57,1,1.3377e+08,0
8.9646e-07,9,309.63,1,1.3465e+08,0
8.9646e-07,9,309.69,1,1.3557e+08,0
8.9646e-07,9,309.75,1,1.3652e+08,0
8.9646e-07,9,309.81,1,1.3751e+08,0
8.9646e-07,9,309.88,1,1.3853e+08,0
8.9646e-07,9,309.95,1,1.3959e+08,0
8.9646e-07,9,310.02,1,1.4069e+08,0
8.9646e-07,9,310.09,1,1.4183e+08,0
8.9646e-07,9,310.16,1,1.4301e+08,0
8.9646e-07,9,310.24,1,1.4424e+08,0
8.9646e-07,9,310.32,1,1.4553e+08,0
8.9646e-07,9,310.41,1,1.4687e+08,0
8.9646e-07,9,310.5,1,1.4826e+08,0
8.9646e-07,9,310.59,1,1.4968e+08,0
8.9646e-07,9,310.68,1,1.5115e+08,0
8.9646e-07,9,310.78,1,1.5266e+08,0
8.9646e-07,9,310.88,1,1.5421e+08,0
8.9646e-07,9,310.98,1,1.5581e+08,0
8.9646e-07,9,311.07,1,1.5749e+08,0
8.9646e-07,9,311.18,1,1.5925e+08,0
8.9646e-07,9,311.3,1,1.6109e+08,0
8.9646e-07,9,311.42,1,1.6302e+08,0
8.9646e-07,9,308.85,1,1.2194e+08,0
8.9646e-07,9,308.85,1,1.2197e+08,0
8.9646e-07,9,308.86,1,1.2203e+08,0
8.9646e-07,9,308.86,1,1.2212e+08,0
8.9646e-07,9,308.87,1,1.2223e+08,0
8.9646e-07,9,308.88,1,1.2235e+08,0
8.9646e-07,9,308.89,1,1.225e+08,0
8.9646e-07,9,308.9,1,1.2267e+08,0
8.9646e-07,9,308.91,1,1.2288e+08,0
8.9646e-07,9,308.93,1,1.2311e+08,0
8.9646e-07,9,308.94,1,1.2336e+08,0
8.9646e-07,9,308.96,1,1.2363e+08,0
8.9646e-07,9,308.98,1,1.2392e+08,0
8.9646e-07,9,309,1,1.2424e+08,0
8.9646e-07,9,309.02,1,1.246e+08,0
8.9646e-07,9,309.05,1,1.25e+08,0
8.9646e-07,9,309.07,1,1.2543e+08,0
8.9646e-07,9,309.1,1,1.2588e+08,0
8.9646e-07,9,309.13,1,1.2635e+08,0
8.9646e-07,9,309.17,1,1.2686e+08,0
8.9646e-07,9,309.2,1,1.2739e+08,0
8.9646e-07,9,309.24,1,1.2797e+08,0
8.9646e-07,9,309.27,1,1.2858e+08,0
8.9646e-07,9,309.32,1,1.2922e+08,0
8.9646e-07,9,309.36,1,1.299e+08,0
8.9646e-07,9,309.4,1,1.3062e+08,0
8.9646e-07,9,309.45,1,1.3137e+08,0
8.9646e-07,9,309.5,1,1.3215e+08,0
8.9646e-07,9,309.55,1,1.3296e+08,0
8.9646e-07,9,309.61,1,1.3381e+08,0
8.9646e-07,9,309.66,1,1.347e+08,0
8.9646e-07,9,309.72,1,1.3562e+08,0
8.9646e-07,9,309.78,1,1.3658e+08,0
8.9646e-07,9,309.85,1,1.3757e+08,0
8.9646e-07,9,309.91,1,1.386e+08,0
8.9646e-07,9,309.98,1,1.3967e+08,0
8.9646e-07,9,310.05,1,1.4077e+08,0
8.9646e-07,9,310.12,1,1.4191e+08,0
8.9646e-07,9,310.2,1,1.431e+08,0
8.9646e-07,9,310.28,1,1.4433e+08,0
8.9646e-07,9,310.36,1,1.456e+08,0
8.9646e-07,9,310.44,1,1.4693e+08,0
8.9646e-07,9,310.53,1,1.483e+08,0
8.9646e-07,9,310.62,1,1.4973e+08,0
8.9646e-07,9,310.71,1,1.5121e+08,0
8.9646e-07,9,310.81,1,1.5273e+08,0
8.9646e-07,9,310.91,1,1.5429e+08,0
8.9646e-07,9,311.01,1,1.559e+08,0
8.9646e-07,9,311.1,1,1.5759e+08,0
8.9646e-07,9,311.21,1,1.5934e+08,0
8.9646e-07,9,311.33,1,1.6118e+08,0
8.9646e-07,9,311.45,1,1.631e+08,0
