Time,"Cell Type","T3","alpha3","pressure","vtkGhostType"
2.6128e-07,9,300,1,1e+05,0
2.6128e-07,9,300,1,1e+05,0
2.6128e-07,9,300,1,1e+05,0
2.6128e-07,9,300,1,1e+05,0
2.6128e-07,9,300,1,1e+05,0
2.6128e-07,9,300,1,1e+05,0
2.6128e-07,9,300,1,1e+05,0
2.6128e-07,9,300,1,1e+05,0
2.6128e-07,9,300,1,1e+05,0
2.6128e-07,9,300,1,1e+05,0
2.6128e-07,9,300,1,1e+05,0
2.6128e-07,9,300,1,1e+05,0
2.6128e-07,9,300,1,1e+05,0
2.6128e-07,9,300,1,1e+05,0
2.6128e-07,9,300,1,1e+05,0
2.6128e-07,9,300,1,1e+05,0
2.6128e-07,9,300,1,1e+05,0
2.6128e-07,9,300,1,1e+05,0
2.6128e-07,9,300,1,1e+05,0
2.6128e-07,9,300,1,1e+05,0
2.6128e-07,9,300,1,1e+05,0
2.6128e-07,9,300,1,1e+05,0
2.6128e-07,9,300,1,1e+05,0
2.6128e-07,9,300,1,1e+05,0
2.6128e-07,9,300,1,1e+05,0
2.6128e-07,9,300,1,1e+05,0
