Time,"Cell Type","T3","alpha3","pressure","vtkGhostType"
8.4174e-07,9,303.02,1,4.0404e+07,0
8.4174e-07,9,303.02,1,4.0389e+07,0
8.4174e-07,9,303.02,1,4.0361e+07,0
8.4174e-07,9,303.02,1,4.0321e+07,0
8.4174e-07,9,303.01,1,4.027e+07,0
8.4174e-07,9,303.01,1,4.0209e+07,0
8.4174e-07,9,303,1,4.0138e+07,0
8.4174e-07,9,303,1,4.0058e+07,0
8.4174e-07,9,302.99,1,3.997e+07,0
8.4174e-07,9,302.98,1,3.9874e+07,0
8.4174e-07,9,302.98,1,3.9772e+07,0
8.4174e-07,9,302.97,1,3.9662e+07,0
8.4174e-07,9,302.96,1,3.9545e+07,0
8.4174e-07,9,302.95,1,3.942e+07,0
8.4174e-07,9,302.94,1,3.9289e+07,0
8.4174e-07,9,302.93,1,3.915e+07,0
8.4174e-07,9,302.92,1,3.9003e+07,0
8.4174e-07,9,302.91,1,3.8845e+07,0
8.4174e-07,9,302.9,1,3.867e+07,0
8.4174e-07,9,302.88,1,3.8471e+07,0
8.4174e-07,9,302.86,1,3.8244e+07,0
8.4174e-07,9,302.85,1,3.7988e+07,0
8.4174e-07,9,302.82,1,3.77e+07,0
8.4174e-07,9,302.8,1,3.7384e+07,0
8.4174e-07,9,302.78,1,3.7038e+07,0
8.4174e-07,9,302.75,1,3.6678e+07,0
