Time,"Cell Type","T3","alpha3","pressure","vtkGhostType"
7.35e-07,9,302.26,1,2.982e+07,0
7.35e-07,9,302.26,1,2.9922e+07,0
7.35e-07,9,302.28,1,3.008e+07,0
7.35e-07,9,302.29,1,3.0284e+07,0
7.35e-07,9,302.31,1,3.0519e+07,0
7.35e-07,9,302.32,1,3.0773e+07,0
7.35e-07,9,302.34,1,3.1039e+07,0
7.35e-07,9,302.36,1,3.131e+07,0
7.35e-07,9,302.38,1,3.1584e+07,0
7.35e-07,9,302.4,1,3.1849e+07,0
7.35e-07,9,302.42,1,3.2099e+07,0
7.35e-07,9,302.43,1,3.2335e+07,0
7.35e-07,9,302.45,1,3.2558e+07,0
7.35e-07,9,302.47,1,3.2773e+07,0
7.35e-07,9,302.48,1,3.2976e+07,0
7.35e-07,9,302.49,1,3.3169e+07,0
7.35e-07,9,302.51,1,3.3342e+07,0
7.35e-07,9,302.52,1,3.3496e+07,0
7.35e-07,9,302.53,1,3.364e+07,0
7.35e-07,9,302.54,1,3.3781e+07,0
7.35e-07,9,302.55,1,3.3925e+07,0
7.35e-07,9,302.56,1,3.4065e+07,0
7.35e-07,9,302.57,1,3.4198e+07,0
7.35e-07,9,302.58,1,3.4326e+07,0
7.35e-07,9,302.59,1,3.4451e+07,0
7.35e-07,9,302.6,1,3.4578e+07,0
