Time,"Cell Type","T3","alpha3","pressure","vtkGhostType"
9.1974e-07,9,303.6,1,4.678e+07,0
9.1974e-07,9,303.6,1,4.6798e+07,0
9.1974e-07,9,303.6,1,4.6821e+07,0
9.1974e-07,9,303.6,1,4.6842e+07,0
9.1974e-07,9,303.6,1,4.6855e+07,0
9.1974e-07,9,303.6,1,4.6863e+07,0
9.1974e-07,9,303.6,1,4.6872e+07,0
9.1974e-07,9,303.6,1,4.6888e+07,0
9.1974e-07,9,303.6,1,4.6917e+07,0
9.1974e-07,9,303.61,1,4.6961e+07,0
9.1974e-07,9,303.61,1,4.7013e+07,0
9.1974e-07,9,303.61,1,4.7069e+07,0
9.1974e-07,9,303.62,1,4.7126e+07,0
9.1974e-07,9,303.62,1,4.7184e+07,0
9.1974e-07,9,303.62,1,4.7249e+07,0
9.1974e-07,9,303.63,1,4.7326e+07,0
9.1974e-07,9,303.64,1,4.7416e+07,0
9.1974e-07,9,303.64,1,4.7518e+07,0
9.1974e-07,9,303.65,1,4.7629e+07,0
9.1974e-07,9,303.66,1,4.7747e+07,0
9.1974e-07,9,303.66,1,4.7871e+07,0
9.1974e-07,9,303.67,1,4.8001e+07,0
9.1974e-07,9,303.68,1,4.8134e+07,0
9.1974e-07,9,303.69,1,4.8269e+07,0
9.1974e-07,9,303.7,1,4.8406e+07,0
9.1974e-07,9,303.71,1,4.8546e+07,0
9.1974e-07,9,303.71,1,4.8696e+07,0
9.1974e-07,9,303.72,1,4.8856e+07,0
9.1974e-07,9,303.74,1,4.903e+07,0
9.1974e-07,9,303.75,1,4.9214e+07,0
9.1974e-07,9,303.76,1,4.9407e+07,0
9.1974e-07,9,303.77,1,4.9609e+07,0
9.1974e-07,9,303.79,1,4.9824e+07,0
9.1974e-07,9,303.8,1,5.0052e+07,0
9.1974e-07,9,303.82,1,5.0295e+07,0
9.1974e-07,9,303.84,1,5.0553e+07,0
9.1974e-07,9,303.85,1,5.0824e+07,0
9.1974e-07,9,303.87,1,5.1109e+07,0
9.1974e-07,9,303.89,1,5.1405e+07,0
9.1974e-07,9,303.91,1,5.1706e+07,0
9.1974e-07,9,303.93,1,5.201e+07,0
9.1974e-07,9,303.95,1,5.2317e+07,0
9.1974e-07,9,303.97,1,5.2628e+07,0
9.1974e-07,9,304,1,5.2946e+07,0
9.1974e-07,9,304.02,1,5.3275e+07,0
9.1974e-07,9,304.04,1,5.3616e+07,0
9.1974e-07,9,304.07,1,5.3968e+07,0
9.1974e-07,9,304.09,1,5.434e+07,0
9.1974e-07,9,304.12,1,5.4729e+07,0
9.1974e-07,9,304.15,1,5.5126e+07,0
9.1974e-07,9,304.17,1,5.5525e+07,0
9.1974e-07,9,304.2,1,5.5926e+07,0
9.1974e-07,9,303.62,1,4.6725e+07,0
9.1974e-07,9,303.62,1,4.6739e+07,0
9.1974e-07,9,303.62,1,4.6761e+07,0
9.1974e-07,9,303.63,1,4.6783e+07,0
9.1974e-07,9,303.63,1,4.6801e+07,0
9.1974e-07,9,303.63,1,4.6815e+07,0
9.1974e-07,9,303.63,1,4.683e+07,0
9.1974e-07,9,303.63,1,4.6853e+07,0
9.1974e-07,9,303.63,1,4.6888e+07,0
9.1974e-07,9,303.63,1,4.6937e+07,0
9.1974e-07,9,303.64,1,4.6995e+07,0
9.1974e-07,9,303.64,1,4.706e+07,0
9.1974e-07,9,303.65,1,4.7128e+07,0
9.1974e-07,9,303.65,1,4.7199e+07,0
9.1974e-07,9,303.65,1,4.7273e+07,0
9.1974e-07,9,303.66,1,4.7354e+07,0
9.1974e-07,9,303.67,1,4.7442e+07,0
9.1974e-07,9,303.67,1,4.754e+07,0
9.1974e-07,9,303.68,1,4.7644e+07,0
9.1974e-07,9,303.69,1,4.7755e+07,0
9.1974e-07,9,303.69,1,4.7872e+07,0
9.1974e-07,9,303.7,1,4.7994e+07,0
9.1974e-07,9,303.71,1,4.8121e+07,0
9.1974e-07,9,303.72,1,4.8253e+07,0
9.1974e-07,9,303.73,1,4.839e+07,0
9.1974e-07,9,303.73,1,4.8537e+07,0
9.1974e-07,9,303.74,1,4.8695e+07,0
9.1974e-07,9,303.76,1,4.8865e+07,0
9.1974e-07,9,303.77,1,4.9043e+07,0
9.1974e-07,9,303.78,1,4.9228e+07,0
9.1974e-07,9,303.79,1,4.9421e+07,0
9.1974e-07,9,303.8,1,4.9625e+07,0
9.1974e-07,9,303.82,1,4.9842e+07,0
9.1974e-07,9,303.83,1,5.0073e+07,0
9.1974e-07,9,303.85,1,5.0317e+07,0
9.1974e-07,9,303.87,1,5.0573e+07,0
9.1974e-07,9,303.88,1,5.0842e+07,0
9.1974e-07,9,303.9,1,5.1123e+07,0
9.1974e-07,9,303.92,1,5.1415e+07,0
9.1974e-07,9,303.94,1,5.1715e+07,0
9.1974e-07,9,303.96,1,5.2022e+07,0
9.1974e-07,9,303.98,1,5.2333e+07,0
9.1974e-07,9,304,1,5.2649e+07,0
9.1974e-07,9,304.03,1,5.2971e+07,0
9.1974e-07,9,304.05,1,5.33e+07,0
9.1974e-07,9,304.07,1,5.3639e+07,0
9.1974e-07,9,304.09,1,5.3988e+07,0
9.1974e-07,9,304.12,1,5.4354e+07,0
9.1974e-07,9,304.15,1,5.4738e+07,0
9.1974e-07,9,304.17,1,5.5134e+07,0
9.1974e-07,9,304.2,1,5.5536e+07,0
9.1974e-07,9,304.23,1,5.5941e+07,0
