Time,"Cell Type","T3","alpha3","pressure","vtkGhostType"
9.7297e-07,9,301.68,1,2.0847e+07,0
9.7297e-07,9,301.68,1,2.0824e+07,0
9.7297e-07,9,301.68,1,2.0829e+07,0
9.7297e-07,9,301.68,1,2.0798e+07,0
9.7297e-07,9,301.68,1,2.0771e+07,0
9.7297e-07,9,301.67,1,2.0716e+07,0
9.7297e-07,9,301.67,1,2.0644e+07,0
9.7297e-07,9,301.66,1,2.0589e+07,0
9.7297e-07,9,301.65,1,2.0506e+07,0
9.7297e-07,9,301.65,1,2.0407e+07,0
9.7297e-07,9,301.64,1,2.0318e+07,0
9.7297e-07,9,301.63,1,2.0219e+07,0
9.7297e-07,9,301.62,1,2.0118e+07,0
9.7297e-07,9,301.61,1,2.0013e+07,0
9.7297e-07,9,301.6,1,1.9906e+07,0
9.7297e-07,9,301.59,1,1.9797e+07,0
9.7297e-07,9,301.58,1,1.9684e+07,0
9.7297e-07,9,301.58,1,1.9575e+07,0
9.7297e-07,9,301.57,1,1.9463e+07,0
9.7297e-07,9,301.56,1,1.9352e+07,0
9.7297e-07,9,301.55,1,1.9248e+07,0
9.7297e-07,9,301.54,1,1.9144e+07,0
9.7297e-07,9,301.53,1,1.9036e+07,0
9.7297e-07,9,301.52,1,1.8927e+07,0
9.7297e-07,9,301.51,1,1.8814e+07,0
9.7297e-07,9,301.5,1,1.8699e+07,0
9.7297e-07,9,301.49,1,1.8584e+07,0
9.7297e-07,9,301.48,1,1.8472e+07,0
9.7297e-07,9,301.47,1,1.8369e+07,0
9.7297e-07,9,301.46,1,1.8272e+07,0
9.7297e-07,9,301.45,1,1.8178e+07,0
9.7297e-07,9,301.44,1,1.8083e+07,0
9.7297e-07,9,301.43,1,1.7988e+07,0
9.7297e-07,9,301.43,1,1.7895e+07,0
9.7297e-07,9,301.42,1,1.781e+07,0
9.7297e-07,9,301.41,1,1.7733e+07,0
9.7297e-07,9,301.4,1,1.7665e+07,0
9.7297e-07,9,301.4,1,1.7605e+07,0
9.7297e-07,9,301.39,1,1.7549e+07,0
9.7297e-07,9,301.39,1,1.7495e+07,0
9.7297e-07,9,301.38,1,1.7443e+07,0
9.7297e-07,9,301.38,1,1.7388e+07,0
9.7297e-07,9,301.37,1,1.7323e+07,0
9.7297e-07,9,301.36,1,1.7254e+07,0
9.7297e-07,9,301.36,1,1.7178e+07,0
9.7297e-07,9,301.35,1,1.7092e+07,0
9.7297e-07,9,301.34,1,1.6992e+07,0
9.7297e-07,9,301.33,1,1.688e+07,0
9.7297e-07,9,301.32,1,1.6762e+07,0
9.7297e-07,9,301.31,1,1.6639e+07,0
9.7297e-07,9,301.3,1,1.6514e+07,0
9.7297e-07,9,301.29,1,1.6387e+07,0
9.7297e-07,9,301.71,1,2.0899e+07,0
9.7297e-07,9,301.71,1,2.0887e+07,0
9.7297e-07,9,301.71,1,2.0865e+07,0
9.7297e-07,9,301.71,1,2.0831e+07,0
9.7297e-07,9,301.71,1,2.0785e+07,0
9.7297e-07,9,301.7,1,2.0729e+07,0
9.7297e-07,9,301.7,1,2.0664e+07,0
9.7297e-07,9,301.69,1,2.059e+07,0
9.7297e-07,9,301.68,1,2.0509e+07,0
9.7297e-07,9,301.68,1,2.0422e+07,0
9.7297e-07,9,301.67,1,2.033e+07,0
9.7297e-07,9,301.66,1,2.0234e+07,0
9.7297e-07,9,301.65,1,2.0131e+07,0
9.7297e-07,9,301.64,1,2.0023e+07,0
9.7297e-07,9,301.63,1,1.9911e+07,0
9.7297e-07,9,301.62,1,1.9799e+07,0
9.7297e-07,9,301.61,1,1.9685e+07,0
9.7297e-07,9,301.6,1,1.9574e+07,0
9.7297e-07,9,301.59,1,1.9461e+07,0
9.7297e-07,9,301.59,1,1.9349e+07,0
9.7297e-07,9,301.58,1,1.9243e+07,0
9.7297e-07,9,301.57,1,1.9136e+07,0
9.7297e-07,9,301.56,1,1.9028e+07,0
9.7297e-07,9,301.55,1,1.8919e+07,0
9.7297e-07,9,301.54,1,1.8808e+07,0
9.7297e-07,9,301.53,1,1.8697e+07,0
9.7297e-07,9,301.52,1,1.8588e+07,0
9.7297e-07,9,301.51,1,1.8482e+07,0
9.7297e-07,9,301.5,1,1.838e+07,0
9.7297e-07,9,301.49,1,1.8282e+07,0
9.7297e-07,9,301.48,1,1.8185e+07,0
9.7297e-07,9,301.47,1,1.8087e+07,0
9.7297e-07,9,301.46,1,1.799e+07,0
9.7297e-07,9,301.45,1,1.7896e+07,0
9.7297e-07,9,301.45,1,1.7809e+07,0
9.7297e-07,9,301.44,1,1.7733e+07,0
9.7297e-07,9,301.43,1,1.7665e+07,0
9.7297e-07,9,301.43,1,1.7605e+07,0
9.7297e-07,9,301.42,1,1.7549e+07,0
9.7297e-07,9,301.41,1,1.7495e+07,0
9.7297e-07,9,301.41,1,1.7439e+07,0
9.7297e-07,9,301.4,1,1.738e+07,0
9.7297e-07,9,301.4,1,1.7314e+07,0
9.7297e-07,9,301.39,1,1.7242e+07,0
9.7297e-07,9,301.38,1,1.7164e+07,0
9.7297e-07,9,301.37,1,1.7077e+07,0
9.7297e-07,9,301.36,1,1.6977e+07,0
9.7297e-07,9,301.35,1,1.6867e+07,0
9.7297e-07,9,301.34,1,1.6751e+07,0
9.7297e-07,9,301.33,1,1.663e+07,0
9.7297e-07,9,301.32,1,1.6506e+07,0
9.7297e-07,9,301.31,1,1.6378e+07,0
