Time,"Cell Type","T3","alpha3","pressure","vtkGhostType"
7.8575e-07,9,301.64,1,2.1659e+07,0
7.8575e-07,9,301.64,1,2.1652e+07,0
7.8575e-07,9,301.63,1,2.1643e+07,0
7.8575e-07,9,301.63,1,2.1636e+07,0
7.8575e-07,9,301.63,1,2.1635e+07,0
7.8575e-07,9,301.63,1,2.1643e+07,0
7.8575e-07,9,301.64,1,2.1664e+07,0
7.8575e-07,9,301.64,1,2.1697e+07,0
7.8575e-07,9,301.64,1,2.1741e+07,0
7.8575e-07,9,301.65,1,2.1791e+07,0
7.8575e-07,9,301.65,1,2.1845e+07,0
7.8575e-07,9,301.65,1,2.1899e+07,0
7.8575e-07,9,301.66,1,2.1955e+07,0
7.8575e-07,9,301.66,1,2.2014e+07,0
7.8575e-07,9,301.67,1,2.2077e+07,0
7.8575e-07,9,301.67,1,2.2145e+07,0
7.8575e-07,9,301.68,1,2.222e+07,0
7.8575e-07,9,301.68,1,2.2307e+07,0
7.8575e-07,9,301.69,1,2.2406e+07,0
7.8575e-07,9,301.7,1,2.2518e+07,0
7.8575e-07,9,301.71,1,2.2637e+07,0
7.8575e-07,9,301.72,1,2.2754e+07,0
7.8575e-07,9,301.73,1,2.2866e+07,0
7.8575e-07,9,301.73,1,2.2975e+07,0
7.8575e-07,9,301.74,1,2.3083e+07,0
7.8575e-07,9,301.75,1,2.3193e+07,0
