Time,"Cell Type","T3","alpha3","pressure","vtkGhostType"
7.4653e-07,9,301.43,1,1.8858e+07,0
7.4653e-07,9,301.43,1,1.8899e+07,0
7.4653e-07,9,301.44,1,1.8961e+07,0
7.4653e-07,9,301.44,1,1.9044e+07,0
7.4653e-07,9,301.45,1,1.9147e+07,0
7.4653e-07,9,301.46,1,1.9272e+07,0
7.4653e-07,9,301.47,1,1.9418e+07,0
7.4653e-07,9,301.48,1,1.958e+07,0
7.4653e-07,9,301.5,1,1.9754e+07,0
7.4653e-07,9,301.51,1,1.9938e+07,0
7.4653e-07,9,301.52,1,2.0131e+07,0
7.4653e-07,9,301.54,1,2.0338e+07,0
7.4653e-07,9,301.56,1,2.0567e+07,0
7.4653e-07,9,301.58,1,2.0823e+07,0
7.4653e-07,9,301.6,1,2.1117e+07,0
7.4653e-07,9,301.62,1,2.1457e+07,0
7.4653e-07,9,301.66,1,2.1853e+07,0
7.4653e-07,9,301.69,1,2.2316e+07,0
7.4653e-07,9,301.73,1,2.2856e+07,0
7.4653e-07,9,301.78,1,2.3483e+07,0
7.4653e-07,9,301.83,1,2.4202e+07,0
7.4653e-07,9,301.9,1,2.502e+07,0
7.4653e-07,9,301.97,1,2.5947e+07,0
7.4653e-07,9,302.05,1,2.6979e+07,0
7.4653e-07,9,302.13,1,2.8135e+07,0
7.4653e-07,9,302.22,1,2.9334e+07,0
