Time,"Cell Type","T3","alpha3","pressure","vtkGhostType"
3.2336e-07,9,300,1,1e+05,0
3.2336e-07,9,300,1,1e+05,0
3.2336e-07,9,300,1,1e+05,0
3.2336e-07,9,300,1,1e+05,0
3.2336e-07,9,300,1,1e+05,0
3.2336e-07,9,300,1,1e+05,0
3.2336e-07,9,300,1,1e+05,0
3.2336e-07,9,300,1,1e+05,0
3.2336e-07,9,300,1,1e+05,0
3.2336e-07,9,300,1,1e+05,0
3.2336e-07,9,300,1,1e+05,0
3.2336e-07,9,300,1,1e+05,0
3.2336e-07,9,300,1,1e+05,0
3.2336e-07,9,300,1,1e+05,0
3.2336e-07,9,300,1,1e+05,0
3.2336e-07,9,300,1,1e+05,0
3.2336e-07,9,300,1,1e+05,0
3.2336e-07,9,300,1,1e+05,0
3.2336e-07,9,300,1,1e+05,0
3.2336e-07,9,300,1,1e+05,0
3.2336e-07,9,300,1,1e+05,0
3.2336e-07,9,300,1,1e+05,0
3.2336e-07,9,300,1,1e+05,0
3.2336e-07,9,300,1,1e+05,0
3.2336e-07,9,300,1,1e+05,0
3.2336e-07,9,300,1,1e+05,0
