Time,"Cell Type","T3","alpha3","alpha3T3","pressure","vtkGhostType"
7.7634e-07,9,301.08,1,301.08,1.4298e+07,0
7.7634e-07,9,301.08,1,301.08,1.4308e+07,0
7.7634e-07,9,301.09,1,301.09,1.433e+07,0
7.7634e-07,9,301.09,1,301.09,1.4367e+07,0
7.7634e-07,9,301.09,1,301.09,1.4418e+07,0
7.7634e-07,9,301.1,1,301.1,1.4476e+07,0
7.7634e-07,9,301.1,1,301.1,1.4536e+07,0
7.7634e-07,9,301.11,1,301.1,1.4595e+07,0
7.7634e-07,9,301.11,1,301.11,1.4653e+07,0
7.7634e-07,9,301.11,1,301.11,1.4709e+07,0
7.7634e-07,9,301.12,1,301.12,1.4765e+07,0
7.7634e-07,9,301.12,1,301.12,1.4824e+07,0
7.7634e-07,9,301.13,1,301.13,1.4886e+07,0
7.7634e-07,9,301.13,1,301.13,1.4948e+07,0
7.7634e-07,9,301.14,1,301.14,1.5009e+07,0
7.7634e-07,9,301.14,1,301.14,1.5073e+07,0
7.7634e-07,9,301.15,1,301.15,1.5143e+07,0
7.7634e-07,9,301.15,1,301.15,1.5224e+07,0
7.7634e-07,9,301.16,1,301.16,1.5319e+07,0
7.7634e-07,9,301.17,1,301.17,1.5428e+07,0
7.7634e-07,9,301.18,1,301.18,1.5547e+07,0
7.7634e-07,9,301.19,1,301.19,1.5668e+07,0
7.7634e-07,9,301.2,1,301.19,1.5788e+07,0
7.7634e-07,9,301.2,1,301.2,1.5906e+07,0
7.7634e-07,9,301.21,1,301.21,1.6024e+07,0
7.7634e-07,9,301.22,1,301.22,1.6144e+07,0
7.7634e-07,9,301.23,1,301.23,1.6269e+07,0
7.7634e-07,9,301.24,1,301.24,1.6394e+07,0
7.7634e-07,9,301.25,1,301.25,1.6516e+07,0
7.7634e-07,9,301.26,1,301.26,1.6635e+07,0
7.7634e-07,9,301.27,1,301.27,1.675e+07,0
7.7634e-07,9,301.28,1,301.28,1.6864e+07,0
7.7634e-07,9,301.28,1,301.28,1.6977e+07,0
7.7634e-07,9,301.29,1,301.29,1.709e+07,0
7.7634e-07,9,301.3,1,301.3,1.7205e+07,0
7.7634e-07,9,301.31,1,301.31,1.7322e+07,0
7.7634e-07,9,301.32,1,301.32,1.7443e+07,0
7.7634e-07,9,301.33,1,301.33,1.7566e+07,0
7.7634e-07,9,301.34,1,301.34,1.7691e+07,0
7.7634e-07,9,301.35,1,301.35,1.7818e+07,0
7.7634e-07,9,301.36,1,301.36,1.7944e+07,0
7.7634e-07,9,301.37,1,301.37,1.807e+07,0
7.7634e-07,9,301.38,1,301.38,1.8194e+07,0
7.7634e-07,9,301.39,1,301.39,1.8316e+07,0
7.7634e-07,9,301.39,1,301.39,1.8437e+07,0
7.7634e-07,9,301.4,1,301.4,1.8558e+07,0
7.7634e-07,9,301.41,1,301.41,1.8681e+07,0
7.7634e-07,9,301.42,1,301.42,1.8805e+07,0
7.7634e-07,9,301.43,1,301.43,1.8933e+07,0
7.7634e-07,9,301.44,1,301.44,1.9065e+07,0
7.7634e-07,9,301.45,1,301.45,1.9196e+07,0
7.7634e-07,9,301.46,1,301.46,1.9324e+07,0
7.7634e-07,9,301.08,1,301.08,1.4314e+07,0
7.7634e-07,9,301.08,1,301.08,1.4321e+07,0
7.7634e-07,9,301.09,1,301.09,1.4336e+07,0
7.7634e-07,9,301.09,1,301.09,1.4361e+07,0
7.7634e-07,9,301.09,1,301.09,1.4398e+07,0
7.7634e-07,9,301.09,1,301.09,1.4447e+07,0
7.7634e-07,9,301.1,1,301.1,1.4502e+07,0
7.7634e-07,9,301.1,1,301.1,1.4559e+07,0
7.7634e-07,9,301.11,1,301.11,1.4614e+07,0
7.7634e-07,9,301.11,1,301.11,1.4667e+07,0
7.7634e-07,9,301.12,1,301.11,1.4721e+07,0
7.7634e-07,9,301.12,1,301.12,1.4781e+07,0
7.7634e-07,9,301.12,1,301.12,1.4844e+07,0
7.7634e-07,9,301.13,1,301.13,1.491e+07,0
7.7634e-07,9,301.13,1,301.13,1.4981e+07,0
7.7634e-07,9,301.14,1,301.14,1.5057e+07,0
7.7634e-07,9,301.15,1,301.15,1.5137e+07,0
7.7634e-07,9,301.15,1,301.15,1.5224e+07,0
7.7634e-07,9,301.16,1,301.16,1.532e+07,0
7.7634e-07,9,301.17,1,301.17,1.5424e+07,0
7.7634e-07,9,301.18,1,301.18,1.5532e+07,0
7.7634e-07,9,301.18,1,301.18,1.5644e+07,0
7.7634e-07,9,301.19,1,301.19,1.5759e+07,0
7.7634e-07,9,301.2,1,301.2,1.5876e+07,0
7.7634e-07,9,301.21,1,301.21,1.5995e+07,0
7.7634e-07,9,301.22,1,301.22,1.6117e+07,0
7.7634e-07,9,301.23,1,301.23,1.6241e+07,0
7.7634e-07,9,301.24,1,301.24,1.6365e+07,0
7.7634e-07,9,301.25,1,301.25,1.6485e+07,0
7.7634e-07,9,301.26,1,301.26,1.6604e+07,0
7.7634e-07,9,301.27,1,301.27,1.672e+07,0
7.7634e-07,9,301.27,1,301.27,1.6838e+07,0
7.7634e-07,9,301.28,1,301.28,1.6956e+07,0
7.7634e-07,9,301.29,1,301.29,1.7075e+07,0
7.7634e-07,9,301.3,1,301.3,1.7194e+07,0
7.7634e-07,9,301.31,1,301.31,1.7315e+07,0
7.7634e-07,9,301.32,1,301.32,1.7436e+07,0
7.7634e-07,9,301.33,1,301.33,1.7559e+07,0
7.7634e-07,9,301.34,1,301.34,1.7682e+07,0
7.7634e-07,9,301.35,1,301.35,1.7806e+07,0
7.7634e-07,9,301.36,1,301.36,1.793e+07,0
7.7634e-07,9,301.37,1,301.37,1.8055e+07,0
7.7634e-07,9,301.38,1,301.37,1.8179e+07,0
7.7634e-07,9,301.38,1,301.38,1.8304e+07,0
7.7634e-07,9,301.39,1,301.39,1.8428e+07,0
7.7634e-07,9,301.4,1,301.4,1.8552e+07,0
7.7634e-07,9,301.41,1,301.41,1.8677e+07,0
7.7634e-07,9,301.42,1,301.42,1.8803e+07,0
7.7634e-07,9,301.43,1,301.43,1.893e+07,0
7.7634e-07,9,301.44,1,301.44,1.9061e+07,0
7.7634e-07,9,301.45,1,301.45,1.9192e+07,0
7.7634e-07,9,301.46,1,301.46,1.932e+07,0
