Time,"Cell Type","T3","alpha3","alpha3T3","pressure","vtkGhostType"
1.0458e-06,9,282.42,0.85018,240.11,6.9593e+07,0
1.0458e-06,9,292.95,0.85044,249.13,7.3002e+07,0
1.0458e-06,9,302.41,0.85577,258.8,7.5955e+07,0
1.0458e-06,9,306.69,0.8783,269.36,7.7361e+07,0
1.0458e-06,9,307.24,0.9135,280.66,7.6318e+07,0
1.0458e-06,9,306.27,0.93554,286.53,6.8452e+07,0
1.0458e-06,9,305.8,0.93264,285.2,5.6442e+07,0
1.0458e-06,9,306.87,0.91563,280.98,4.2537e+07,0
1.0458e-06,9,308.91,0.88702,274.01,3.0688e+07,0
1.0458e-06,9,311.44,0.84582,263.43,2.2951e+07,0
1.0458e-06,9,313.62,0.79574,249.56,1.7775e+07,0
1.0458e-06,9,314.53,0.74147,233.21,1.4264e+07,0
1.0458e-06,9,314.45,0.68937,216.77,1.1503e+07,0
1.0458e-06,9,314.04,0.64498,202.55,9.7989e+06,0
1.0458e-06,9,314.15,0.57416,180.37,7.7024e+06,0
1.0458e-06,9,315.76,0.53235,168.09,5.7049e+06,0
1.0458e-06,9,317.98,0.48963,155.69,4.9437e+06,0
1.0458e-06,9,317.91,0.40933,130.13,5.0226e+06,0
1.0458e-06,9,321.03,0.3753,120.48,2.3732e+06,0
1.0458e-06,9,320.28,0.35832,114.76,1.01,0
1.0458e-06,9,320.81,0.32592,104.56,1.5558e+06,0
1.0458e-06,9,319.16,0.29301,93.518,1.01,0
1.0458e-06,9,320.42,0.28312,90.716,1.01,0
1.0458e-06,9,323.35,0.2894,93.578,1.01,0
1.0458e-06,9,327.45,0.35877,117.48,1.3928e+06,0
1.0458e-06,9,320.88,0.35575,114.16,1.0008e+07,0
1.0458e-06,9,320.18,0.30121,96.441,8.1416e+06,0
1.0458e-06,9,322.07,0.27968,90.075,6.0114e+06,0
1.0458e-06,9,323.51,0.28758,93.035,6.2482e+06,0
1.0458e-06,9,323.65,0.29653,95.973,7.5035e+06,0
1.0458e-06,9,323.88,0.29279,94.829,8.1021e+06,0
1.0458e-06,9,326.27,0.30173,98.445,7.6164e+06,0
1.0458e-06,9,326.31,0.36395,118.76,9.7483e+06,0
1.0458e-06,9,319.84,0.47343,151.42,1.6737e+07,0
1.0458e-06,9,306.85,0.67402,206.82,2.0958e+07,0
1.0458e-06,9,302.55,0.94823,286.88,2.1414e+07,0
1.0458e-06,9,302.03,0.99809,301.45,2.1019e+07,0
1.0458e-06,9,301.87,0.99997,301.86,2.062e+07,0
1.0458e-06,9,301.81,1,301.8,2.0193e+07,0
1.0458e-06,9,301.77,1,301.77,1.98e+07,0
1.0458e-06,9,301.74,1,301.74,1.9502e+07,0
1.0458e-06,9,301.72,1,301.72,1.9255e+07,0
1.0458e-06,9,301.71,1,301.71,1.9038e+07,0
1.0458e-06,9,301.7,1,301.7,1.8889e+07,0
1.0458e-06,9,301.7,1,301.7,1.8766e+07,0
1.0458e-06,9,301.7,1,301.7,1.8658e+07,0
1.0458e-06,9,301.71,1,301.71,1.8583e+07,0
1.0458e-06,9,301.71,1,301.71,1.8506e+07,0
1.0458e-06,9,301.72,1,301.72,1.8432e+07,0
1.0458e-06,9,301.73,1,301.73,1.8388e+07,0
1.0458e-06,9,301.74,1,301.74,1.8347e+07,0
1.0458e-06,9,301.75,1,301.75,1.8313e+07,0
1.0458e-06,9,305.84,0.84624,258.81,7.2891e+07,0
1.0458e-06,9,308.67,0.86569,267.21,7.4511e+07,0
1.0458e-06,9,308.03,0.90405,278.48,7.5116e+07,0
1.0458e-06,9,301.71,0.95345,287.67,7.3401e+07,0
1.0458e-06,9,295.37,0.97752,288.73,6.8669e+07,0
1.0458e-06,9,295.71,0.97137,287.25,5.9734e+07,0
1.0458e-06,9,301.56,0.92141,277.86,4.7833e+07,0
1.0458e-06,9,308.36,0.79524,245.22,3.5804e+07,0
1.0458e-06,9,313.1,0.64471,201.86,2.7e+07,0
1.0458e-06,9,315.77,0.52222,164.9,2.0694e+07,0
1.0458e-06,9,317.01,0.43219,137.01,1.6329e+07,0
1.0458e-06,9,317.51,0.36683,116.47,1.3198e+07,0
1.0458e-06,9,317.74,0.31759,100.91,1.0866e+07,0
1.0458e-06,9,318.11,0.2805,89.229,8.9383e+06,0
1.0458e-06,9,317.78,0.24264,77.106,7.5414e+06,0
1.0458e-06,9,319.48,0.21543,68.828,5.7563e+06,0
1.0458e-06,9,319.97,0.19654,62.885,5.0409e+06,0
1.0458e-06,9,318.99,0.1777,56.682,4.5902e+06,0
1.0458e-06,9,322.32,0.15832,51.031,3.0542e+06,0
1.0458e-06,9,322.88,0.15213,49.12,2.7461e+06,0
1.0458e-06,9,318.5,0.13185,41.993,3.0545e+06,0
1.0458e-06,9,323.68,0.11951,38.683,1.7902e+06,0
1.0458e-06,9,320.22,0.10458,33.488,1.01,0
1.0458e-06,9,337.27,0.11833,39.908,1.01,0
1.0458e-06,9,329.71,0.17196,56.698,5.3763e+06,0
1.0458e-06,9,321.49,0.15981,51.378,7.7613e+06,0
1.0458e-06,9,321.44,0.14463,46.489,7.0447e+06,0
1.0458e-06,9,321.8,0.13983,44.998,7.0032e+06,0
1.0458e-06,9,319.22,0.13722,43.804,7.8197e+06,0
1.0458e-06,9,318.2,0.13434,42.745,8.4245e+06,0
1.0458e-06,9,320.55,0.14674,47.036,8.7865e+06,0
1.0458e-06,9,320.17,0.1945,62.272,8.8935e+06,0
1.0458e-06,9,316.41,0.3006,95.111,9.5929e+06,0
1.0458e-06,9,309.14,0.53014,163.89,1.3043e+07,0
1.0458e-06,9,303,0.85072,257.77,1.6589e+07,0
1.0458e-06,9,302.07,0.98603,297.85,1.9329e+07,0
1.0458e-06,9,301.97,0.99952,301.83,2.0521e+07,0
1.0458e-06,9,301.88,0.99999,301.88,2.034e+07,0
1.0458e-06,9,301.83,1,301.83,1.9966e+07,0
1.0458e-06,9,301.8,1,301.8,1.9649e+07,0
1.0458e-06,9,301.77,1,301.77,1.9394e+07,0
1.0458e-06,9,301.75,1,301.75,1.918e+07,0
1.0458e-06,9,301.73,1,301.73,1.8988e+07,0
1.0458e-06,9,301.72,1,301.72,1.8851e+07,0
1.0458e-06,9,301.71,1,301.71,1.8735e+07,0
1.0458e-06,9,301.69,1,301.69,1.8636e+07,0
1.0458e-06,9,301.68,1,301.68,1.8564e+07,0
1.0458e-06,9,301.67,1,301.67,1.8489e+07,0
1.0458e-06,9,301.66,1,301.66,1.8426e+07,0
1.0458e-06,9,301.65,1,301.65,1.838e+07,0
1.0458e-06,9,301.64,1,301.64,1.8336e+07,0
1.0458e-06,9,301.63,1,301.63,1.8303e+07,0
