Time,"Cell Type","T3","alpha3","alpha3T3","pressure","vtkGhostType"
8.6333e-07,9,305.1,1,305.1,6.9315e+07,0
8.6333e-07,9,305.09,1,305.09,6.9299e+07,0
8.6333e-07,9,305.09,1,305.09,6.9264e+07,0
8.6333e-07,9,305.09,1,305.09,6.9212e+07,0
8.6333e-07,9,305.08,1,305.08,6.9142e+07,0
8.6333e-07,9,305.08,1,305.08,6.9053e+07,0
8.6333e-07,9,305.07,1,305.07,6.8942e+07,0
8.6333e-07,9,305.06,1,305.06,6.8809e+07,0
8.6333e-07,9,305.05,1,305.05,6.8653e+07,0
8.6333e-07,9,305.04,1,305.04,6.8473e+07,0
8.6333e-07,9,305.02,1,305.02,6.827e+07,0
8.6333e-07,9,305.01,1,305.01,6.8045e+07,0
8.6333e-07,9,304.99,1,304.99,6.7801e+07,0
8.6333e-07,9,304.97,1,304.97,6.7536e+07,0
8.6333e-07,9,304.95,1,304.95,6.7254e+07,0
8.6333e-07,9,304.93,1,304.93,6.6956e+07,0
8.6333e-07,9,304.91,1,304.9,6.6641e+07,0
8.6333e-07,9,304.88,1,304.88,6.631e+07,0
8.6333e-07,9,304.86,1,304.86,6.596e+07,0
8.6333e-07,9,304.83,1,304.83,6.5596e+07,0
8.6333e-07,9,304.8,1,304.8,6.522e+07,0
8.6333e-07,9,304.78,1,304.78,6.4834e+07,0
8.6333e-07,9,304.75,1,304.75,6.4437e+07,0
8.6333e-07,9,304.72,1,304.72,6.4032e+07,0
8.6333e-07,9,304.69,1,304.69,6.3617e+07,0
8.6333e-07,9,304.66,1,304.66,6.3193e+07,0
8.6333e-07,9,304.63,1,304.63,6.276e+07,0
8.6333e-07,9,304.6,1,304.6,6.2318e+07,0
8.6333e-07,9,304.57,1,304.57,6.1866e+07,0
8.6333e-07,9,304.53,1,304.53,6.1406e+07,0
8.6333e-07,9,304.5,1,304.5,6.094e+07,0
8.6333e-07,9,304.47,1,304.47,6.0469e+07,0
8.6333e-07,9,304.43,1,304.43,5.9993e+07,0
8.6333e-07,9,304.4,1,304.4,5.9515e+07,0
8.6333e-07,9,304.37,1,304.37,5.9036e+07,0
8.6333e-07,9,304.33,1,304.33,5.8557e+07,0
8.6333e-07,9,304.3,1,304.3,5.8079e+07,0
8.6333e-07,9,304.26,1,304.26,5.7602e+07,0
8.6333e-07,9,304.23,1,304.23,5.7127e+07,0
8.6333e-07,9,304.2,1,304.19,5.6652e+07,0
8.6333e-07,9,304.16,1,304.16,5.6179e+07,0
8.6333e-07,9,304.13,1,304.13,5.5706e+07,0
8.6333e-07,9,304.09,1,304.09,5.5233e+07,0
8.6333e-07,9,304.06,1,304.06,5.4763e+07,0
