Time,"Cell Type","T3","alpha3","alpha3T3","pressure","vtkGhostType"
1.0706e-06,9,289.11,0.84732,244.97,6.5608e+07,0
1.0706e-06,9,294.68,0.84341,248.54,6.4205e+07,0
1.0706e-06,9,301.84,0.85149,257.01,6.2773e+07,0
1.0706e-06,9,303.1,0.87734,265.92,6.0968e+07,0
1.0706e-06,9,300.06,0.90896,272.74,5.8519e+07,0
1.0706e-06,9,295.55,0.93331,275.84,5.5798e+07,0
1.0706e-06,9,289.44,0.94796,274.37,5.107e+07,0
1.0706e-06,9,284.57,0.95083,270.58,4.3484e+07,0
1.0706e-06,9,281.99,0.93848,264.64,3.5626e+07,0
1.0706e-06,9,281.74,0.91019,256.44,2.8265e+07,0
1.0706e-06,9,284.46,0.8626,245.38,2.2487e+07,0
1.0706e-06,9,289.89,0.79805,231.35,1.8423e+07,0
1.0706e-06,9,296.03,0.73412,217.32,1.5198e+07,0
1.0706e-06,9,299.76,0.6856,205.51,1.3133e+07,0
1.0706e-06,9,301.97,0.65279,197.12,1.1169e+07,0
1.0706e-06,9,303.59,0.62664,190.24,1.0021e+07,0
1.0706e-06,9,305.23,0.59756,182.39,8.5707e+06,0
1.0706e-06,9,307.1,0.56712,174.16,7.8643e+06,0
1.0706e-06,9,309.8,0.50853,157.54,3.645e+06,0
1.0706e-06,9,312.57,0.5056,158.03,5.6436e+06,0
1.0706e-06,9,311,0.45138,140.38,1.01,0
1.0706e-06,9,316.48,0.44062,139.45,2.0484e+06,0
1.0706e-06,9,314.11,0.42783,134.39,1.01,0
1.0706e-06,9,314.68,0.41666,131.12,1.01,0
1.0706e-06,9,315.37,0.38873,122.59,1.01,0
1.0706e-06,9,323.94,0.39425,127.71,1.01,0
1.0706e-06,9,324.84,0.45552,147.97,1.0435e+07,0
1.0706e-06,9,323.53,0.41891,135.53,1.242e+07,0
1.0706e-06,9,324.6,0.35668,115.78,8.0885e+06,0
1.0706e-06,9,324.5,0.29942,97.163,5.4834e+06,0
1.0706e-06,9,326.92,0.28135,91.978,3.8712e+06,0
1.0706e-06,9,327.29,0.31446,102.92,5.1366e+06,0
1.0706e-06,9,324.58,0.31892,103.51,7.5051e+06,0
1.0706e-06,9,324.03,0.31055,100.63,7.8463e+06,0
1.0706e-06,9,323.12,0.29682,95.91,8.3348e+06,0
1.0706e-06,9,324.23,0.28809,93.408,8.0995e+06,0
1.0706e-06,9,326.63,0.31854,104.05,8.5374e+06,0
1.0706e-06,9,323.26,0.40848,132.05,1.3689e+07,0
1.0706e-06,9,315.03,0.5305,167.12,1.8478e+07,0
1.0706e-06,9,304.06,0.84681,257.48,1.9354e+07,0
1.0706e-06,9,301.96,0.99208,299.57,1.8697e+07,0
1.0706e-06,9,301.66,0.99986,301.62,1.8043e+07,0
1.0706e-06,9,301.61,1,301.61,1.7594e+07,0
1.0706e-06,9,301.58,1,301.58,1.7228e+07,0
1.0706e-06,9,301.56,1,301.56,1.6924e+07,0
1.0706e-06,9,301.55,1,301.55,1.6715e+07,0
1.0706e-06,9,301.55,1,301.55,1.656e+07,0
1.0706e-06,9,301.55,1,301.55,1.6405e+07,0
1.0706e-06,9,301.54,1,301.54,1.6166e+07,0
1.0706e-06,9,301.53,1,301.53,1.5923e+07,0
1.0706e-06,9,301.53,1,301.53,1.5722e+07,0
1.0706e-06,9,301.54,1,301.54,1.5599e+07,0
1.0706e-06,9,306.23,0.92818,284.24,6.2968e+07,0
1.0706e-06,9,306.15,0.92332,282.68,6.2086e+07,0
1.0706e-06,9,303.8,0.93449,283.9,6.069e+07,0
1.0706e-06,9,299.17,0.95955,287.07,5.8569e+07,0
1.0706e-06,9,294.91,0.97721,288.19,5.578e+07,0
1.0706e-06,9,290.6,0.97828,284.29,5.1739e+07,0
1.0706e-06,9,285.3,0.96461,275.2,4.4881e+07,0
1.0706e-06,9,283.54,0.91636,259.83,3.7542e+07,0
1.0706e-06,9,285.78,0.80419,229.82,3.0724e+07,0
1.0706e-06,9,292.54,0.66222,193.72,2.4911e+07,0
1.0706e-06,9,302.63,0.54394,164.61,2.0501e+07,0
1.0706e-06,9,309.92,0.44844,138.98,1.7141e+07,0
1.0706e-06,9,312.49,0.37579,117.43,1.4552e+07,0
1.0706e-06,9,312.76,0.33008,103.23,1.2848e+07,0
1.0706e-06,9,312.38,0.29183,91.16,1.1159e+07,0
1.0706e-06,9,311.82,0.25879,80.696,9.7117e+06,0
1.0706e-06,9,311.18,0.22864,71.149,8.3631e+06,0
1.0706e-06,9,310.97,0.20394,63.418,7.0133e+06,0
1.0706e-06,9,307.84,0.17535,53.978,6.4882e+06,0
1.0706e-06,9,312.56,0.15313,47.863,4.461e+06,0
1.0706e-06,9,312.04,0.15286,47.697,4.7444e+06,0
1.0706e-06,9,311.11,0.1368,42.558,4.3082e+06,0
1.0706e-06,9,311.07,0.11894,36.998,3.6093e+06,0
1.0706e-06,9,306.53,0.096931,29.712,9.3112e+05,0
1.0706e-06,9,315.35,0.093354,29.439,1.01,0
1.0706e-06,9,325.74,0.11118,36.217,1.01,0
1.0706e-06,9,317.81,0.15818,50.272,5.8763e+06,0
1.0706e-06,9,305.93,0.14711,45.005,8.9396e+06,0
1.0706e-06,9,309.19,0.12671,39.177,6.7411e+06,0
1.0706e-06,9,316.69,0.1321,41.836,5.2072e+06,0
1.0706e-06,9,320.77,0.15213,48.8,5.879e+06,0
