Time,"Cell Type","T3","alpha3","alpha3T3","pressure","vtkGhostType"
9.4816e-07,9,308.02,0.99977,307.95,9.8624e+07,0
9.4816e-07,9,309.41,0.99726,308.56,1.0442e+08,0
9.4816e-07,9,313.68,0.98222,308.11,1.0826e+08,0
9.4816e-07,9,313.38,0.97921,306.86,1.006e+08,0
9.4816e-07,9,310.58,0.98611,306.27,8.8919e+07,0
9.4816e-07,9,307.35,0.99475,305.73,7.3957e+07,0
9.4816e-07,9,305.67,0.99807,305.08,6.3078e+07,0
9.4816e-07,9,304.68,0.99943,304.51,5.398e+07,0
9.4816e-07,9,303.88,0.99991,303.85,4.4838e+07,0
9.4816e-07,9,303.38,0.99999,303.38,3.8599e+07,0
9.4816e-07,9,303.04,1,303.04,3.433e+07,0
9.4816e-07,9,302.77,1,302.77,3.1023e+07,0
9.4816e-07,9,302.59,1,302.59,2.8814e+07,0
9.4816e-07,9,302.47,1,302.47,2.7372e+07,0
9.4816e-07,9,302.4,1,302.4,2.6671e+07,0
9.4816e-07,9,302.37,1,302.36,2.6367e+07,0
9.4816e-07,9,302.34,1,302.34,2.6165e+07,0
9.4816e-07,9,302.3,1,302.3,2.59e+07,0
9.4816e-07,9,302.26,1,302.26,2.5427e+07,0
9.4816e-07,9,302.19,1,302.19,2.4732e+07,0
9.4816e-07,9,302.14,1,302.14,2.4131e+07,0
9.4816e-07,9,302.12,1,302.12,2.3896e+07,0
9.4816e-07,9,302.11,1,302.11,2.3938e+07,0
9.4816e-07,9,302.12,1,302.12,2.4135e+07,0
9.4816e-07,9,302.13,1,302.13,2.4466e+07,0
9.4816e-07,9,302.16,1,302.16,2.492e+07,0
9.4816e-07,9,302.19,1,302.19,2.5333e+07,0
9.4816e-07,9,302.2,1,302.2,2.5608e+07,0
9.4816e-07,9,302.21,1,302.21,2.58e+07,0
9.4816e-07,9,302.22,1,302.22,2.5966e+07,0
9.4816e-07,9,302.23,1,302.23,2.6131e+07,0
9.4816e-07,9,302.23,1,302.23,2.6236e+07,0
9.4816e-07,9,302.23,1,302.23,2.6249e+07,0
9.4816e-07,9,302.23,1,302.23,2.62e+07,0
9.4816e-07,9,302.22,1,302.22,2.614e+07,0
9.4816e-07,9,302.22,1,302.22,2.6108e+07,0
9.4816e-07,9,302.22,1,302.22,2.6097e+07,0
9.4816e-07,9,302.23,1,302.23,2.61e+07,0
9.4816e-07,9,302.23,1,302.23,2.6124e+07,0
9.4816e-07,9,302.24,1,302.24,2.6176e+07,0
9.4816e-07,9,302.25,1,302.25,2.6258e+07,0
9.4816e-07,9,302.27,1,302.27,2.6365e+07,0
9.4816e-07,9,302.29,1,302.29,2.649e+07,0
9.4816e-07,9,302.3,1,302.3,2.6631e+07,0
9.4816e-07,9,302.33,1,302.33,2.6796e+07,0
9.4816e-07,9,302.35,1,302.35,2.6997e+07,0
9.4816e-07,9,302.38,1,302.38,2.725e+07,0
9.4816e-07,9,302.42,1,302.42,2.757e+07,0
9.4816e-07,9,302.46,1,302.46,2.7973e+07,0
9.4816e-07,9,302.51,1,302.51,2.8477e+07,0
9.4816e-07,9,302.57,1,302.57,2.9109e+07,0
9.4816e-07,9,302.64,1,302.64,2.9882e+07,0
9.4816e-07,9,310.16,0.99345,308.13,9.5804e+07,0
9.4816e-07,9,326.61,0.93438,305.18,9.9698e+07,0
9.4816e-07,9,356.57,0.80711,287.79,1.0154e+08,0
9.4816e-07,9,357.39,0.78803,281.63,9.3551e+07,0
9.4816e-07,9,351.68,0.7997,281.24,8.1526e+07,0
9.4816e-07,9,336.36,0.85433,287.36,6.9127e+07,0
9.4816e-07,9,321.76,0.90959,292.67,5.9821e+07,0
9.4816e-07,9,310.92,0.95828,297.95,5.1349e+07,0
9.4816e-07,9,305.27,0.98985,302.17,4.2366e+07,0
9.4816e-07,9,303.39,0.99894,303.07,3.628e+07,0
9.4816e-07,9,303.03,0.99994,303.01,3.2786e+07,0
9.4816e-07,9,302.8,1,302.8,3.0044e+07,0
9.4816e-07,9,302.63,1,302.63,2.8049e+07,0
9.4816e-07,9,302.53,1,302.53,2.6813e+07,0
9.4816e-07,9,302.47,1,302.47,2.6185e+07,0
9.4816e-07,9,302.44,1,302.44,2.5954e+07,0
9.4816e-07,9,302.42,1,302.42,2.5803e+07,0
9.4816e-07,9,302.39,1,302.39,2.5552e+07,0
9.4816e-07,9,302.34,1,302.34,2.5121e+07,0
9.4816e-07,9,302.29,1,302.29,2.4514e+07,0
9.4816e-07,9,302.24,1,302.24,2.3982e+07,0
9.4816e-07,9,302.21,1,302.21,2.3807e+07,0
9.4816e-07,9,302.21,1,302.21,2.3875e+07,0
9.4816e-07,9,302.22,1,302.22,2.41e+07,0
9.4816e-07,9,302.23,1,302.23,2.4461e+07,0
9.4816e-07,9,302.26,1,302.26,2.4924e+07,0
9.4816e-07,9,302.28,1,302.28,2.5328e+07,0
9.4816e-07,9,302.3,1,302.3,2.5602e+07,0
9.4816e-07,9,302.3,1,302.3,2.5794e+07,0
9.4816e-07,9,302.31,1,302.31,2.5963e+07,0
9.4816e-07,9,302.32,1,302.32,2.6128e+07,0
9.4816e-07,9,302.32,1,302.32,2.6225e+07,0
9.4816e-07,9,302.31,1,302.31,2.6234e+07,0
9.4816e-07,9,302.31,1,302.31,2.6185e+07,0
9.4816e-07,9,302.3,1,302.3,2.6131e+07,0
9.4816e-07,9,302.29,1,302.29,2.6104e+07,0
9.4816e-07,9,302.29,1,302.29,2.6097e+07,0
9.4816e-07,9,302.28,1,302.28,2.6103e+07,0
9.4816e-07,9,302.28,1,302.28,2.6131e+07,0
9.4816e-07,9,302.28,1,302.28,2.6187e+07,0
9.4816e-07,9,302.28,1,302.28,2.6271e+07,0
9.4816e-07,9,302.28,1,302.28,2.6378e+07,0
9.4816e-07,9,302.28,1,302.28,2.6505e+07,0
9.4816e-07,9,302.29,1,302.29,2.665e+07,0
9.4816e-07,9,302.29,1,302.29,2.6819e+07,0
9.4816e-07,9,302.3,1,302.3,2.7024e+07,0
9.4816e-07,9,302.32,1,302.32,2.7281e+07,0
9.4816e-07,9,302.33,1,302.33,2.7604e+07,0
9.4816e-07,9,302.36,1,302.36,2.8009e+07,0
9.4816e-07,9,302.39,1,302.39,2.8516e+07,0
9.4816e-07,9,302.43,1,302.43,2.9153e+07,0
9.4816e-07,9,302.48,1,302.48,2.9928e+07,0
