Time,"Cell Type","T3","alpha3","alpha3T3","pressure","vtkGhostType"
9.743e-07,9,296.23,0.98531,291.88,1.5925e+08,0
9.743e-07,9,299.61,0.984,294.82,1.5642e+08,0
9.743e-07,9,305.04,0.97087,296.15,1.5138e+08,0
9.743e-07,9,308.58,0.93212,287.63,1.4228e+08,0
9.743e-07,9,302,0.91642,276.76,1.2983e+08,0
9.743e-07,9,287.78,0.91894,264.46,1.1352e+08,0
9.743e-07,9,277.92,0.91346,253.87,9.2692e+07,0
9.743e-07,9,275.17,0.88811,244.38,7.2179e+07,0
9.743e-07,9,276.44,0.8374,231.49,5.4599e+07,0
9.743e-07,9,280.9,0.76591,215.14,4.1379e+07,0
9.743e-07,9,286.44,0.6727,192.69,3.3131e+07,0
9.743e-07,9,295.63,0.62269,184.09,2.7249e+07,0
9.743e-07,9,313.75,0.62913,197.39,2.2934e+07,0
9.743e-07,9,324.9,0.68047,221.08,2.722e+07,0
9.743e-07,9,321.16,0.81334,261.21,3.9301e+07,0
9.743e-07,9,307.8,0.96522,297.1,4.4454e+07,0
9.743e-07,9,304.35,0.99697,303.42,4.6368e+07,0
9.743e-07,9,304.01,0.99983,303.96,4.6518e+07,0
9.743e-07,9,303.84,0.99999,303.84,4.5687e+07,0
9.743e-07,9,303.71,1,303.7,4.436e+07,0
9.743e-07,9,303.56,1,303.56,4.2785e+07,0
9.743e-07,9,303.42,1,303.42,4.1135e+07,0
9.743e-07,9,303.28,1,303.28,3.9485e+07,0
9.743e-07,9,303.16,1,303.16,3.7942e+07,0
9.743e-07,9,303.05,1,303.05,3.6593e+07,0
9.743e-07,9,302.96,1,302.96,3.5423e+07,0
9.743e-07,9,302.86,1,302.86,3.4302e+07,0
9.743e-07,9,302.79,1,302.79,3.3348e+07,0
9.743e-07,9,302.71,1,302.71,3.248e+07,0
9.743e-07,9,302.64,1,302.64,3.1618e+07,0
9.743e-07,9,302.58,1,302.58,3.0814e+07,0
9.743e-07,9,302.52,1,302.52,3.0038e+07,0
9.743e-07,9,302.47,1,302.47,2.9404e+07,0
