Time,"Cell Type","T3","alpha3","alpha3T3","pressure","vtkGhostType"
1.0218e-06,9,278.43,0.86933,242.04,7.5716e+07,0
1.0218e-06,9,287.84,0.86142,247.95,7.7136e+07,0
1.0218e-06,9,293.77,0.85622,251.53,7.7331e+07,0
1.0218e-06,9,296.93,0.85618,254.23,7.548e+07,0
1.0218e-06,9,300.67,0.85988,258.54,7.1214e+07,0
1.0218e-06,9,305.21,0.86604,264.32,6.1761e+07,0
1.0218e-06,9,309.31,0.853,263.84,4.8349e+07,0
1.0218e-06,9,313.37,0.82047,257.11,3.5477e+07,0
1.0218e-06,9,317.49,0.77921,247.39,2.7041e+07,0
1.0218e-06,9,319.61,0.7261,232.06,2.0542e+07,0
1.0218e-06,9,320.2,0.67775,217.02,1.5964e+07,0
1.0218e-06,9,319.26,0.62709,200.21,1.2939e+07,0
1.0218e-06,9,318.12,0.58227,185.23,1.0207e+07,0
1.0218e-06,9,316.45,0.52696,166.76,8.9153e+06,0
1.0218e-06,9,316.77,0.49109,155.56,6.0274e+06,0
1.0218e-06,9,314.73,0.44542,140.19,6.92e+06,0
1.0218e-06,9,318.02,0.40523,128.87,2.2963e+06,0
1.0218e-06,9,315.99,0.37325,117.94,3.1342e+06,0
1.0218e-06,9,317.7,0.35228,111.92,4.9637e+05,0
1.0218e-06,9,319.08,0.32574,103.94,3.1655e+06,0
1.0218e-06,9,316.84,0.29833,94.524,1.01,0
1.0218e-06,9,326.78,0.30212,98.726,1.01,0
1.0218e-06,9,327.52,0.36816,120.58,6.9377e+06,0
1.0218e-06,9,322.57,0.3646,117.61,1.0738e+07,0
1.0218e-06,9,321.59,0.34334,110.41,9.3042e+06,0
1.0218e-06,9,320.2,0.34661,110.98,9.0091e+06,0
1.0218e-06,9,319.28,0.3743,119.51,9.5066e+06,0
1.0218e-06,9,316.38,0.46091,145.82,1.2446e+07,0
1.0218e-06,9,303.43,0.58016,176.04,2.1239e+07,0
1.0218e-06,9,299.41,0.75654,226.52,2.7477e+07,0
1.0218e-06,9,302.2,0.9627,290.93,2.8187e+07,0
1.0218e-06,9,302.51,0.99863,302.1,2.7673e+07,0
1.0218e-06,9,302.45,0.99992,302.42,2.7565e+07,0
1.0218e-06,9,302.37,1,302.36,2.6997e+07,0
1.0218e-06,9,302.29,1,302.28,2.6333e+07,0
1.0218e-06,9,302.22,1,302.22,2.5745e+07,0
1.0218e-06,9,302.17,1,302.17,2.5259e+07,0
1.0218e-06,9,302.14,1,302.14,2.4866e+07,0
1.0218e-06,9,302.11,1,302.11,2.456e+07,0
1.0218e-06,9,302.1,1,302.1,2.4318e+07,0
1.0218e-06,9,302.08,1,302.08,2.4106e+07,0
1.0218e-06,9,302.07,1,302.07,2.3916e+07,0
1.0218e-06,9,302.07,1,302.07,2.3758e+07,0
1.0218e-06,9,302.07,1,302.07,2.3623e+07,0
1.0218e-06,9,302.06,1,302.06,2.3488e+07,0
1.0218e-06,9,302.06,1,302.06,2.3346e+07,0
1.0218e-06,9,302.06,1,302.06,2.3208e+07,0
1.0218e-06,9,302.06,1,302.06,2.3086e+07,0
1.0218e-06,9,302.07,1,302.07,2.2981e+07,0
1.0218e-06,9,302.07,1,302.07,2.2882e+07,0
1.0218e-06,9,302.08,1,302.08,2.2783e+07,0
1.0218e-06,9,302.08,1,302.08,2.2673e+07,0
1.0218e-06,9,297.39,0.8426,250.58,8.2953e+07,0
1.0218e-06,9,308.94,0.85714,264.81,7.9271e+07,0
