P (GPa),Points_0,Points_1,Points_2,T3
0.0355836,-0.0005,0,0,302.677
0.0355836,-0.0004995,0,0,302.677
0.0355836,-0.000499,0,0,302.677
0.0355836,-0.0004985,0,0,302.677
0.035441,-0.000498,0,0,302.667
0.035441,-0.0004975,0,0,302.667
0.035441,-0.000497,0,0,302.667
0.035441,-0.0004965,0,0,302.667
0.0353098,-0.000496,0,0,302.658
0.0353098,-0.0004955,0,0,302.658
0.0353098,-0.000495,0,0,302.658
0.0353098,-0.0004945,0,0,302.658
0.0350882,-0.000494,0,0,302.642
0.0350882,-0.0004935,0,0,302.642
0.0350882,-0.000493,0,0,302.642
0.0350882,-0.0004925,0,0,302.642
0.0348153,-0.000492,0,0,302.622
0.0348153,-0.0004915,0,0,302.622
0.0348153,-0.000491,0,0,302.622
0.0348153,-0.0004905,0,0,302.622
0.0344304,-0.00049,0,0,302.594
0.0344304,-0.0004895,0,0,302.594
0.0344304,-0.000489,0,0,302.594
0.0344304,-0.0004885,0,0,302.594
0.0339326,-0.000488,0,0,302.558
0.0339326,-0.0004875,0,0,302.558
0.0339326,-0.000487,0,0,302.558
0.0339326,-0.0004865,0,0,302.558
0.0333521,-0.000486,0,0,302.516
0.0333521,-0.0004855,0,0,302.516
0.0333521,-0.000485,0,0,302.516
0.0333521,-0.0004845,0,0,302.516
0.0328505,-0.000484,0,0,302.478
0.0328505,-0.0004835,0,0,302.478
0.0328505,-0.000483,0,0,302.478
0.0328505,-0.0004825,0,0,302.478
0.0324372,-0.000482,0,0,302.447
0.0324372,-0.0004815,0,0,302.447
0.0324372,-0.000481,0,0,302.447
0.0324372,-0.0004805,0,0,302.447
0.0321021,-0.00048,0,0,302.422
0.0321021,-0.0004795,0,0,302.422
0.0321021,-0.000479,0,0,302.422
0.031831,-0.0004785,0,0,302.402
0.031831,-0.000478,0,0,302.402
0.031831,-0.0004775,0,0,302.402
0.031831,-0.000477,0,0,302.402
0.03161,-0.0004765,0,0,302.385
0.03161,-0.000476,0,0,302.385
0.03161,-0.0004755,0,0,302.385
0.03161,-0.000475,0,0,302.385
0.0314271,-0.0004745,0,0,302.371
0.0314271,-0.000474,0,0,302.371
0.0314271,-0.0004735,0,0,302.371
0.0314271,-0.000473,0,0,302.371
0.0312728,-0.0004725,0,0,302.36
0.0312728,-0.000472,0,0,302.36
0.0312728,-0.0004715,0,0,302.36
0.0312728,-0.000471,0,0,302.36
0.0311404,-0.0004705,0,0,302.35
0.0311404,-0.00047,0,0,302.35
0.0311404,-0.0004695,0,0,302.35
0.0311404,-0.000469,0,0,302.35
0.0310249,-0.0004685,0,0,302.341
0.0310249,-0.000468,0,0,302.341
0.0310249,-0.0004675,0,0,302.341
0.0310249,-0.000467,0,0,302.341
0.0309228,-0.0004665,0,0,302.334
0.0309228,-0.000466,0,0,302.334
0.0309228,-0.0004655,0,0,302.334
0.0309228,-0.000465,0,0,302.334
0.0308312,-0.0004645,0,0,302.327
0.0308312,-0.000464,0,0,302.327
0.0308312,-0.0004635,0,0,302.327
0.0308312,-0.000463,0,0,302.327
0.030748,-0.0004625,0,0,302.321
0.030748,-0.000462,0,0,302.321
0.030748,-0.0004615,0,0,302.321
0.030748,-0.000461,0,0,302.321
0.0306713,-0.0004605,0,0,302.315
0.0306713,-0.00046,0,0,302.315
0.0306713,-0.0004595,0,0,302.315
0.0306713,-0.000459,0,0,302.315
0.0305997,-0.0004585,0,0,302.31
0.0305997,-0.000458,0,0,302.31
0.0305997,-0.0004575,0,0,302.31
0.0305322,-0.000457,0,0,302.305
0.0305322,-0.0004565,0,0,302.305
0.0305322,-0.000456,0,0,302.305
0.0305322,-0.0004555,0,0,302.305
0.0304678,-0.000455,0,0,302.3
0.0304678,-0.0004545,0,0,302.3
0.0304678,-0.000454,0,0,302.3
0.0304678,-0.0004535,0,0,302.3
0.030406,-0.000453,0,0,302.295
0.030406,-0.0004525,0,0,302.295
0.030406,-0.000452,0,0,302.295
0.030406,-0.0004515,0,0,302.295
