P (GPa),Points_0,Points_1,Points_2,T3
0.0293074,-0.0005,0,0,302.214
0.0293074,-0.0004995,0,0,302.214
0.0293074,-0.000499,0,0,302.214
0.0293074,-0.0004985,0,0,302.214
0.0291117,-0.000498,0,0,302.2
0.0291117,-0.0004975,0,0,302.2
0.0291117,-0.000497,0,0,302.2
0.0291117,-0.0004965,0,0,302.2
0.0290043,-0.000496,0,0,302.192
0.0290043,-0.0004955,0,0,302.192
0.0290043,-0.000495,0,0,302.192
0.0290043,-0.0004945,0,0,302.192
0.0289086,-0.000494,0,0,302.184
0.0289086,-0.0004935,0,0,302.184
0.0289086,-0.000493,0,0,302.184
0.0289086,-0.0004925,0,0,302.184
0.0288247,-0.000492,0,0,302.178
0.0288247,-0.0004915,0,0,302.178
0.0288247,-0.000491,0,0,302.178
0.0288247,-0.0004905,0,0,302.178
0.0287495,-0.00049,0,0,302.173
0.0287495,-0.0004895,0,0,302.173
0.0287495,-0.000489,0,0,302.173
0.0287495,-0.0004885,0,0,302.173
0.0286829,-0.000488,0,0,302.168
0.0286829,-0.0004875,0,0,302.168
0.0286829,-0.000487,0,0,302.168
0.0286829,-0.0004865,0,0,302.168
0.028622,-0.000486,0,0,302.163
0.028622,-0.0004855,0,0,302.163
0.028622,-0.000485,0,0,302.163
0.028622,-0.0004845,0,0,302.163
0.0285657,-0.000484,0,0,302.159
0.0285657,-0.0004835,0,0,302.159
0.0285657,-0.000483,0,0,302.159
0.0285657,-0.0004825,0,0,302.159
0.0285121,-0.000482,0,0,302.155
0.0285121,-0.0004815,0,0,302.155
0.0285121,-0.000481,0,0,302.155
0.0285121,-0.0004805,0,0,302.155
0.0284606,-0.00048,0,0,302.151
0.0284606,-0.0004795,0,0,302.151
0.0284606,-0.000479,0,0,302.151
0.0284102,-0.0004785,0,0,302.147
0.0284102,-0.000478,0,0,302.147
0.0284102,-0.0004775,0,0,302.147
0.0284102,-0.000477,0,0,302.147
0.0283608,-0.0004765,0,0,302.144
0.0283608,-0.000476,0,0,302.144
0.0283608,-0.0004755,0,0,302.144
0.0283608,-0.000475,0,0,302.144
0.0283118,-0.0004745,0,0,302.14
0.0283118,-0.000474,0,0,302.14
0.0283118,-0.0004735,0,0,302.14
0.0283118,-0.000473,0,0,302.14
0.0282632,-0.0004725,0,0,302.136
0.0282632,-0.000472,0,0,302.136
0.0282632,-0.0004715,0,0,302.136
0.0282632,-0.000471,0,0,302.136
0.0282147,-0.0004705,0,0,302.133
0.0282147,-0.00047,0,0,302.133
0.0282147,-0.0004695,0,0,302.133
0.0282147,-0.000469,0,0,302.133
0.0281663,-0.0004685,0,0,302.129
0.0281663,-0.000468,0,0,302.129
0.0281663,-0.0004675,0,0,302.129
0.0281663,-0.000467,0,0,302.129
0.0281181,-0.0004665,0,0,302.126
0.0281181,-0.000466,0,0,302.126
0.0281181,-0.0004655,0,0,302.126
0.0281181,-0.000465,0,0,302.126
0.0280702,-0.0004645,0,0,302.122
0.0280702,-0.000464,0,0,302.122
0.0280702,-0.0004635,0,0,302.122
0.0280702,-0.000463,0,0,302.122
0.0280231,-0.0004625,0,0,302.119
0.0280231,-0.000462,0,0,302.119
0.0280231,-0.0004615,0,0,302.119
0.0280231,-0.000461,0,0,302.119
0.0279769,-0.0004605,0,0,302.115
0.0279769,-0.00046,0,0,302.115
0.0279769,-0.0004595,0,0,302.115
0.0279769,-0.000459,0,0,302.115
0.0279321,-0.0004585,0,0,302.112
0.0279321,-0.000458,0,0,302.112
0.0279321,-0.0004575,0,0,302.112
0.0278888,-0.000457,0,0,302.109
0.0278888,-0.0004565,0,0,302.109
0.0278888,-0.000456,0,0,302.109
0.0278888,-0.0004555,0,0,302.109
0.027847,-0.000455,0,0,302.105
0.027847,-0.0004545,0,0,302.105
0.027847,-0.000454,0,0,302.105
0.027847,-0.0004535,0,0,302.105
0.0278068,-0.000453,0,0,302.102
0.0278068,-0.0004525,0,0,302.102
0.0278068,-0.000452,0,0,302.102
0.0278068,-0.0004515,0,0,302.102
