P (GPa),Points_0,Points_1,Points_2,T3
0.0225293,-0.0005,0,0,301.709
0.0225293,-0.0004995,0,0,301.709
0.0225293,-0.000499,0,0,301.709
0.0225293,-0.0004985,0,0,301.709
0.0224946,-0.000498,0,0,301.706
0.0224946,-0.0004975,0,0,301.706
0.0224946,-0.000497,0,0,301.706
0.0224946,-0.0004965,0,0,301.706
0.0224715,-0.000496,0,0,301.705
0.0224715,-0.0004955,0,0,301.705
0.0224715,-0.000495,0,0,301.705
0.0224715,-0.0004945,0,0,301.705
0.0224497,-0.000494,0,0,301.703
0.0224497,-0.0004935,0,0,301.703
0.0224497,-0.000493,0,0,301.703
0.0224497,-0.0004925,0,0,301.703
0.0224287,-0.000492,0,0,301.701
0.0224287,-0.0004915,0,0,301.701
0.0224287,-0.000491,0,0,301.701
0.0224287,-0.0004905,0,0,301.701
0.0224094,-0.00049,0,0,301.7
0.0224094,-0.0004895,0,0,301.7
0.0224094,-0.000489,0,0,301.7
0.0224094,-0.0004885,0,0,301.7
0.0223918,-0.000488,0,0,301.699
0.0223918,-0.0004875,0,0,301.699
0.0223918,-0.000487,0,0,301.699
0.0223918,-0.0004865,0,0,301.699
0.0223755,-0.000486,0,0,301.697
0.0223755,-0.0004855,0,0,301.697
0.0223755,-0.000485,0,0,301.697
0.0223755,-0.0004845,0,0,301.697
0.0223605,-0.000484,0,0,301.696
0.0223605,-0.0004835,0,0,301.696
0.0223605,-0.000483,0,0,301.696
0.0223605,-0.0004825,0,0,301.696
0.0223473,-0.000482,0,0,301.695
0.0223473,-0.0004815,0,0,301.695
0.0223473,-0.000481,0,0,301.695
0.0223473,-0.0004805,0,0,301.695
0.0223355,-0.00048,0,0,301.694
0.0223355,-0.0004795,0,0,301.694
0.0223355,-0.000479,0,0,301.694
0.0223254,-0.0004785,0,0,301.694
0.0223254,-0.000478,0,0,301.694
0.0223254,-0.0004775,0,0,301.694
0.0223254,-0.000477,0,0,301.694
0.0223166,-0.0004765,0,0,301.693
0.0223166,-0.000476,0,0,301.693
0.0223166,-0.0004755,0,0,301.693
0.0223166,-0.000475,0,0,301.693
0.0223099,-0.0004745,0,0,301.692
0.0223099,-0.000474,0,0,301.692
0.0223099,-0.0004735,0,0,301.692
0.0223099,-0.000473,0,0,301.692
0.0223051,-0.0004725,0,0,301.692
0.0223051,-0.000472,0,0,301.692
0.0223051,-0.0004715,0,0,301.692
0.0223051,-0.000471,0,0,301.692
0.0223018,-0.0004705,0,0,301.692
0.0223018,-0.00047,0,0,301.692
0.0223018,-0.0004695,0,0,301.692
0.0223018,-0.000469,0,0,301.692
0.0222999,-0.0004685,0,0,301.692
0.0222999,-0.000468,0,0,301.692
0.0222999,-0.0004675,0,0,301.692
0.0222999,-0.000467,0,0,301.692
0.0222995,-0.0004665,0,0,301.692
0.0222995,-0.000466,0,0,301.692
0.0222995,-0.0004655,0,0,301.692
0.0222995,-0.000465,0,0,301.692
0.0223013,-0.0004645,0,0,301.692
0.0223013,-0.000464,0,0,301.692
0.0223013,-0.0004635,0,0,301.692
0.0223013,-0.000463,0,0,301.692
0.022305,-0.0004625,0,0,301.692
0.022305,-0.000462,0,0,301.692
0.022305,-0.0004615,0,0,301.692
0.022305,-0.000461,0,0,301.692
