Time,"Cell Type","T3","alpha3","alpha3T3","pressure","vtkGhostType"
8.3545e-07,9,302.84,1,302.84,3.7939e+07,0
8.3545e-07,9,302.84,1,302.84,3.7925e+07,0
8.3545e-07,9,302.84,1,302.84,3.7901e+07,0
8.3545e-07,9,302.84,1,302.84,3.7866e+07,0
8.3545e-07,9,302.83,1,302.83,3.782e+07,0
8.3545e-07,9,302.83,1,302.83,3.7763e+07,0
8.3545e-07,9,302.82,1,302.82,3.7694e+07,0
8.3545e-07,9,302.82,1,302.82,3.7611e+07,0
8.3545e-07,9,302.81,1,302.81,3.751e+07,0
8.3545e-07,9,302.8,1,302.8,3.7389e+07,0
8.3545e-07,9,302.79,1,302.79,3.7243e+07,0
8.3545e-07,9,302.78,1,302.78,3.7073e+07,0
8.3545e-07,9,302.76,1,302.76,3.6878e+07,0
8.3545e-07,9,302.75,1,302.75,3.6661e+07,0
8.3545e-07,9,302.73,1,302.73,3.6425e+07,0
8.3545e-07,9,302.71,1,302.71,3.6179e+07,0
8.3545e-07,9,302.69,1,302.69,3.5931e+07,0
8.3545e-07,9,302.68,1,302.67,3.5686e+07,0
8.3545e-07,9,302.66,1,302.66,3.5442e+07,0
8.3545e-07,9,302.64,1,302.64,3.5204e+07,0
8.3545e-07,9,302.62,1,302.62,3.4973e+07,0
8.3545e-07,9,302.61,1,302.61,3.475e+07,0
8.3545e-07,9,302.59,1,302.59,3.4534e+07,0
8.3545e-07,9,302.58,1,302.58,3.4325e+07,0
8.3545e-07,9,302.56,1,302.56,3.412e+07,0
8.3545e-07,9,302.55,1,302.55,3.3919e+07,0
