Time,"Cell Type","T3","alpha3","alpha3T3","pressure","vtkGhostType"
8.1637e-07,9,302.21,1,302.21,2.9325e+07,0
8.1637e-07,9,302.21,1,302.2,2.932e+07,0
8.1637e-07,9,302.2,1,302.2,2.9312e+07,0
8.1637e-07,9,302.2,1,302.2,2.9301e+07,0
8.1637e-07,9,302.2,1,302.2,2.9285e+07,0
8.1637e-07,9,302.2,1,302.2,2.9262e+07,0
8.1637e-07,9,302.2,1,302.2,2.9231e+07,0
8.1637e-07,9,302.2,1,302.2,2.9193e+07,0
8.1637e-07,9,302.19,1,302.19,2.9148e+07,0
8.1637e-07,9,302.19,1,302.19,2.9098e+07,0
8.1637e-07,9,302.18,1,302.18,2.9044e+07,0
8.1637e-07,9,302.18,1,302.18,2.8987e+07,0
8.1637e-07,9,302.18,1,302.18,2.8927e+07,0
8.1637e-07,9,302.17,1,302.17,2.8863e+07,0
8.1637e-07,9,302.17,1,302.17,2.8793e+07,0
8.1637e-07,9,302.16,1,302.16,2.8714e+07,0
8.1637e-07,9,302.15,1,302.15,2.8629e+07,0
8.1637e-07,9,302.15,1,302.15,2.8536e+07,0
8.1637e-07,9,302.14,1,302.14,2.844e+07,0
8.1637e-07,9,302.13,1,302.13,2.834e+07,0
8.1637e-07,9,302.13,1,302.12,2.8238e+07,0
8.1637e-07,9,302.12,1,302.12,2.8133e+07,0
8.1637e-07,9,302.11,1,302.11,2.8027e+07,0
8.1637e-07,9,302.1,1,302.1,2.7923e+07,0
8.1637e-07,9,302.09,1,302.09,2.7823e+07,0
8.1637e-07,9,302.09,1,302.09,2.7727e+07,0
