Time,"Tm","pressure","Points:0","Points:1","Points:2"
7.3014e-07,302.43,3.2339e+07,0,0,0
7.3014e-07,302.43,3.234e+07,5e-07,0,0
7.3014e-07,302.43,3.2341e+07,1e-06,0,0
7.3014e-07,302.43,3.2342e+07,1.5e-06,0,0
7.3014e-07,302.43,3.2344e+07,2e-06,0,0
7.3014e-07,302.43,3.2345e+07,2.5e-06,0,0
7.3014e-07,302.43,3.2345e+07,3e-06,0,0
7.3014e-07,302.43,3.2346e+07,3.5e-06,0,0
7.3014e-07,302.43,3.2346e+07,4e-06,0,0
7.3014e-07,302.43,3.2345e+07,4.5e-06,0,0
7.3014e-07,302.43,3.2345e+07,5e-06,0,0
7.3014e-07,302.43,3.2347e+07,5.5e-06,0,0
7.3014e-07,302.43,3.2349e+07,6e-06,0,0
7.3014e-07,302.43,3.2354e+07,6.5e-06,0,0
7.3014e-07,302.43,3.2361e+07,7e-06,0,0
7.3014e-07,302.43,3.2369e+07,7.5e-06,0,0
7.3014e-07,302.43,3.2379e+07,8e-06,0,0
7.3014e-07,302.43,3.239e+07,8.5e-06,0,0
7.3014e-07,302.44,3.2403e+07,9e-06,0,0
7.3014e-07,302.44,3.2416e+07,9.5e-06,0,0
7.3014e-07,302.44,3.243e+07,1e-05,0,0
7.3014e-07,302.44,3.2445e+07,1.05e-05,0,0
7.3014e-07,302.44,3.2459e+07,1.1e-05,0,0
7.3014e-07,302.44,3.2474e+07,1.15e-05,0,0
7.3014e-07,302.44,3.2488e+07,1.2e-05,0,0
7.3014e-07,302.44,3.2503e+07,1.25e-05,0,0
7.3014e-07,302.44,3.2517e+07,1.3e-05,0,0
7.3014e-07,302.44,3.2533e+07,1.35e-05,0,0
7.3014e-07,302.45,3.2548e+07,1.4e-05,0,0
7.3014e-07,302.45,3.2564e+07,1.45e-05,0,0
7.3014e-07,302.45,3.258e+07,1.5e-05,0,0
7.3014e-07,302.45,3.2595e+07,1.55e-05,0,0
7.3014e-07,302.45,3.2611e+07,1.6e-05,0,0
7.3014e-07,302.45,3.2626e+07,1.65e-05,0,0
7.3014e-07,302.45,3.2642e+07,1.7e-05,0,0
7.3014e-07,302.45,3.2657e+07,1.75e-05,0,0
7.3014e-07,302.46,3.2673e+07,1.8e-05,0,0
7.3014e-07,302.46,3.269e+07,1.85e-05,0,0
7.3014e-07,302.46,3.2707e+07,1.9e-05,0,0
7.3014e-07,302.46,3.2725e+07,1.95e-05,0,0
7.3014e-07,302.46,3.2743e+07,2e-05,0,0
7.3014e-07,302.46,3.2761e+07,2.05e-05,0,0
7.3014e-07,302.46,3.2779e+07,2.1e-05,0,0
7.3014e-07,302.46,3.2796e+07,2.15e-05,0,0
7.3014e-07,302.47,3.2814e+07,2.2e-05,0,0
7.3014e-07,302.47,3.2832e+07,2.25e-05,0,0
7.3014e-07,302.47,3.2851e+07,2.3e-05,0,0
7.3014e-07,302.47,3.287e+07,2.35e-05,0,0
7.3014e-07,302.47,3.2891e+07,2.4e-05,0,0
7.3014e-07,302.47,3.2913e+07,2.45e-05,0,0
7.3014e-07,302.47,3.2936e+07,2.5e-05,0,0
7.3014e-07,302.48,3.2961e+07,2.55e-05,0,0
7.3014e-07,302.48,3.2986e+07,2.6e-05,0,0
7.3014e-07,302.48,3.3014e+07,2.65e-05,0,0
7.3014e-07,302.48,3.3042e+07,2.7e-05,0,0
7.3014e-07,302.48,3.307e+07,2.75e-05,0,0
7.3014e-07,302.49,3.3099e+07,2.8e-05,0,0
7.3014e-07,302.49,3.3129e+07,2.85e-05,0,0
7.3014e-07,302.49,3.3158e+07,2.9e-05,0,0
7.3014e-07,302.49,3.3188e+07,2.95e-05,0,0
7.3014e-07,302.5,3.3218e+07,3e-05,0,0
7.3014e-07,302.5,3.3246e+07,3.05e-05,0,0
7.3014e-07,302.5,3.3268e+07,3.1e-05,0,0
7.3014e-07,302.5,3.3301e+07,3.15e-05,0,0
7.3014e-07,302.5,3.3329e+07,3.2e-05,0,0
7.3014e-07,302.51,3.3357e+07,3.25e-05,0,0
7.3014e-07,302.51,3.3386e+07,3.3e-05,0,0
7.3014e-07,302.51,3.3417e+07,3.35e-05,0,0
7.3014e-07,302.51,3.3448e+07,3.4e-05,0,0
7.3014e-07,302.51,3.3481e+07,3.45e-05,0,0
7.3014e-07,302.52,3.3514e+07,3.5e-05,0,0
7.3014e-07,302.52,3.3547e+07,3.55e-05,0,0
7.3014e-07,302.52,3.3581e+07,3.6e-05,0,0
7.3014e-07,302.52,3.3613e+07,3.65e-05,0,0
7.3014e-07,302.53,3.3645e+07,3.7e-05,0,0
7.3014e-07,302.53,3.3676e+07,3.75e-05,0,0
7.3014e-07,302.53,3.3707e+07,3.8e-05,0,0
7.3014e-07,302.53,3.3737e+07,3.85e-05,0,0
7.3014e-07,302.54,3.3767e+07,3.9e-05,0,0
7.3014e-07,302.54,3.3797e+07,3.95e-05,0,0
7.3014e-07,302.54,3.3827e+07,4e-05,0,0
7.3014e-07,302.54,3.3859e+07,4.05e-05,0,0
7.3014e-07,302.54,3.389e+07,4.1e-05,0,0
7.3014e-07,302.55,3.3925e+07,4.15e-05,0,0
7.3014e-07,302.55,3.3959e+07,4.2e-05,0,0
7.3014e-07,302.55,3.3998e+07,4.25e-05,0,0
