Time,"Tm","pressure","Points:0","Points:1","Points:2"
1.0668e-06,302.23,2.7867e+07,0,0,0
1.0668e-06,302.23,2.7855e+07,5e-07,0,0
1.0668e-06,302.23,2.7818e+07,1e-06,0,0
1.0668e-06,302.23,2.7759e+07,1.5e-06,0,0
1.0668e-06,302.22,2.7677e+07,2e-06,0,0
1.0668e-06,302.22,2.758e+07,2.5e-06,0,0
1.0668e-06,302.21,2.7475e+07,3e-06,0,0
1.0668e-06,302.19,2.736e+07,3.5e-06,0,0
1.0668e-06,302.18,2.7234e+07,4e-06,0,0
1.0668e-06,302.17,2.7092e+07,4.5e-06,0,0
1.0668e-06,302.17,2.6927e+07,5e-06,0,0
1.0668e-06,302.16,2.6765e+07,5.5e-06,0,0
1.0668e-06,302.14,2.6625e+07,6e-06,0,0
1.0668e-06,302.12,2.6468e+07,6.5e-06,0,0
1.0668e-06,302.1,2.6283e+07,7e-06,0,0
1.0668e-06,302.09,2.6086e+07,7.5e-06,0,0
1.0668e-06,302.08,2.5881e+07,8e-06,0,0
1.0668e-06,302.06,2.567e+07,8.5e-06,0,0
1.0668e-06,302.05,2.5457e+07,9e-06,0,0
1.0668e-06,302.03,2.524e+07,9.5e-06,0,0
1.0668e-06,302.01,2.5021e+07,1e-05,0,0
1.0668e-06,301.99,2.4798e+07,1.05e-05,0,0
1.0668e-06,301.98,2.4573e+07,1.1e-05,0,0
1.0668e-06,301.96,2.4354e+07,1.15e-05,0,0
1.0668e-06,301.94,2.4139e+07,1.2e-05,0,0
1.0668e-06,301.92,2.3916e+07,1.25e-05,0,0
1.0668e-06,301.9,2.3683e+07,1.3e-05,0,0
1.0668e-06,301.88,2.3447e+07,1.35e-05,0,0
1.0668e-06,301.86,2.3212e+07,1.4e-05,0,0
1.0668e-06,301.84,2.2978e+07,1.45e-05,0,0
1.0668e-06,301.82,2.2726e+07,1.5e-05,0,0
1.0668e-06,301.81,2.2554e+07,1.55e-05,0,0
1.0668e-06,301.78,2.2238e+07,1.6e-05,0,0
1.0668e-06,301.76,2.2e+07,1.65e-05,0,0
1.0668e-06,301.74,2.1771e+07,1.7e-05,0,0
1.0668e-06,301.73,2.1543e+07,1.75e-05,0,0
1.0668e-06,301.71,2.1326e+07,1.8e-05,0,0
1.0668e-06,301.69,2.111e+07,1.85e-05,0,0
1.0668e-06,301.68,2.0907e+07,1.9e-05,0,0
1.0668e-06,301.66,2.0705e+07,1.95e-05,0,0
1.0668e-06,301.65,2.0521e+07,2e-05,0,0
1.0668e-06,301.63,2.0339e+07,2.05e-05,0,0
1.0668e-06,301.62,2.0179e+07,2.1e-05,0,0
1.0668e-06,301.61,2.0021e+07,2.15e-05,0,0
1.0668e-06,301.6,1.9885e+07,2.2e-05,0,0
1.0668e-06,301.59,1.9751e+07,2.25e-05,0,0
1.0668e-06,301.58,1.9635e+07,2.3e-05,0,0
1.0668e-06,301.57,1.9521e+07,2.35e-05,0,0
1.0668e-06,301.56,1.942e+07,2.4e-05,0,0
1.0668e-06,301.56,1.9322e+07,2.45e-05,0,0
1.0668e-06,301.55,1.9233e+07,2.5e-05,0,0
1.0668e-06,301.54,1.9145e+07,2.55e-05,0,0
1.0668e-06,301.53,1.9064e+07,2.6e-05,0,0
1.0668e-06,301.53,1.8984e+07,2.65e-05,0,0
1.0668e-06,301.52,1.8907e+07,2.7e-05,0,0
1.0668e-06,301.51,1.883e+07,2.75e-05,0,0
1.0668e-06,301.51,1.8751e+07,2.8e-05,0,0
1.0668e-06,301.5,1.867e+07,2.85e-05,0,0
1.0668e-06,301.49,1.8587e+07,2.9e-05,0,0
1.0668e-06,301.48,1.8503e+07,2.95e-05,0,0
1.0668e-06,301.48,1.8417e+07,3e-05,0,0
1.0668e-06,301.47,1.8329e+07,3.05e-05,0,0
1.0668e-06,301.46,1.824e+07,3.1e-05,0,0
1.0668e-06,301.45,1.8148e+07,3.15e-05,0,0
1.0668e-06,301.44,1.8053e+07,3.2e-05,0,0
1.0668e-06,301.44,1.7958e+07,3.25e-05,0,0
1.0668e-06,301.43,1.7862e+07,3.3e-05,0,0
1.0668e-06,301.42,1.7771e+07,3.35e-05,0,0
1.0668e-06,301.41,1.7683e+07,3.4e-05,0,0
1.0668e-06,301.41,1.7603e+07,3.45e-05,0,0
1.0668e-06,301.4,1.7528e+07,3.5e-05,0,0
1.0668e-06,301.39,1.7459e+07,3.55e-05,0,0
1.0668e-06,301.39,1.7394e+07,3.6e-05,0,0
1.0668e-06,301.38,1.7337e+07,3.65e-05,0,0
1.0668e-06,301.38,1.7282e+07,3.7e-05,0,0
1.0668e-06,301.37,1.7236e+07,3.75e-05,0,0
1.0668e-06,301.37,1.7193e+07,3.8e-05,0,0
1.0668e-06,301.37,1.7159e+07,3.85e-05,0,0
1.0668e-06,301.36,1.7126e+07,3.9e-05,0,0
1.0668e-06,301.36,1.7101e+07,3.95e-05,0,0
1.0668e-06,301.36,1.7077e+07,4e-05,0,0
1.0668e-06,301.36,1.7058e+07,4.05e-05,0,0
1.0668e-06,301.36,1.7039e+07,4.1e-05,0,0
1.0668e-06,301.35,1.7021e+07,4.15e-05,0,0
1.0668e-06,301.35,1.7003e+07,4.2e-05,0,0
1.0668e-06,301.35,1.6986e+07,4.25e-05,0,0
1.0668e-06,301.35,1.697e+07,4.3e-05,0,0
1.0668e-06,301.35,1.6957e+07,4.35e-05,0,0
1.0668e-06,301.34,1.6944e+07,4.4e-05,0,0
1.0668e-06,301.34,1.6937e+07,4.45e-05,0,0
1.0668e-06,301.34,1.6931e+07,4.5e-05,0,0
1.0668e-06,301.34,1.693e+07,4.55e-05,0,0
1.0668e-06,301.34,1.693e+07,4.6e-05,0,0
1.0668e-06,301.34,1.6932e+07,4.65e-05,0,0
1.0668e-06,301.34,1.6935e+07,4.7e-05,0,0
1.0668e-06,301.34,1.6939e+07,4.75e-05,0,0
1.0668e-06,301.34,1.6945e+07,4.8e-05,0,0
1.0668e-06,301.34,1.6953e+07,4.85e-05,0,0
1.0668e-06,301.34,1.6963e+07,4.9e-05,0,0
1.0668e-06,301.34,1.698e+07,4.95e-05,0,0
1.0668e-06,301.35,1.7003e+07,5e-05,0,0
1.0668e-06,301.35,1.7036e+07,5.05e-05,0,0
1.0668e-06,301.35,1.7081e+07,5.1e-05,0,0
1.0668e-06,301.36,1.7142e+07,5.15e-05,0,0
1.0668e-06,301.36,1.7215e+07,5.2e-05,0,0
1.0668e-06,301.37,1.7304e+07,5.25e-05,0,0
1.0668e-06,301.38,1.7399e+07,5.3e-05,0,0
1.0668e-06,301.38,1.7499e+07,5.35e-05,0,0
1.0668e-06,301.39,1.7594e+07,5.4e-05,0,0
1.0668e-06,301.4,1.7685e+07,5.45e-05,0,0
1.0668e-06,301.4,1.7765e+07,5.5e-05,0,0
1.0668e-06,301.41,1.7838e+07,5.55e-05,0,0
1.0668e-06,301.41,1.7898e+07,5.6e-05,0,0
1.0668e-06,301.41,1.7952e+07,5.65e-05,0,0
1.0668e-06,301.42,1.7999e+07,5.7e-05,0,0
1.0668e-06,301.42,1.8042e+07,5.75e-05,0,0
1.0668e-06,301.42,1.8083e+07,5.8e-05,0,0
1.0668e-06,301.42,1.8123e+07,5.85e-05,0,0
1.0668e-06,301.43,1.8162e+07,5.9e-05,0,0
1.0668e-06,301.43,1.82e+07,5.95e-05,0,0
1.0668e-06,301.43,1.8233e+07,6e-05,0,0
1.0668e-06,301.43,1.8265e+07,6.05e-05,0,0
1.0668e-06,301.44,1.8292e+07,6.1e-05,0,0
1.0668e-06,301.44,1.8319e+07,6.15e-05,0,0
1.0668e-06,301.44,1.8333e+07,6.2e-05,0,0
1.0668e-06,301.45,1.8355e+07,6.25e-05,0,0
1.0668e-06,301.45,1.8372e+07,6.3e-05,0,0
1.0668e-06,301.45,1.8389e+07,6.35e-05,0,0
1.0668e-06,301.46,1.8407e+07,6.4e-05,0,0
1.0668e-06,301.46,1.8425e+07,6.45e-05,0,0
1.0668e-06,301.46,1.8451e+07,6.5e-05,0,0
1.0668e-06,301.46,1.8478e+07,6.55e-05,0,0
1.0668e-06,301.46,1.8504e+07,6.6e-05,0,0
1.0668e-06,301.47,1.8535e+07,6.65e-05,0,0
1.0668e-06,301.47,1.8589e+07,6.7e-05,0,0
1.0668e-06,301.48,1.8642e+07,6.75e-05,0,0
1.0668e-06,301.48,1.8696e+07,6.8e-05,0,0
1.0668e-06,301.49,1.8757e+07,6.85e-05,0,0
1.0668e-06,301.5,1.884e+07,6.9e-05,0,0
1.0668e-06,301.5,1.8923e+07,6.95e-05,0,0
1.0668e-06,301.51,1.9006e+07,7e-05,0,0
1.0668e-06,301.52,1.9091e+07,7.05e-05,0,0
1.0668e-06,301.52,1.918e+07,7.1e-05,0,0
1.0668e-06,301.53,1.9268e+07,7.15e-05,0,0
1.0668e-06,301.53,1.9357e+07,7.2e-05,0,0
1.0668e-06,301.54,1.9435e+07,7.25e-05,0,0
1.0668e-06,301.54,1.9502e+07,7.3e-05,0,0
1.0668e-06,301.55,1.9569e+07,7.35e-05,0,0
1.0668e-06,301.55,1.9637e+07,7.4e-05,0,0
1.0668e-06,301.55,1.9685e+07,7.45e-05,0,0
1.0668e-06,301.55,1.972e+07,7.5e-05,0,0
1.0668e-06,301.55,1.9754e+07,7.55e-05,0,0
1.0668e-06,301.56,1.9789e+07,7.6e-05,0,0
1.0668e-06,301.56,1.9806e+07,7.65e-05,0,0
1.0668e-06,301.56,1.9814e+07,7.7e-05,0,0
1.0668e-06,301.56,1.9822e+07,7.75e-05,0,0
1.0668e-06,301.56,1.9831e+07,7.8e-05,0,0
1.0668e-06,301.56,1.9834e+07,7.85e-05,0,0
