Time,"Tm","pressure","Points:0","Points:1","Points:2"
8.4529e-07,303.14,4.2112e+07,0,0,0
8.4529e-07,303.14,4.2111e+07,5e-07,0,0
8.4529e-07,303.14,4.211e+07,1e-06,0,0
8.4529e-07,303.14,4.2107e+07,1.5e-06,0,0
8.4529e-07,303.14,4.2104e+07,2e-06,0,0
8.4529e-07,303.14,4.2101e+07,2.5e-06,0,0
8.4529e-07,303.14,4.2097e+07,3e-06,0,0
8.4529e-07,303.14,4.2092e+07,3.5e-06,0,0
8.4529e-07,303.14,4.2087e+07,4e-06,0,0
8.4529e-07,303.14,4.208e+07,4.5e-06,0,0
8.4529e-07,303.14,4.2073e+07,5e-06,0,0
8.4529e-07,303.14,4.2065e+07,5.5e-06,0,0
8.4529e-07,303.14,4.2056e+07,6e-06,0,0
8.4529e-07,303.14,4.2045e+07,6.5e-06,0,0
8.4529e-07,303.14,4.2033e+07,7e-06,0,0
8.4529e-07,303.13,4.202e+07,7.5e-06,0,0
8.4529e-07,303.13,4.2006e+07,8e-06,0,0
8.4529e-07,303.13,4.199e+07,8.5e-06,0,0
8.4529e-07,303.13,4.1973e+07,9e-06,0,0
8.4529e-07,303.13,4.1956e+07,9.5e-06,0,0
8.4529e-07,303.13,4.1937e+07,1e-05,0,0
8.4529e-07,303.13,4.1916e+07,1.05e-05,0,0
8.4529e-07,303.13,4.1895e+07,1.1e-05,0,0
8.4529e-07,303.12,4.1872e+07,1.15e-05,0,0
8.4529e-07,303.12,4.1848e+07,1.2e-05,0,0
8.4529e-07,303.12,4.1823e+07,1.25e-05,0,0
8.4529e-07,303.12,4.1797e+07,1.3e-05,0,0
8.4529e-07,303.12,4.177e+07,1.35e-05,0,0
8.4529e-07,303.11,4.1741e+07,1.4e-05,0,0
8.4529e-07,303.11,4.1712e+07,1.45e-05,0,0
8.4529e-07,303.11,4.1682e+07,1.5e-05,0,0
8.4529e-07,303.11,4.165e+07,1.55e-05,0,0
8.4529e-07,303.11,4.1618e+07,1.6e-05,0,0
8.4529e-07,303.1,4.1585e+07,1.65e-05,0,0
8.4529e-07,303.1,4.1551e+07,1.7e-05,0,0
8.4529e-07,303.1,4.1516e+07,1.75e-05,0,0
8.4529e-07,303.1,4.1481e+07,1.8e-05,0,0
8.4529e-07,303.09,4.1445e+07,1.85e-05,0,0
8.4529e-07,303.09,4.1409e+07,1.9e-05,0,0
8.4529e-07,303.09,4.1372e+07,1.95e-05,0,0
8.4529e-07,303.09,4.1334e+07,2e-05,0,0
8.4529e-07,303.08,4.1297e+07,2.05e-05,0,0
8.4529e-07,303.08,4.1259e+07,2.1e-05,0,0
8.4529e-07,303.08,4.1221e+07,2.15e-05,0,0
8.4529e-07,303.07,4.1182e+07,2.2e-05,0,0
8.4529e-07,303.07,4.1144e+07,2.25e-05,0,0
8.4529e-07,303.07,4.1105e+07,2.3e-05,0,0
8.4529e-07,303.07,4.1066e+07,2.35e-05,0,0
8.4529e-07,303.06,4.1027e+07,2.4e-05,0,0
8.4529e-07,303.06,4.0988e+07,2.45e-05,0,0
8.4529e-07,303.06,4.0949e+07,2.5e-05,0,0
8.4529e-07,303.05,4.091e+07,2.55e-05,0,0
8.4529e-07,303.05,4.0871e+07,2.6e-05,0,0
8.4529e-07,303.05,4.0832e+07,2.65e-05,0,0
8.4529e-07,303.05,4.0793e+07,2.7e-05,0,0
8.4529e-07,303.04,4.0754e+07,2.75e-05,0,0
8.4529e-07,303.04,4.0715e+07,2.8e-05,0,0
8.4529e-07,303.04,4.0675e+07,2.85e-05,0,0
8.4529e-07,303.04,4.0636e+07,2.9e-05,0,0
8.4529e-07,303.03,4.0596e+07,2.95e-05,0,0
8.4529e-07,303.03,4.0556e+07,3e-05,0,0
8.4529e-07,303.03,4.0515e+07,3.05e-05,0,0
8.4529e-07,303.02,4.0474e+07,3.1e-05,0,0
8.4529e-07,303.02,4.0433e+07,3.15e-05,0,0
8.4529e-07,303.02,4.0391e+07,3.2e-05,0,0
8.4529e-07,303.01,4.0349e+07,3.25e-05,0,0
8.4529e-07,303.01,4.0306e+07,3.3e-05,0,0
8.4529e-07,303.01,4.0262e+07,3.35e-05,0,0
8.4529e-07,303.01,4.0218e+07,3.4e-05,0,0
8.4529e-07,303,4.0173e+07,3.45e-05,0,0
8.4529e-07,303,4.0128e+07,3.5e-05,0,0
8.4529e-07,303,4.0082e+07,3.55e-05,0,0
8.4529e-07,302.99,4.0036e+07,3.6e-05,0,0
8.4529e-07,302.99,3.9989e+07,3.65e-05,0,0
8.4529e-07,302.99,3.9942e+07,3.7e-05,0,0
8.4529e-07,302.98,3.9893e+07,3.75e-05,0,0
8.4529e-07,302.98,3.9845e+07,3.8e-05,0,0
8.4529e-07,302.97,3.9796e+07,3.85e-05,0,0
8.4529e-07,302.97,3.9747e+07,3.9e-05,0,0
8.4529e-07,302.97,3.9697e+07,3.95e-05,0,0
8.4529e-07,302.96,3.9648e+07,4e-05,0,0
8.4529e-07,302.96,3.9597e+07,4.05e-05,0,0
8.4529e-07,302.96,3.9547e+07,4.1e-05,0,0
8.4529e-07,302.95,3.9496e+07,4.15e-05,0,0
8.4529e-07,302.95,3.9445e+07,4.2e-05,0,0
8.4529e-07,302.95,3.9393e+07,4.25e-05,0,0
8.4529e-07,302.94,3.9341e+07,4.3e-05,0,0
8.4529e-07,302.94,3.9288e+07,4.35e-05,0,0
8.4529e-07,302.93,3.9235e+07,4.4e-05,0,0
8.4529e-07,302.93,3.9181e+07,4.45e-05,0,0
8.4529e-07,302.93,3.9126e+07,4.5e-05,0,0
8.4529e-07,302.92,3.907e+07,4.55e-05,0,0
8.4529e-07,302.92,3.9013e+07,4.6e-05,0,0
8.4529e-07,302.91,3.8955e+07,4.65e-05,0,0
8.4529e-07,302.91,3.8896e+07,4.7e-05,0,0
8.4529e-07,302.9,3.8835e+07,4.75e-05,0,0
8.4529e-07,302.9,3.8773e+07,4.8e-05,0,0
8.4529e-07,302.89,3.8708e+07,4.85e-05,0,0
8.4529e-07,302.89,3.8642e+07,4.9e-05,0,0
8.4529e-07,302.88,3.8573e+07,4.95e-05,0,0
8.4529e-07,302.88,3.8502e+07,5e-05,0,0
8.4529e-07,302.87,3.8428e+07,5.05e-05,0,0
8.4529e-07,302.87,3.8352e+07,5.1e-05,0,0
8.4529e-07,302.86,3.8272e+07,5.15e-05,0,0
8.4529e-07,302.86,3.8191e+07,5.2e-05,0,0
8.4529e-07,302.85,3.8106e+07,5.25e-05,0,0
8.4529e-07,302.84,3.8019e+07,5.3e-05,0,0
8.4529e-07,302.84,3.7929e+07,5.35e-05,0,0
8.4529e-07,302.83,3.7836e+07,5.4e-05,0,0
8.4529e-07,302.82,3.774e+07,5.45e-05,0,0
8.4529e-07,302.81,3.7642e+07,5.5e-05,0,0
8.4529e-07,302.81,3.7541e+07,5.55e-05,0,0
8.4529e-07,302.8,3.7437e+07,5.6e-05,0,0
8.4529e-07,302.79,3.7332e+07,5.65e-05,0,0
8.4529e-07,302.78,3.7226e+07,5.7e-05,0,0
8.4529e-07,302.78,3.712e+07,5.75e-05,0,0
8.4529e-07,302.77,3.7015e+07,5.8e-05,0,0
8.4529e-07,302.76,3.691e+07,5.85e-05,0,0
8.4529e-07,302.75,3.6807e+07,5.9e-05,0,0
8.4529e-07,302.75,3.6705e+07,5.95e-05,0,0
8.4529e-07,302.74,3.6607e+07,6e-05,0,0
8.4529e-07,302.73,3.6509e+07,6.05e-05,0,0
8.4529e-07,302.73,3.6415e+07,6.1e-05,0,0
8.4529e-07,302.72,3.6321e+07,6.15e-05,0,0
8.4529e-07,302.72,3.6272e+07,6.2e-05,0,0
8.4529e-07,302.7,3.6153e+07,6.25e-05,0,0
8.4529e-07,302.7,3.6069e+07,6.3e-05,0,0
8.4529e-07,302.69,3.5986e+07,6.35e-05,0,0
8.4529e-07,302.68,3.5902e+07,6.4e-05,0,0
8.4529e-07,302.68,3.5819e+07,6.45e-05,0,0
8.4529e-07,302.67,3.574e+07,6.5e-05,0,0
8.4529e-07,302.67,3.5661e+07,6.55e-05,0,0
8.4529e-07,302.66,3.5582e+07,6.6e-05,0,0
8.4529e-07,302.66,3.5504e+07,6.65e-05,0,0
8.4529e-07,302.65,3.5428e+07,6.7e-05,0,0
8.4529e-07,302.64,3.5353e+07,6.75e-05,0,0
8.4529e-07,302.64,3.5277e+07,6.8e-05,0,0
8.4529e-07,302.63,3.5202e+07,6.85e-05,0,0
8.4529e-07,302.63,3.5129e+07,6.9e-05,0,0
8.4529e-07,302.62,3.5055e+07,6.95e-05,0,0
8.4529e-07,302.62,3.4982e+07,7e-05,0,0
8.4529e-07,302.61,3.491e+07,7.05e-05,0,0
8.4529e-07,302.61,3.4839e+07,7.1e-05,0,0
8.4529e-07,302.6,3.4768e+07,7.15e-05,0,0
8.4529e-07,302.6,3.4697e+07,7.2e-05,0,0
8.4529e-07,302.59,3.4627e+07,7.25e-05,0,0
8.4529e-07,302.59,3.4558e+07,7.3e-05,0,0
8.4529e-07,302.58,3.4489e+07,7.35e-05,0,0
8.4529e-07,302.58,3.442e+07,7.4e-05,0,0
8.4529e-07,302.57,3.4353e+07,7.45e-05,0,0
8.4529e-07,302.57,3.4287e+07,7.5e-05,0,0
8.4529e-07,302.56,3.4222e+07,7.55e-05,0,0
8.4529e-07,302.56,3.4156e+07,7.6e-05,0,0
8.4529e-07,302.55,3.4091e+07,7.65e-05,0,0
8.4529e-07,302.55,3.4027e+07,7.7e-05,0,0
8.4529e-07,302.54,3.3964e+07,7.75e-05,0,0
8.4529e-07,302.54,3.39e+07,7.8e-05,0,0
8.4529e-07,302.54,3.3837e+07,7.85e-05,0,0
8.4529e-07,302.53,3.3774e+07,7.9e-05,0,0
8.4529e-07,302.53,3.371e+07,7.95e-05,0,0
8.4529e-07,302.52,3.3647e+07,8e-05,0,0
8.4529e-07,302.52,3.3585e+07,8.05e-05,0,0
8.4529e-07,302.51,3.3522e+07,8.1e-05,0,0
8.4529e-07,302.51,3.346e+07,8.15e-05,0,0
8.4529e-07,302.5,3.3398e+07,8.2e-05,0,0
8.4529e-07,302.5,3.3336e+07,8.25e-05,0,0
8.4529e-07,302.49,3.3275e+07,8.3e-05,0,0
8.4529e-07,302.49,3.3213e+07,8.35e-05,0,0
8.4529e-07,302.49,3.3152e+07,8.4e-05,0,0
8.4529e-07,302.48,3.3091e+07,8.45e-05,0,0
8.4529e-07,302.48,3.3031e+07,8.5e-05,0,0
8.4529e-07,302.47,3.297e+07,8.55e-05,0,0
8.4529e-07,302.47,3.291e+07,8.6e-05,0,0
8.4529e-07,302.46,3.285e+07,8.65e-05,0,0
8.4529e-07,302.46,3.2791e+07,8.7e-05,0,0
8.4529e-07,302.45,3.2731e+07,8.75e-05,0,0
8.4529e-07,302.45,3.2671e+07,8.8e-05,0,0
8.4529e-07,302.45,3.2612e+07,8.85e-05,0,0
8.4529e-07,302.44,3.2553e+07,8.9e-05,0,0
8.4529e-07,302.44,3.2494e+07,8.95e-05,0,0
8.4529e-07,302.43,3.2435e+07,9e-05,0,0
8.4529e-07,302.43,3.2377e+07,9.05e-05,0,0
8.4529e-07,302.42,3.2318e+07,9.1e-05,0,0
8.4529e-07,302.42,3.2259e+07,9.15e-05,0,0
8.4529e-07,302.42,3.2201e+07,9.2e-05,0,0
8.4529e-07,302.41,3.2143e+07,9.25e-05,0,0
8.4529e-07,302.41,3.2084e+07,9.3e-05,0,0
8.4529e-07,302.4,3.2026e+07,9.35e-05,0,0
8.4529e-07,302.4,3.1967e+07,9.4e-05,0,0
8.4529e-07,302.39,3.1909e+07,9.45e-05,0,0
8.4529e-07,302.39,3.185e+07,9.5e-05,0,0
8.4529e-07,302.39,3.1791e+07,9.55e-05,0,0
8.4529e-07,302.38,3.1732e+07,9.6e-05,0,0
8.4529e-07,302.38,3.1673e+07,9.65e-05,0,0
8.4529e-07,302.37,3.1614e+07,9.7e-05,0,0
8.4529e-07,302.37,3.1555e+07,9.75e-05,0,0
8.4529e-07,302.36,3.1495e+07,9.8e-05,0,0
8.4529e-07,302.36,3.1435e+07,9.85e-05,0,0
8.4529e-07,302.35,3.1375e+07,9.9e-05,0,0
8.4529e-07,302.35,3.1315e+07,9.95e-05,0,0
8.4529e-07,302.35,3.1255e+07,0.0001,0,0
8.4529e-07,302.34,3.1194e+07,0.0001005,0,0
