Time,"Tm","pressure","Points:0","Points:1","Points:2"
7.3479e-07,302.39,3.1627e+07,0,0,0
7.3479e-07,302.39,3.1629e+07,5e-07,0,0
7.3479e-07,302.39,3.1634e+07,1e-06,0,0
7.3479e-07,302.39,3.1644e+07,1.5e-06,0,0
7.3479e-07,302.4,3.1657e+07,2e-06,0,0
7.3479e-07,302.4,3.1673e+07,2.5e-06,0,0
7.3479e-07,302.4,3.1691e+07,3e-06,0,0
7.3479e-07,302.4,3.171e+07,3.5e-06,0,0
7.3479e-07,302.4,3.1731e+07,4e-06,0,0
7.3479e-07,302.4,3.1753e+07,4.5e-06,0,0
7.3479e-07,302.4,3.1777e+07,5e-06,0,0
7.3479e-07,302.41,3.1801e+07,5.5e-06,0,0
7.3479e-07,302.41,3.1825e+07,6e-06,0,0
7.3479e-07,302.41,3.1849e+07,6.5e-06,0,0
7.3479e-07,302.41,3.1874e+07,7e-06,0,0
7.3479e-07,302.41,3.19e+07,7.5e-06,0,0
7.3479e-07,302.41,3.1927e+07,8e-06,0,0
7.3479e-07,302.41,3.1954e+07,8.5e-06,0,0
7.3479e-07,302.42,3.1983e+07,9e-06,0,0
7.3479e-07,302.42,3.2014e+07,9.5e-06,0,0
7.3479e-07,302.42,3.2044e+07,1e-05,0,0
7.3479e-07,302.42,3.2076e+07,1.05e-05,0,0
7.3479e-07,302.42,3.2108e+07,1.1e-05,0,0
7.3479e-07,302.43,3.214e+07,1.15e-05,0,0
7.3479e-07,302.43,3.2173e+07,1.2e-05,0,0
7.3479e-07,302.43,3.2207e+07,1.25e-05,0,0
7.3479e-07,302.43,3.2241e+07,1.3e-05,0,0
7.3479e-07,302.43,3.2277e+07,1.35e-05,0,0
7.3479e-07,302.44,3.2312e+07,1.4e-05,0,0
7.3479e-07,302.44,3.2347e+07,1.45e-05,0,0
7.3479e-07,302.44,3.2381e+07,1.5e-05,0,0
7.3479e-07,302.44,3.2402e+07,1.55e-05,0,0
7.3479e-07,302.45,3.242e+07,1.6e-05,0,0
7.3479e-07,302.45,3.2458e+07,1.65e-05,0,0
7.3479e-07,302.45,3.2496e+07,1.7e-05,0,0
7.3479e-07,302.45,3.2535e+07,1.75e-05,0,0
7.3479e-07,302.46,3.2573e+07,1.8e-05,0,0
7.3479e-07,302.46,3.261e+07,1.85e-05,0,0
7.3479e-07,302.46,3.2647e+07,1.9e-05,0,0
7.3479e-07,302.46,3.2685e+07,1.95e-05,0,0
7.3479e-07,302.47,3.2722e+07,2e-05,0,0
7.3479e-07,302.47,3.2758e+07,2.05e-05,0,0
7.3479e-07,302.47,3.2795e+07,2.1e-05,0,0
7.3479e-07,302.47,3.2832e+07,2.15e-05,0,0
7.3479e-07,302.47,3.2868e+07,2.2e-05,0,0
7.3479e-07,302.48,3.2903e+07,2.25e-05,0,0
7.3479e-07,302.48,3.2938e+07,2.3e-05,0,0
7.3479e-07,302.48,3.2973e+07,2.35e-05,0,0
7.3479e-07,302.48,3.3006e+07,2.4e-05,0,0
7.3479e-07,302.48,3.3039e+07,2.45e-05,0,0
7.3479e-07,302.49,3.307e+07,2.5e-05,0,0
7.3479e-07,302.49,3.3101e+07,2.55e-05,0,0
7.3479e-07,302.49,3.3131e+07,2.6e-05,0,0
7.3479e-07,302.49,3.316e+07,2.65e-05,0,0
7.3479e-07,302.49,3.3188e+07,2.7e-05,0,0
7.3479e-07,302.5,3.3216e+07,2.75e-05,0,0
7.3479e-07,302.5,3.3244e+07,2.8e-05,0,0
7.3479e-07,302.5,3.3271e+07,2.85e-05,0,0
7.3479e-07,302.5,3.3299e+07,2.9e-05,0,0
7.3479e-07,302.5,3.3326e+07,2.95e-05,0,0
7.3479e-07,302.51,3.3354e+07,3e-05,0,0
7.3479e-07,302.51,3.3376e+07,3.05e-05,0,0
7.3479e-07,302.51,3.339e+07,3.1e-05,0,0
7.3479e-07,302.51,3.3461e+07,3.15e-05,0,0
7.3479e-07,302.51,3.3475e+07,3.2e-05,0,0
7.3479e-07,302.52,3.3498e+07,3.25e-05,0,0
7.3479e-07,302.52,3.3528e+07,3.3e-05,0,0
7.3479e-07,302.52,3.3558e+07,3.35e-05,0,0
7.3479e-07,302.52,3.3588e+07,3.4e-05,0,0
7.3479e-07,302.52,3.3618e+07,3.45e-05,0,0
7.3479e-07,302.53,3.3648e+07,3.5e-05,0,0
7.3479e-07,302.53,3.3678e+07,3.55e-05,0,0
7.3479e-07,302.53,3.3708e+07,3.6e-05,0,0
7.3479e-07,302.53,3.3738e+07,3.65e-05,0,0
7.3479e-07,302.54,3.3767e+07,3.7e-05,0,0
7.3479e-07,302.54,3.3797e+07,3.75e-05,0,0
7.3479e-07,302.54,3.3827e+07,3.8e-05,0,0
7.3479e-07,302.54,3.3856e+07,3.85e-05,0,0
7.3479e-07,302.54,3.3886e+07,3.9e-05,0,0
7.3479e-07,302.55,3.3916e+07,3.95e-05,0,0
7.3479e-07,302.55,3.3945e+07,4e-05,0,0
7.3479e-07,302.55,3.3976e+07,4.05e-05,0,0
7.3479e-07,302.55,3.4007e+07,4.1e-05,0,0
7.3479e-07,302.56,3.4038e+07,4.15e-05,0,0
7.3479e-07,302.56,3.407e+07,4.2e-05,0,0
7.3479e-07,302.56,3.4103e+07,4.25e-05,0,0
7.3479e-07,302.56,3.4136e+07,4.3e-05,0,0
7.3479e-07,302.57,3.417e+07,4.35e-05,0,0
7.3479e-07,302.57,3.4204e+07,4.4e-05,0,0
7.3479e-07,302.57,3.4239e+07,4.45e-05,0,0
7.3479e-07,302.57,3.4273e+07,4.5e-05,0,0
7.3479e-07,302.58,3.4307e+07,4.55e-05,0,0
7.3479e-07,302.58,3.4341e+07,4.6e-05,0,0
7.3479e-07,302.58,3.4375e+07,4.65e-05,0,0
7.3479e-07,302.58,3.4409e+07,4.7e-05,0,0
7.3479e-07,302.59,3.4442e+07,4.75e-05,0,0
7.3479e-07,302.59,3.4476e+07,4.8e-05,0,0
7.3479e-07,302.59,3.4509e+07,4.85e-05,0,0
7.3479e-07,302.59,3.4543e+07,4.9e-05,0,0
7.3479e-07,302.6,3.4577e+07,4.95e-05,0,0
7.3479e-07,302.6,3.4611e+07,5e-05,0,0
7.3479e-07,302.6,3.4646e+07,5.05e-05,0,0
7.3479e-07,302.6,3.4682e+07,5.1e-05,0,0
7.3479e-07,302.61,3.472e+07,5.15e-05,0,0
7.3479e-07,302.61,3.4758e+07,5.2e-05,0,0
7.3479e-07,302.61,3.4797e+07,5.25e-05,0,0
7.3479e-07,302.61,3.4835e+07,5.3e-05,0,0
7.3479e-07,302.62,3.4872e+07,5.35e-05,0,0
7.3479e-07,302.62,3.4909e+07,5.4e-05,0,0
7.3479e-07,302.62,3.4945e+07,5.45e-05,0,0
7.3479e-07,302.62,3.4979e+07,5.5e-05,0,0
7.3479e-07,302.63,3.5014e+07,5.55e-05,0,0
7.3479e-07,302.63,3.5047e+07,5.6e-05,0,0
7.3479e-07,302.63,3.508e+07,5.65e-05,0,0
7.3479e-07,302.63,3.5113e+07,5.7e-05,0,0
7.3479e-07,302.64,3.5145e+07,5.75e-05,0,0
7.3479e-07,302.64,3.5178e+07,5.8e-05,0,0
7.3479e-07,302.64,3.521e+07,5.85e-05,0,0
7.3479e-07,302.64,3.5243e+07,5.9e-05,0,0
7.3479e-07,302.65,3.5276e+07,5.95e-05,0,0
7.3479e-07,302.65,3.531e+07,6e-05,0,0
7.3479e-07,302.65,3.5344e+07,6.05e-05,0,0
7.3479e-07,302.65,3.538e+07,6.1e-05,0,0
7.3479e-07,302.66,3.5416e+07,6.15e-05,0,0
7.3479e-07,302.66,3.5435e+07,6.2e-05,0,0
7.3479e-07,302.66,3.5487e+07,6.25e-05,0,0
7.3479e-07,302.67,3.5523e+07,6.3e-05,0,0
7.3479e-07,302.67,3.5558e+07,6.35e-05,0,0
7.3479e-07,302.67,3.5593e+07,6.4e-05,0,0
7.3479e-07,302.67,3.5628e+07,6.45e-05,0,0
7.3479e-07,302.68,3.5663e+07,6.5e-05,0,0
7.3479e-07,302.68,3.5698e+07,6.55e-05,0,0
7.3479e-07,302.68,3.5732e+07,6.6e-05,0,0
7.3479e-07,302.68,3.5767e+07,6.65e-05,0,0
7.3479e-07,302.69,3.5802e+07,6.7e-05,0,0
7.3479e-07,302.69,3.5837e+07,6.75e-05,0,0
7.3479e-07,302.69,3.5872e+07,6.8e-05,0,0
7.3479e-07,302.69,3.5908e+07,6.85e-05,0,0
7.3479e-07,302.7,3.5943e+07,6.9e-05,0,0
7.3479e-07,302.7,3.5979e+07,6.95e-05,0,0
7.3479e-07,302.7,3.6015e+07,7e-05,0,0
7.3479e-07,302.7,3.605e+07,7.05e-05,0,0
7.3479e-07,302.71,3.6086e+07,7.1e-05,0,0
7.3479e-07,302.71,3.6121e+07,7.15e-05,0,0
7.3479e-07,302.71,3.6157e+07,7.2e-05,0,0
7.3479e-07,302.71,3.6192e+07,7.25e-05,0,0
7.3479e-07,302.72,3.6226e+07,7.3e-05,0,0
7.3479e-07,302.72,3.6261e+07,7.35e-05,0,0
7.3479e-07,302.72,3.6295e+07,7.4e-05,0,0
7.3479e-07,302.73,3.6329e+07,7.45e-05,0,0
7.3479e-07,302.73,3.6363e+07,7.5e-05,0,0
7.3479e-07,302.73,3.6396e+07,7.55e-05,0,0
7.3479e-07,302.73,3.6429e+07,7.6e-05,0,0
7.3479e-07,302.74,3.6462e+07,7.65e-05,0,0
7.3479e-07,302.74,3.6495e+07,7.7e-05,0,0
7.3479e-07,302.74,3.6528e+07,7.75e-05,0,0
7.3479e-07,302.74,3.6561e+07,7.8e-05,0,0
7.3479e-07,302.74,3.6593e+07,7.85e-05,0,0
7.3479e-07,302.75,3.6625e+07,7.9e-05,0,0
7.3479e-07,302.75,3.6657e+07,7.95e-05,0,0
7.3479e-07,302.75,3.6689e+07,8e-05,0,0
7.3479e-07,302.75,3.672e+07,8.05e-05,0,0
7.3479e-07,302.76,3.6751e+07,8.1e-05,0,0
7.3479e-07,302.76,3.6782e+07,8.15e-05,0,0
7.3479e-07,302.76,3.6813e+07,8.2e-05,0,0
7.3479e-07,302.76,3.6842e+07,8.25e-05,0,0
7.3479e-07,302.77,3.6872e+07,8.3e-05,0,0
7.3479e-07,302.77,3.6901e+07,8.35e-05,0,0
7.3479e-07,302.77,3.6931e+07,8.4e-05,0,0
7.3479e-07,302.77,3.696e+07,8.45e-05,0,0
7.3479e-07,302.77,3.6989e+07,8.5e-05,0,0
7.3479e-07,302.78,3.7019e+07,8.55e-05,0,0
7.3479e-07,302.78,3.7048e+07,8.6e-05,0,0
7.3479e-07,302.78,3.7078e+07,8.65e-05,0,0
7.3479e-07,302.78,3.7107e+07,8.7e-05,0,0
7.3479e-07,302.78,3.7137e+07,8.75e-05,0,0
7.3479e-07,302.79,3.7167e+07,8.8e-05,0,0
7.3479e-07,302.79,3.7196e+07,8.85e-05,0,0
7.3479e-07,302.79,3.7226e+07,8.9e-05,0,0
7.3479e-07,302.79,3.7256e+07,8.95e-05,0,0
7.3479e-07,302.8,3.7285e+07,9e-05,0,0
7.3479e-07,302.8,3.7314e+07,9.05e-05,0,0
7.3479e-07,302.8,3.7343e+07,9.1e-05,0,0
7.3479e-07,302.8,3.7372e+07,9.15e-05,0,0
7.3479e-07,302.8,3.74e+07,9.2e-05,0,0
