Time,"Tm","pressure","Points:0","Points:1","Points:2"
8.4266e-07,303.05,4.0764e+07,0,0,0
8.4266e-07,303.05,4.0763e+07,5e-07,0,0
8.4266e-07,303.05,4.0761e+07,1e-06,0,0
8.4266e-07,303.05,4.0757e+07,1.5e-06,0,0
8.4266e-07,303.05,4.0753e+07,2e-06,0,0
8.4266e-07,303.04,4.0748e+07,2.5e-06,0,0
8.4266e-07,303.04,4.0742e+07,3e-06,0,0
8.4266e-07,303.04,4.0735e+07,3.5e-06,0,0
8.4266e-07,303.04,4.0728e+07,4e-06,0,0
8.4266e-07,303.04,4.0719e+07,4.5e-06,0,0
8.4266e-07,303.04,4.071e+07,5e-06,0,0
8.4266e-07,303.04,4.07e+07,5.5e-06,0,0
8.4266e-07,303.04,4.069e+07,6e-06,0,0
8.4266e-07,303.04,4.0679e+07,6.5e-06,0,0
8.4266e-07,303.04,4.0667e+07,7e-06,0,0
8.4266e-07,303.04,4.0655e+07,7.5e-06,0,0
8.4266e-07,303.04,4.0642e+07,8e-06,0,0
8.4266e-07,303.04,4.0629e+07,8.5e-06,0,0
8.4266e-07,303.04,4.0615e+07,9e-06,0,0
8.4266e-07,303.03,4.0601e+07,9.5e-06,0,0
8.4266e-07,303.03,4.0587e+07,1e-05,0,0
8.4266e-07,303.03,4.0571e+07,1.05e-05,0,0
8.4266e-07,303.03,4.0556e+07,1.1e-05,0,0
8.4266e-07,303.03,4.054e+07,1.15e-05,0,0
8.4266e-07,303.03,4.0523e+07,1.2e-05,0,0
8.4266e-07,303.03,4.0506e+07,1.25e-05,0,0
8.4266e-07,303.03,4.0488e+07,1.3e-05,0,0
8.4266e-07,303.02,4.0469e+07,1.35e-05,0,0
8.4266e-07,303.02,4.045e+07,1.4e-05,0,0
8.4266e-07,303.02,4.043e+07,1.45e-05,0,0
8.4266e-07,303.02,4.0409e+07,1.5e-05,0,0
8.4266e-07,303.02,4.0388e+07,1.55e-05,0,0
8.4266e-07,303.02,4.0366e+07,1.6e-05,0,0
8.4266e-07,303.02,4.0343e+07,1.65e-05,0,0
8.4266e-07,303.01,4.0319e+07,1.7e-05,0,0
8.4266e-07,303.01,4.0295e+07,1.75e-05,0,0
8.4266e-07,303.01,4.027e+07,1.8e-05,0,0
8.4266e-07,303.01,4.0244e+07,1.85e-05,0,0
8.4266e-07,303.01,4.0218e+07,1.9e-05,0,0
8.4266e-07,303,4.0191e+07,1.95e-05,0,0
8.4266e-07,303,4.0162e+07,2e-05,0,0
8.4266e-07,303,4.0134e+07,2.05e-05,0,0
8.4266e-07,303,4.0105e+07,2.1e-05,0,0
8.4266e-07,303,4.0075e+07,2.15e-05,0,0
8.4266e-07,302.99,4.0045e+07,2.2e-05,0,0
8.4266e-07,302.99,4.0015e+07,2.25e-05,0,0
8.4266e-07,302.99,3.9984e+07,2.3e-05,0,0
8.4266e-07,302.99,3.9952e+07,2.35e-05,0,0
8.4266e-07,302.98,3.992e+07,2.4e-05,0,0
8.4266e-07,302.98,3.9889e+07,2.45e-05,0,0
