Time,"Cell Type","T3","alpha3","alpha3T3","pressure","vtkGhostType"
8.167e-07,9,302.38,1,302.38,3.1585e+07,0
8.167e-07,9,302.38,1,302.37,3.1583e+07,0
8.167e-07,9,302.37,1,302.37,3.1582e+07,0
8.167e-07,9,302.37,1,302.37,3.1582e+07,0
8.167e-07,9,302.37,1,302.37,3.1584e+07,0
8.167e-07,9,302.38,1,302.38,3.159e+07,0
8.167e-07,9,302.38,1,302.38,3.1598e+07,0
8.167e-07,9,302.38,1,302.38,3.1608e+07,0
8.167e-07,9,302.38,1,302.38,3.1619e+07,0
8.167e-07,9,302.38,1,302.38,3.1628e+07,0
8.167e-07,9,302.38,1,302.38,3.1637e+07,0
8.167e-07,9,302.38,1,302.38,3.1643e+07,0
8.167e-07,9,302.38,1,302.38,3.1649e+07,0
8.167e-07,9,302.38,1,302.38,3.1655e+07,0
8.167e-07,9,302.38,1,302.38,3.1662e+07,0
8.167e-07,9,302.38,1,302.38,3.1674e+07,0
8.167e-07,9,302.38,1,302.38,3.169e+07,0
8.167e-07,9,302.38,1,302.38,3.1712e+07,0
8.167e-07,9,302.39,1,302.39,3.1741e+07,0
8.167e-07,9,302.39,1,302.39,3.1775e+07,0
8.167e-07,9,302.39,1,302.39,3.1816e+07,0
8.167e-07,9,302.4,1,302.4,3.1862e+07,0
8.167e-07,9,302.4,1,302.4,3.1913e+07,0
8.167e-07,9,302.4,1,302.4,3.1969e+07,0
8.167e-07,9,302.41,1,302.41,3.2031e+07,0
8.167e-07,9,302.41,1,302.41,3.2101e+07,0
