Time,"Cell Type","T3","alpha3","alpha3T3","pressure","vtkGhostType"
7.1527e-07,9,303.14,1,303.14,4.1954e+07,0
7.1527e-07,9,303.14,1,303.14,4.1949e+07,0
7.1527e-07,9,303.14,1,303.14,4.1944e+07,0
7.1527e-07,9,303.14,1,303.14,4.1945e+07,0
7.1527e-07,9,303.14,1,303.14,4.1945e+07,0
7.1527e-07,9,303.13,1,303.13,4.1938e+07,0
7.1527e-07,9,303.13,1,303.13,4.1931e+07,0
7.1527e-07,9,303.13,1,303.13,4.1924e+07,0
7.1527e-07,9,303.13,1,303.13,4.1929e+07,0
7.1527e-07,9,303.14,1,303.14,4.1945e+07,0
7.1527e-07,9,303.14,1,303.14,4.1969e+07,0
7.1527e-07,9,303.14,1,303.14,4.1996e+07,0
7.1527e-07,9,303.14,1,303.14,4.202e+07,0
7.1527e-07,9,303.14,1,303.14,4.2041e+07,0
7.1527e-07,9,303.14,1,303.14,4.2062e+07,0
7.1527e-07,9,303.15,1,303.15,4.2082e+07,0
7.1527e-07,9,303.15,1,303.15,4.2105e+07,0
7.1527e-07,9,303.15,1,303.15,4.2135e+07,0
7.1527e-07,9,303.15,1,303.15,4.2169e+07,0
7.1527e-07,9,303.15,1,303.15,4.22e+07,0
7.1527e-07,9,303.16,1,303.16,4.2227e+07,0
7.1527e-07,9,303.16,1,303.16,4.225e+07,0
7.1527e-07,9,303.16,1,303.16,4.2273e+07,0
7.1527e-07,9,303.16,1,303.16,4.23e+07,0
7.1527e-07,9,303.16,1,303.16,4.2337e+07,0
7.1527e-07,9,303.17,1,303.17,4.2385e+07,0
