Time,"Cell Type","T3","alpha3","alpha3T3","pressure","vtkGhostType"
8.9709e-07,9,310.44,1,310.44,1.482e+08,0
8.9709e-07,9,310.44,1,310.44,1.4823e+08,0
8.9709e-07,9,310.45,1,310.45,1.4833e+08,0
8.9709e-07,9,310.46,1,310.46,1.4846e+08,0
8.9709e-07,9,310.47,1,310.47,1.486e+08,0
8.9709e-07,9,310.47,1,310.47,1.4873e+08,0
8.9709e-07,9,310.48,1,310.48,1.4885e+08,0
8.9709e-07,9,310.49,1,310.49,1.4902e+08,0
8.9709e-07,9,310.51,1,310.51,1.4924e+08,0
8.9709e-07,9,310.52,1,310.52,1.495e+08,0
8.9709e-07,9,310.54,1,310.54,1.4978e+08,0
8.9709e-07,9,310.56,1,310.56,1.501e+08,0
8.9709e-07,9,310.58,1,310.58,1.5045e+08,0
8.9709e-07,9,310.61,1,310.61,1.5083e+08,0
8.9709e-07,9,310.64,1,310.64,1.5125e+08,0
8.9709e-07,9,310.67,1,310.67,1.5171e+08,0
8.9709e-07,9,310.7,1,310.7,1.522e+08,0
8.9709e-07,9,310.73,1,310.73,1.5273e+08,0
8.9709e-07,9,310.77,1,310.77,1.5327e+08,0
8.9709e-07,9,310.8,1,310.8,1.5385e+08,0
8.9709e-07,9,310.84,1,310.84,1.5445e+08,0
8.9709e-07,9,310.88,1,310.88,1.5509e+08,0
8.9709e-07,9,310.93,1,310.92,1.5576e+08,0
8.9709e-07,9,310.97,1,310.97,1.5648e+08,0
8.9709e-07,9,311.02,1,311.02,1.5724e+08,0
8.9709e-07,9,311.07,1,311.07,1.5805e+08,0
8.9709e-07,9,311.13,1,311.12,1.589e+08,0
8.9709e-07,9,311.18,1,311.18,1.5978e+08,0
8.9709e-07,9,311.24,1,311.24,1.6068e+08,0
8.9709e-07,9,311.3,1,311.3,1.6163e+08,0
8.9709e-07,9,311.36,1,311.36,1.6262e+08,0
8.9709e-07,9,311.43,1,311.43,1.6367e+08,0
8.9709e-07,9,311.5,1,311.5,1.6476e+08,0
8.9709e-07,9,311.57,1,311.57,1.659e+08,0
8.9709e-07,9,311.64,1,311.64,1.6707e+08,0
8.9709e-07,9,311.72,1,311.72,1.6829e+08,0
8.9709e-07,9,311.8,1,311.8,1.6955e+08,0
8.9709e-07,9,311.88,1,311.88,1.7086e+08,0
8.9709e-07,9,311.97,1,311.97,1.7221e+08,0
8.9709e-07,9,312.05,1,312.05,1.736e+08,0
8.9709e-07,9,312.14,1,312.14,1.7504e+08,0
8.9709e-07,9,312.23,1,312.23,1.7649e+08,0
8.9709e-07,9,312.32,1,312.32,1.7795e+08,0
8.9709e-07,9,312.41,1,312.41,1.7938e+08,0
8.9709e-07,9,312.5,1,312.5,1.808e+08,0
8.9709e-07,9,312.59,1,312.59,1.822e+08,0
8.9709e-07,9,312.67,1,312.67,1.836e+08,0
8.9709e-07,9,312.76,1,312.76,1.8499e+08,0
8.9709e-07,9,312.85,1,312.85,1.8639e+08,0
8.9709e-07,9,312.93,1,312.93,1.8782e+08,0
8.9709e-07,9,313.02,1,313.02,1.8929e+08,0
8.9709e-07,9,313.12,1,313.12,1.908e+08,0
8.9709e-07,9,310.46,1,310.46,1.4835e+08,0
8.9709e-07,9,310.46,1,310.46,1.4839e+08,0
8.9709e-07,9,310.46,1,310.46,1.4847e+08,0
8.9709e-07,9,310.47,1,310.47,1.4857e+08,0
8.9709e-07,9,310.48,1,310.48,1.4869e+08,0
8.9709e-07,9,310.49,1,310.49,1.4883e+08,0
8.9709e-07,9,310.5,1,310.5,1.4897e+08,0
8.9709e-07,9,310.51,1,310.51,1.4916e+08,0
8.9709e-07,9,310.52,1,310.52,1.4938e+08,0
8.9709e-07,9,310.54,1,310.54,1.4964e+08,0
8.9709e-07,9,310.56,1,310.56,1.4992e+08,0
8.9709e-07,9,310.58,1,310.58,1.5024e+08,0
8.9709e-07,9,310.6,1,310.6,1.5059e+08,0
8.9709e-07,9,310.63,1,310.63,1.5098e+08,0
8.9709e-07,9,310.65,1,310.65,1.514e+08,0
8.9709e-07,9,310.68,1,310.68,1.5185e+08,0
8.9709e-07,9,310.71,1,310.71,1.5234e+08,0
8.9709e-07,9,310.75,1,310.75,1.5286e+08,0
8.9709e-07,9,310.78,1,310.78,1.5341e+08,0
8.9709e-07,9,310.82,1,310.82,1.5398e+08,0
8.9709e-07,9,310.86,1,310.86,1.5459e+08,0
8.9709e-07,9,310.9,1,310.9,1.5523e+08,0
8.9709e-07,9,310.94,1,310.94,1.5592e+08,0
8.9709e-07,9,310.99,1,310.99,1.5664e+08,0
8.9709e-07,9,311.04,1,311.04,1.5741e+08,0
8.9709e-07,9,311.09,1,311.09,1.5822e+08,0
8.9709e-07,9,311.14,1,311.14,1.5907e+08,0
8.9709e-07,9,311.2,1,311.2,1.5995e+08,0
8.9709e-07,9,311.26,1,311.26,1.6086e+08,0
8.9709e-07,9,311.32,1,311.32,1.6181e+08,0
8.9709e-07,9,311.38,1,311.38,1.628e+08,0
8.9709e-07,9,311.45,1,311.44,1.6384e+08,0
8.9709e-07,9,311.51,1,311.51,1.6493e+08,0
8.9709e-07,9,311.59,1,311.59,1.6607e+08,0
8.9709e-07,9,311.66,1,311.66,1.6725e+08,0
8.9709e-07,9,311.74,1,311.74,1.6848e+08,0
8.9709e-07,9,311.82,1,311.82,1.6975e+08,0
8.9709e-07,9,311.9,1,311.9,1.7105e+08,0
8.9709e-07,9,311.98,1,311.98,1.7237e+08,0
8.9709e-07,9,312.06,1,312.06,1.7369e+08,0
8.9709e-07,9,312.15,1,312.15,1.7503e+08,0
8.9709e-07,9,312.23,1,312.23,1.7638e+08,0
8.9709e-07,9,312.32,1,312.32,1.7777e+08,0
8.9709e-07,9,312.41,1,312.41,1.7918e+08,0
8.9709e-07,9,312.5,1,312.49,1.8061e+08,0
8.9709e-07,9,312.58,1,312.58,1.8204e+08,0
8.9709e-07,9,312.67,1,312.67,1.8347e+08,0
8.9709e-07,9,312.76,1,312.76,1.8492e+08,0
8.9709e-07,9,312.85,1,312.85,1.8638e+08,0
8.9709e-07,9,312.94,1,312.94,1.8786e+08,0
8.9709e-07,9,313.03,1,313.03,1.8933e+08,0
8.9709e-07,9,313.12,1,313.12,1.9081e+08,0
