Time,"Cell Type","T3","alpha3","alpha3T3","pressure","vtkGhostType"
1.0069e-06,9,300.56,1,300.56,7.1096e+06,0
1.0069e-06,9,300.56,1,300.56,7.1271e+06,0
1.0069e-06,9,300.56,1,300.56,7.1569e+06,0
1.0069e-06,9,300.56,1,300.56,7.1811e+06,0
1.0069e-06,9,300.56,1,300.56,7.1901e+06,0
1.0069e-06,9,300.56,1,300.56,7.1725e+06,0
1.0069e-06,9,300.56,1,300.56,7.1401e+06,0
1.0069e-06,9,300.56,1,300.56,7.1093e+06,0
1.0069e-06,9,300.55,1,300.55,7.0946e+06,0
1.0069e-06,9,300.56,1,300.56,7.0989e+06,0
1.0069e-06,9,300.56,1,300.56,7.1285e+06,0
1.0069e-06,9,300.56,1,300.56,7.1848e+06,0
1.0069e-06,9,300.57,1,300.57,7.2686e+06,0
1.0069e-06,9,300.58,1,300.58,7.3832e+06,0
1.0069e-06,9,300.59,1,300.59,7.5325e+06,0
1.0069e-06,9,300.61,1,300.61,7.7265e+06,0
1.0069e-06,9,300.63,1,300.63,7.9824e+06,0
1.0069e-06,9,300.65,1,300.65,8.3063e+06,0
1.0069e-06,9,300.68,1,300.68,8.7005e+06,0
1.0069e-06,9,300.72,1,300.72,9.1782e+06,0
1.0069e-06,9,300.77,1,300.76,9.7543e+06,0
1.0069e-06,9,300.82,1,300.82,1.0433e+07,0
1.0069e-06,9,300.88,1,300.88,1.1208e+07,0
1.0069e-06,9,300.94,1,300.94,1.2065e+07,0
1.0069e-06,9,301.01,1,301.01,1.2971e+07,0
1.0069e-06,9,301.07,1,301.07,1.3824e+07,0
