Time,"Cell Type","T3","alpha3","alpha3T3","pressure","vtkGhostType"
8.7227e-07,9,303.29,1,303.29,4.4075e+07,0
8.7227e-07,9,303.29,1,303.29,4.4072e+07,0
8.7227e-07,9,303.29,1,303.29,4.4067e+07,0
8.7227e-07,9,303.29,1,303.29,4.4059e+07,0
8.7227e-07,9,303.29,1,303.29,4.4048e+07,0
8.7227e-07,9,303.29,1,303.29,4.4035e+07,0
8.7227e-07,9,303.28,1,303.28,4.402e+07,0
8.7227e-07,9,303.28,1,303.28,4.4002e+07,0
8.7227e-07,9,303.28,1,303.28,4.3982e+07,0
8.7227e-07,9,303.28,1,303.28,4.3959e+07,0
8.7227e-07,9,303.28,1,303.28,4.3934e+07,0
8.7227e-07,9,303.28,1,303.28,4.3905e+07,0
8.7227e-07,9,303.27,1,303.27,4.3874e+07,0
8.7227e-07,9,303.27,1,303.27,4.384e+07,0
8.7227e-07,9,303.27,1,303.27,4.3802e+07,0
8.7227e-07,9,303.27,1,303.27,4.3762e+07,0
8.7227e-07,9,303.26,1,303.26,4.3718e+07,0
8.7227e-07,9,303.26,1,303.26,4.3671e+07,0
8.7227e-07,9,303.26,1,303.26,4.362e+07,0
8.7227e-07,9,303.25,1,303.25,4.3566e+07,0
8.7227e-07,9,303.25,1,303.25,4.3508e+07,0
8.7227e-07,9,303.24,1,303.24,4.3447e+07,0
8.7227e-07,9,303.24,1,303.24,4.3382e+07,0
8.7227e-07,9,303.23,1,303.23,4.3315e+07,0
8.7227e-07,9,303.23,1,303.23,4.3244e+07,0
8.7227e-07,9,303.22,1,303.22,4.3171e+07,0
8.7227e-07,9,303.22,1,303.22,4.3095e+07,0
8.7227e-07,9,303.21,1,303.21,4.3016e+07,0
8.7227e-07,9,303.21,1,303.21,4.2934e+07,0
8.7227e-07,9,303.2,1,303.2,4.2851e+07,0
8.7227e-07,9,303.19,1,303.19,4.2765e+07,0
8.7227e-07,9,303.19,1,303.19,4.2677e+07,0
8.7227e-07,9,303.29,1,303.29,4.4096e+07,0
8.7227e-07,9,303.29,1,303.29,4.4094e+07,0
8.7227e-07,9,303.29,1,303.29,4.4089e+07,0
8.7227e-07,9,303.29,1,303.29,4.4081e+07,0
8.7227e-07,9,303.29,1,303.29,4.4071e+07,0
8.7227e-07,9,303.29,1,303.29,4.4058e+07,0
8.7227e-07,9,303.29,1,303.29,4.4042e+07,0
8.7227e-07,9,303.29,1,303.28,4.4024e+07,0
8.7227e-07,9,303.28,1,303.28,4.4004e+07,0
8.7227e-07,9,303.28,1,303.28,4.398e+07,0
8.7227e-07,9,303.28,1,303.28,4.3954e+07,0
8.7227e-07,9,303.28,1,303.28,4.3925e+07,0
8.7227e-07,9,303.28,1,303.28,4.3892e+07,0
8.7227e-07,9,303.27,1,303.27,4.3857e+07,0
8.7227e-07,9,303.27,1,303.27,4.3818e+07,0
8.7227e-07,9,303.27,1,303.27,4.3777e+07,0
8.7227e-07,9,303.26,1,303.26,4.3732e+07,0
8.7227e-07,9,303.26,1,303.26,4.3684e+07,0
8.7227e-07,9,303.26,1,303.26,4.3632e+07,0
8.7227e-07,9,303.25,1,303.25,4.3577e+07,0
8.7227e-07,9,303.25,1,303.25,4.3519e+07,0
8.7227e-07,9,303.24,1,303.24,4.3458e+07,0
8.7227e-07,9,303.24,1,303.24,4.3394e+07,0
8.7227e-07,9,303.23,1,303.23,4.3327e+07,0
8.7227e-07,9,303.23,1,303.23,4.3256e+07,0
8.7227e-07,9,303.22,1,303.22,4.3183e+07,0
8.7227e-07,9,303.22,1,303.22,4.3107e+07,0
8.7227e-07,9,303.21,1,303.21,4.3028e+07,0
8.7227e-07,9,303.21,1,303.21,4.2947e+07,0
8.7227e-07,9,303.2,1,303.2,4.2864e+07,0
8.7227e-07,9,303.19,1,303.19,4.2778e+07,0
8.7227e-07,9,303.19,1,303.19,4.2691e+07,0
8.7227e-07,9,303.18,1,303.18,4.2588e+07,0
8.7227e-07,9,303.17,1,303.17,4.2497e+07,0
8.7227e-07,9,303.17,1,303.17,4.2404e+07,0
8.7227e-07,9,303.16,1,303.16,4.2309e+07,0
8.7227e-07,9,303.15,1,303.15,4.2213e+07,0
8.7227e-07,9,303.15,1,303.15,4.2116e+07,0
8.7227e-07,9,303.14,1,303.14,4.2017e+07,0
8.7227e-07,9,303.13,1,303.13,4.1917e+07,0
8.7227e-07,9,303.12,1,303.12,4.1815e+07,0
8.7227e-07,9,303.12,1,303.12,4.1712e+07,0
8.7227e-07,9,303.11,1,303.11,4.1607e+07,0
8.7227e-07,9,303.1,1,303.1,4.15e+07,0
8.7227e-07,9,303.09,1,303.09,4.1392e+07,0
8.7227e-07,9,303.09,1,303.09,4.1282e+07,0
8.7227e-07,9,303.08,1,303.08,4.117e+07,0
8.7227e-07,9,303.07,1,303.07,4.1056e+07,0
8.7227e-07,9,303.06,1,303.06,4.0942e+07,0
8.7227e-07,9,303.05,1,303.05,4.0826e+07,0
8.7227e-07,9,303.04,1,303.04,4.0709e+07,0
8.7227e-07,9,303.04,1,303.04,4.0591e+07,0
8.7227e-07,9,303.18,1,303.18,4.2601e+07,0
8.7227e-07,9,303.18,1,303.17,4.251e+07,0
8.7227e-07,9,303.17,1,303.17,4.2417e+07,0
8.7227e-07,9,303.16,1,303.16,4.2322e+07,0
8.7227e-07,9,303.15,1,303.15,4.2226e+07,0
8.7227e-07,9,303.15,1,303.15,4.2128e+07,0
8.7227e-07,9,303.14,1,303.14,4.2029e+07,0
8.7227e-07,9,303.13,1,303.13,4.1929e+07,0
8.7227e-07,9,303.13,1,303.13,4.1826e+07,0
8.7227e-07,9,303.12,1,303.12,4.1722e+07,0
8.7227e-07,9,303.11,1,303.11,4.1617e+07,0
8.7227e-07,9,303.1,1,303.1,4.151e+07,0
8.7227e-07,9,303.09,1,303.09,4.1401e+07,0
8.7227e-07,9,303.09,1,303.09,4.1291e+07,0
8.7227e-07,9,303.08,1,303.08,4.1179e+07,0
8.7227e-07,9,303.07,1,303.07,4.1066e+07,0
8.7227e-07,9,303.06,1,303.06,4.0951e+07,0
8.7227e-07,9,303.05,1,303.05,4.0835e+07,0
8.7227e-07,9,303.04,1,303.04,4.0719e+07,0
8.7227e-07,9,303.04,1,303.04,4.0601e+07,0
