Time,"Cell Type","T3","alpha3","alpha3T3","pressure","vtkGhostType"
7.0375e-07,9,303.14,1,303.14,4.1958e+07,0
7.0375e-07,9,303.14,1,303.14,4.1945e+07,0
7.0375e-07,9,303.14,1,303.13,4.194e+07,0
7.0375e-07,9,303.14,1,303.14,4.1959e+07,0
7.0375e-07,9,303.14,1,303.14,4.1995e+07,0
7.0375e-07,9,303.14,1,303.14,4.2017e+07,0
7.0375e-07,9,303.14,1,303.14,4.2024e+07,0
7.0375e-07,9,303.14,1,303.14,4.2033e+07,0
7.0375e-07,9,303.14,1,303.14,4.2059e+07,0
7.0375e-07,9,303.15,1,303.15,4.2091e+07,0
7.0375e-07,9,303.15,1,303.15,4.2113e+07,0
7.0375e-07,9,303.15,1,303.15,4.2129e+07,0
7.0375e-07,9,303.15,1,303.15,4.2151e+07,0
7.0375e-07,9,303.15,1,303.15,4.2186e+07,0
7.0375e-07,9,303.16,1,303.16,4.2224e+07,0
7.0375e-07,9,303.16,1,303.16,4.2252e+07,0
7.0375e-07,9,303.16,1,303.16,4.227e+07,0
7.0375e-07,9,303.16,1,303.16,4.2289e+07,0
7.0375e-07,9,303.16,1,303.16,4.2305e+07,0
7.0375e-07,9,303.16,1,303.16,4.2321e+07,0
7.0375e-07,9,303.16,1,303.16,4.2343e+07,0
7.0375e-07,9,303.17,1,303.17,4.2381e+07,0
7.0375e-07,9,303.17,1,303.17,4.2432e+07,0
7.0375e-07,9,303.17,1,303.17,4.2471e+07,0
7.0375e-07,9,303.18,1,303.18,4.2494e+07,0
7.0375e-07,9,303.18,1,303.18,4.2503e+07,0
