Time,"Cell Type","T3","alpha3","alpha3T3","pressure","vtkGhostType"
1.0422e-06,9,300.99,1,300.99,1.2836e+07,0
1.0422e-06,9,300.99,1,300.99,1.2815e+07,0
1.0422e-06,9,300.99,1,300.99,1.2787e+07,0
1.0422e-06,9,300.99,1,300.99,1.2753e+07,0
1.0422e-06,9,300.98,1,300.98,1.2724e+07,0
1.0422e-06,9,300.98,1,300.98,1.2701e+07,0
1.0422e-06,9,300.98,1,300.98,1.268e+07,0
1.0422e-06,9,300.98,1,300.98,1.2657e+07,0
1.0422e-06,9,300.98,1,300.97,1.2625e+07,0
1.0422e-06,9,300.97,1,300.97,1.2581e+07,0
1.0422e-06,9,300.97,1,300.97,1.2528e+07,0
1.0422e-06,9,300.96,1,300.96,1.2473e+07,0
1.0422e-06,9,300.96,1,300.96,1.242e+07,0
1.0422e-06,9,300.95,1,300.95,1.2371e+07,0
1.0422e-06,9,300.95,1,300.95,1.2323e+07,0
1.0422e-06,9,300.95,1,300.95,1.2274e+07,0
1.0422e-06,9,300.94,1,300.94,1.2221e+07,0
1.0422e-06,9,300.94,1,300.94,1.2162e+07,0
1.0422e-06,9,300.93,1,300.93,1.2099e+07,0
1.0422e-06,9,300.93,1,300.93,1.2032e+07,0
1.0422e-06,9,300.92,1,300.92,1.1959e+07,0
1.0422e-06,9,300.91,1,300.91,1.1879e+07,0
1.0422e-06,9,300.91,1,300.91,1.1796e+07,0
1.0422e-06,9,300.9,1,300.9,1.1712e+07,0
1.0422e-06,9,300.9,1,300.89,1.1634e+07,0
1.0422e-06,9,300.89,1,300.89,1.1557e+07,0
