Time,distance,Tm
1.0293e-06,0.02146881459233369,300.67
1.0196e-06,0.021469979040511428,300.72
1.01e-06,0.02147254060422287,300.77
1.0005e-06,0.021475101862389382,300.8
9.9118e-07,0.021477662815120268,300.83
6.9535e-07,0.021478593994952274,300.0
1.2282e-06,0.0214788267836025,300.8
1.2391e-06,0.021479292353334175,300.97
9.8185e-07,0.02148022346252478,300.87
1.2173e-06,0.021480456233516083,300.42
9.7267e-07,0.021482783804712087,300.91
9.6372e-07,0.021485343841791314,300.95
7.069e-07,0.02148674009709244,302.53
1.2064e-06,0.021487205495363978,300.38
8.190849999999999e-07,0.021487670883555528,300.5
1.1956e-06,0.021487903573871512,300.37
1.1847e-06,0.021488368946944298,300.37
1.174e-06,0.02148906698765677,300.37
6.9535e-07,0.02148976500569515,300.0
9.4706e-07,0.021489765005695154,301.07
1.2282e-06,0.02149023033845845,300.97
9.4005e-07,0.021491858923787865,301.17
9.3552e-07,0.021493022123470675,301.22
9.3103e-07,0.021494417879998517,301.27
9.2358e-07,0.021496511344867103,301.31
9.1558e-07,0.02149860460588082,301.35
9.0706e-07,0.021500930212434995,301.4
6.9535e-07,0.0215011627592556,300.0
1.2282e-06,0.021501395303561113,301.09
7.3115e-07,0.021501627845351617,302.32
1.2391e-06,0.021501860384627185,300.95
1.2173e-06,0.021503023043283935,300.43
8.0859e-07,0.021503488089144977,301.92999999999995
6.99444e-07,0.021506045661627338,300.3
8.7892e-07,0.021508602929990593,301.55
7.069e-07,0.0215093003140502,302.53
6.8307e-07,0.021510230124292023,300.0
8.687e-07,0.021511392330576837,301.59
6.9535e-07,0.021512554474073967,300.0
1.2282e-06,0.02151278689523977,301.17
8.5815e-07,0.021513948963405114,301.64
8.4732e-07,0.02151673767093887,301.69
8.3627e-07,0.021519526017085042,301.76
8.2505e-07,0.021522081683703367,301.82
6.9535e-07,0.021523940159738412,300.0
1.2282e-06,0.02152417245795991,301.22
1.02639e-06,0.021524637046881883,301.40999999999997
1.2173e-06,0.021525798475317937,300.43
8.0218e-07,0.021526959841092284,301.95
7.9057e-07,0.02152928238469643,302.04
7.7885e-07,0.021531372459738834,302.1
7.069e-07,0.021532069106335323,302.53
1.2064e-06,0.021532533524878116,300.39
6.8307e-07,0.021532997933404442,300.0
7.6705e-07,0.021533230133911632,302.16
1.1956e-06,0.021533230133911636,300.38
1.1847e-06,0.021533694527414472,300.38
1.174e-06,0.021534391098891093,300.38
7.5515e-07,0.021535087647836494,302.21
6.9535e-07,0.021535319825811736,300.0
1.2282e-06,0.02153555200128383,301.26
7.4319e-07,0.02153671284109996,302.27
3.108469607843137e-07,0.021542284001470225,300.0
6.9535e-07,0.021546461426415243,300.0
1.2282e-06,0.02154692553474857,301.28
7.3115e-07,0.021546925534748573,302.32
1.2391e-06,0.021547389633085487,300.91
1.2173e-06,0.021548549835197727,300.44
7.1906e-07,0.02154878186812424,302.4
6.521225e-07,0.021551334065435485,300.0
1.1634e-06,0.021552262062252303,300.39
1.1527e-06,0.021552726045676915,300.4
1.1421e-06,0.02155319001911318,300.41
1.1316e-06,0.02155365398256175,300.43
1.1211e-06,0.02155411793602327,300.45
9.0875e-07,0.021554581879498384,301.505
1.1002e-06,0.021555045812987735,300.5
6.8307e-07,0.02155550973649197,300.0
1.0898e-06,0.021555741694499867,300.53
1.0794e-06,0.021556205603027637,300.55
1.0692e-06,0.021556901447100416,300.58
1.059e-06,0.021557597268712484,300.6
6.9535e-07,0.021557829204258947,300.0
1.1386e-06,0.021558293067866018,300.95500000000004
1.0391e-06,0.02155875692149248,300.64
1.0293e-06,0.02155968459880617,300.67
1.0196e-06,0.021560612236205166,300.72
1.01e-06,0.021563163033284333,300.76
1.0005e-06,0.021565713528654693,300.8
9.9118e-07,0.021568263722423278,300.83
6.9535e-07,0.021569190990855452,300.0
1.2282e-06,0.021569422801734867,301.3
1.2391e-06,0.021569886416019902,300.89
9.8185e-07,0.02157081361469706,300.87
1.2173e-06,0.021571045408139124,300.45
9.7267e-07,0.021573363205582945,300.9
9.6372e-07,0.021575912495187775,300.95
7.069e-07,0.021577302889842373,302.53
1.2064e-06,0.021577766334817883,300.4
8.190849999999999e-07,0.021578229769839787,300.5
1.1956e-06,0.021578461483618337,300.38
1.1847e-06,0.02157892490371103,300.38
1.174e-06,0.021579620015190256,300.38
9.4706e-07,0.021580315104279643,301.05
6.9535e-07,0.021580546795667618,300.0
1.2282e-06,0.02158077848456816,301.31
9.4005e-07,0.021582400237230334,301.14
9.3552e-07,0.02158355855738344,301.2
9.3103e-07,0.02158494845951688,301.26
9.2358e-07,0.021587033144922906,301.3
9.1558e-07,0.021589117629027824,301.35
9.0706e-07,0.021591433486454762,301.4
6.9535e-07,0.021591896628133433,300.0
9.79675e-07,0.021592128195247452,301.815
1.2391e-06,0.021592591322025248,300.87
1.2173e-06,0.021593749095513728,300.46
8.0859e-07,0.021593980642762464,301.92999999999995
6.99444e-07,0.02159652749865126,300.3
8.7892e-07,0.021599074054227417,301.55
7.069e-07,0.0216,302.53
6.8307e-07,0.02160092590608097,300.0
8.687e-07,0.021601851772475433,301.59
6.9535e-07,0.021603240497666085,300.0
1.2282e-06,0.021603471943185428,301.31
8.5815e-07,0.021604397700468302,301.64
8.4732e-07,0.02160717473433304,301.69
8.3627e-07,0.021609951411328994,301.76
8.2505e-07,0.021612496385193452,301.82
6.9535e-07,0.021614347087062332,300.0
1.2282e-06,0.021614809737770073,301.31
8.1368e-07,0.02161504105941046,301.89
1.2391e-06,0.02161527237857529,300.86
1.2173e-06,0.021616428937268985,300.46
8.0218e-07,0.021617354139672133,301.95
7.9057e-07,0.021619666972458203,302.04
7.7885e-07,0.021621748310439653,302.1
7.069e-07,0.02162244204524549,302.53
1.2064e-06,0.021623135757794242,300.41
6.8307e-07,0.021623366990364844,300.0
7.6705e-07,0.021623598220462753,302.16
1.1956e-06,0.021623829448088053,300.39
1.1847e-06,0.021624291895921126,300.38
1.174e-06,0.021624985549128117,300.38
7.5515e-07,0.021625447972238636,302.21
6.9535e-07,0.021625679180085882,300.0
1.2282e-06,0.02162614158836476,301.31
7.4319e-07,0.021627066375262273,302.27
3.108469607843137e-07,0.021632614266426518,300.0
6.9535e-07,0.021637005338077633,300.0
1.2282e-06,0.021637236422426962,301.31
7.3115e-07,0.021637236422426966,302.32
1.2391e-06,0.021637698583721884,300.84
1.2173e-06,0.021638853943774378,300.47
7.1906e-07,0.0216390850083824,302.4
6.521225e-07,0.02164162655624572,300.0
1.1634e-06,0.021642781706610634,300.39
1.1527e-06,0.021643243749493744,300.4
1.1421e-06,0.021643705782513307,300.42
1.1316e-06,0.02164416780566996,300.43
1.1211e-06,0.021644629818964332,300.45
9.0875e-07,0.02164509182239706,301.505
1.1002e-06,0.021645553815968766,300.51
6.8307e-07,0.021646015799680087,300.0
1.0898e-06,0.021646246787838302,300.53
1.0794e-06,0.02164670875676023,300.56
1.0692e-06,0.021647401691658054,300.58
1.059e-06,0.02164809460437569,300.6
6.9535e-07,0.021648325570353007,300.0
1.2282e-06,0.021648556533866176,301.31
1.049e-06,0.021648787494915275,300.62
1.0391e-06,0.02164948036327893,300.64
1.0293e-06,0.021650173209468788,300.67
1.0196e-06,0.0216510969698997,300.72
1.01e-06,0.021653637107885593,300.76
1.0005e-06,0.021656176947928735,300.8
9.9118e-07,0.021658716490133942,300.83
6.9535e-07,0.021659639886203095,300.0
1.2282e-06,0.02165987072906946,301.31
1.2391e-06,0.021660332407421636,300.82
9.8185e-07,0.021661255734605967,300.86
1.2173e-06,0.021661486560252508,300.48
9.7267e-07,0.021663794681449508,300.9
9.6372e-07,0.02166633333076919,300.94
7.069e-07,0.021667717923214713,302.53
1.2064e-06,0.02166817943436873,300.42
8.190849999999999e-07,0.02166864093569322,300.495
1.1956e-06,0.02166887168266959,300.39
1.1847e-06,0.021669333169250963,300.39
1.174e-06,0.021670025380695797,300.39
9.4706e-07,0.021670717570029842,301.04
6.9535e-07,0.02167094829489471,300.0
1.2282e-06,0.02167117901730314,301.3
9.4005e-07,0.021672794005388414,301.11
9.3552e-07,0.021673947494630506,301.17
9.3103e-07,0.021675331600692987,301.25
9.2358e-07,0.02167740759408283,301.3
9.1558e-07,0.0216794833886788,301.35
9.0706e-07,0.021681789594034898,301.4
6.9535e-07,0.02168202020107905,300.0
9.79675e-07,0.021682481407809394,301.81
1.2391e-06,0.021682942604729645,300.81
1.2173e-06,0.021684095554115233,300.49
8.0859e-07,0.021684326136636112,301.92999999999995
6.99444e-07,0.021686862382557785,300.3
8.7892e-07,0.021689398331904,301.55
7.069e-07,0.02169008990299487,302.53
6.8307e-07,0.021691011963483862,300.0
8.687e-07,0.021692164483979003,301.59
6.9535e-07,0.02169331694324314,300.0
1.2282e-06,0.021693777909806304,301.29
8.5815e-07,0.02169469981354893,301.64
8.4732e-07,0.021697465289752162,301.69
8.3627e-07,0.02170023041352326,301.76
8.2505e-07,0.021702764800826644,301.82
6.9535e-07,0.0217046078057172,300.0
1.2282e-06,0.021704838170325067,301.27
1.02639e-06,0.021705298892206022,301.345
1.2173e-06,0.021706450654125835,300.49
8.0218e-07,0.02170760235493547,301.95
7.9057e-07,0.021709905573263095,302.04
7.7885e-07,0.02171197826085868,302.1
7.069e-07,0.021712669112755347,302.53
1.2064e-06,0.021713129668474787,300.43
6.8307e-07,0.02171359021442562,300.0
7.6705e-07,0.021713820483738,302.16
1.1956e-06,0.021713820483738003,300.4
1.1847e-06,0.021714281015037085,300.39
1.174e-06,0.021714971793672676,300.39
7.5515e-07,0.021715662550334493,302.21
6.9535e-07,0.021715892797672397,300.0
1.2282e-06,0.021716123042569084,301.25
7.4319e-07,0.02171727423043693,302.27
3.108469607843137e-07,0.021722799082991125,300.0
6.9535e-07,0.0217271719282561,300.0
1.2282e-06,0.02172740205362804,301.22
7.3115e-07,0.021727402053628043,302.32
1.2391e-06,0.021727862297059967,300.78
1.2173e-06,0.021729012862990348,300.5
7.1906e-07,0.021729242968865713,302.4
6.521225e-07,0.02173177397268801,300.0
1.1634e-06,0.0217329243315298,300.4
1.1527e-06,0.021733154395991394,300.41
1.1421e-06,0.021733614517608434,300.42
1.1316e-06,0.02173407462948446,300.44
1.1211e-06,0.02173453473162009,300.46
1.1106e-06,0.021734994824015946,300.48
7.069e-07,0.021735224866561653,302.53
1.1002e-06,0.021735454906672644,300.51
8.86435e-07,0.02173614501239813,300.265
1.0794e-06,0.02173660507070964,300.56
1.0692e-06,0.021737295139920235,300.58
1.059e-06,0.02173798518722469,300.6
6.9535e-07,0.021738445206591937,300.0
1.2282e-06,0.021738675212625076,301.19
1.049e-06,0.02173867521262508,300.62
1.0391e-06,0.02173936521612349,300.64
1.0293e-06,0.021740055197722014,300.67
1.0196e-06,0.02174097513912382,300.72
1.01e-06,0.02174350477728924,300.76
1.0005e-06,0.021746034121190926,300.8
9.9118e-07,0.021748563170931545,300.83
6.9535e-07,0.02174948275247023,300.0
1.2282e-06,0.0217499425286597,301.16
1.2391e-06,0.021750402295130082,300.77
9.8185e-07,0.021751091926613706,300.86
1.2173e-06,0.021751551668789056,300.51
9.7267e-07,0.02175362038833996,300.9
9.6372e-07,0.02175614855621279,300.94
7.069e-07,0.021757527433051763,302.53
1.2064e-06,0.02175821683870257,300.43
8.190849999999999e-07,0.021758446635732065,300.495
1.1956e-06,0.02175890622251036,300.41
1.1847e-06,0.021759365799581567,300.4
1.174e-06,0.021760284924605192,300.4
8.21205e-07,0.021760744472558838,300.515
1.2282e-06,0.021761204010807857,301.14
9.4005e-07,0.02176258256733332,301.09
9.3552e-07,0.02176373129773477,301.14
9.3103e-07,0.021765109694187164,301.23
9.2358e-07,0.0217671771252039,301.3
9.1558e-07,0.02176924435987616,301.35
9.0706e-07,0.02177154105707724,301.4
6.9535e-07,0.021772000367444422,300.0
9.79675e-07,0.02177223001899438,301.72
1.2391e-06,0.021772689314827415,300.75
1.2173e-06,0.02177383751202346,300.51
8.0859e-07,0.021774067144197017,301.92999999999995
6.99444e-07,0.021776592938290415,300.3
8.7892e-07,0.02177911843945939,301.55
7.069e-07,0.021780036730914852,302.53
6.8307e-07,0.02178095498365487,300.0
8.687e-07,0.021781873197684355,301.59
6.9535e-07,0.021783250446157018,300.0
1.2282e-06,0.02178347997910343,301.1
8.5815e-07,0.021784398086704165,301.64
8.4732e-07,0.02178715217737279,301.69
8.3627e-07,0.02178990591994376,301.76
8.2505e-07,0.021792429878285717,301.82
6.9535e-07,0.021794494717703367,300.0
1.2282e-06,0.021794724132229798,301.09
8.1368e-07,0.021794953544341404,301.89
1.2282e-06,0.02179518295403826,300.64
1.2282e-06,0.021795641766188027,301.09
1.2173e-06,0.02179632996630396,300.53
1.2064e-06,0.021796788754309657,300.45
8.0218e-07,0.021797247532658794,301.95
1.1956e-06,0.021797476918212346,300.42
7.9057e-07,0.021799541279577422,302.04
1.2391e-06,0.021801146758828997,300.74
