Time,"Points:0","Points:1","Points:2","Tm"
1.0293e-06,0.00033984,0.00094531,0,300.76
1.0293e-06,0.00033949,0.00094531,0,300.76
1.0293e-06,0.00034375,0.00094531,0,300.76
1.0293e-06,0.00034766,0.00094531,0,300.75
1.0293e-06,0.00035156,0.00094531,0,300.75
1.0293e-06,0.00035547,0.00094531,0,300.74
1.0293e-06,0.00035938,0.00094531,0,300.74
1.0293e-06,0.00036328,0.00094531,0,300.74
1.0293e-06,0.00036719,0.0009453,0,300.73
1.0293e-06,0.00037109,0.0009453,0,300.73
1.0293e-06,0.000375,0.0009453,0,300.73
1.0293e-06,0.00037891,0.0009453,0,300.72
1.0293e-06,0.00038281,0.0009453,0,300.72
1.0293e-06,0.00038672,0.0009453,0,300.72
1.0293e-06,0.00039063,0.0009453,0,300.72
1.0293e-06,0.00039453,0.0009453,0,300.71
1.0293e-06,0.00039844,0.0009453,0,300.71
1.0293e-06,0.00040234,0.0009453,0,300.71
1.0293e-06,0.00040625,0.0009453,0,300.71
1.0293e-06,0.00041016,0.00094529,0,300.7
1.0293e-06,0.00041406,0.00094529,0,300.7
1.0293e-06,0.00041797,0.00094529,0,300.7
1.0293e-06,0.00042188,0.00094529,0,300.7
1.0293e-06,0.00042578,0.00094529,0,300.69
1.0293e-06,0.00042969,0.00094529,0,300.69
1.0293e-06,0.00043359,0.00094529,0,300.69
1.0293e-06,0.0004375,0.00094529,0,300.69
1.0293e-06,0.00044141,0.00094529,0,300.69
1.0293e-06,0.00044531,0.00094529,0,300.69
1.0293e-06,0.00044922,0.00094529,0,300.68
1.0293e-06,0.00045312,0.00094529,0,300.68
1.0293e-06,0.00045703,0.00094529,0,300.68
1.0293e-06,0.00046094,0.00094529,0,300.68
1.0293e-06,0.00046484,0.00094529,0,300.67
1.0293e-06,0.00046875,0.00094529,0,300.67
1.0293e-06,0.00047266,0.00094529,0,300.67
1.0293e-06,0.00047656,0.00094529,0,300.67
1.0293e-06,0.00048047,0.00094529,0,300.67
1.0293e-06,0.00048437,0.00094528,0,300.67
1.0293e-06,0.00048828,0.00094528,0,300.67
1.0293e-06,0.00049219,0.00094528,0,300.67
1.0293e-06,0.00049609,0.00094528,0,300.67
1.0293e-06,0.0005,0.00094528,0,300.67
1.0293e-06,0.00025391,0.00094547,0,300.93
1.0293e-06,0.00025,0.00094542,0,300.94
1.0293e-06,0.00025781,0.00094546,0,300.91
1.0293e-06,0.00026172,0.00094545,0,300.9
1.0293e-06,0.00026563,0.00094544,0,300.89
1.0293e-06,0.00026953,0.00094543,0,300.88
1.0293e-06,0.00027344,0.00094542,0,300.87
1.0293e-06,0.00027734,0.00094541,0,300.86
1.0293e-06,0.00028125,0.00094541,0,300.85
1.0293e-06,0.00028516,0.0009454,0,300.84
1.0293e-06,0.00028906,0.00094539,0,300.83
1.0293e-06,0.00029297,0.00094538,0,300.83
1.0293e-06,0.00029687,0.00094537,0,300.82
1.0293e-06,0.00030078,0.00094537,0,300.81
1.0293e-06,0.00030469,0.00094536,0,300.81
1.0293e-06,0.00030859,0.00094535,0,300.8
1.0293e-06,0.0003125,0.00094535,0,300.79
1.0293e-06,0.00031641,0.00094534,0,300.79
1.0293e-06,0.00032031,0.00094534,0,300.78
1.0293e-06,0.00032422,0.00094533,0,300.78
1.0293e-06,0.00032812,0.00094533,0,300.77
1.0293e-06,0.00033203,0.00094532,0,300.77
1.0293e-06,0.00033594,0.00094532,0,300.76
1.0293e-06,-0.00033984,0.00094531,0,300.76
1.0293e-06,-0.00033949,0.00094531,0,300.76
1.0293e-06,-0.00034375,0.00094531,0,300.76
1.0293e-06,-0.00034766,0.00094531,0,300.75
1.0293e-06,-0.00035156,0.00094531,0,300.75
1.0293e-06,-0.00035547,0.00094531,0,300.74
1.0293e-06,-0.00035938,0.00094531,0,300.74
1.0293e-06,-0.00036328,0.00094531,0,300.74
1.0293e-06,-0.00036719,0.0009453,0,300.73
1.0293e-06,-0.00037109,0.0009453,0,300.73
1.0293e-06,-0.000375,0.0009453,0,300.73
1.0293e-06,-0.00037891,0.0009453,0,300.72
1.0293e-06,-0.00038281,0.0009453,0,300.72
1.0293e-06,-0.00038672,0.0009453,0,300.72
1.0293e-06,-0.00039063,0.0009453,0,300.72
1.0293e-06,-0.00039453,0.0009453,0,300.71
1.0293e-06,-0.00039844,0.0009453,0,300.71
1.0293e-06,-0.00040234,0.0009453,0,300.71
1.0293e-06,-0.00040625,0.0009453,0,300.71
1.0293e-06,-0.00041016,0.00094529,0,300.7
1.0293e-06,-0.00041406,0.00094529,0,300.7
1.0293e-06,-0.00041797,0.00094529,0,300.7
1.0293e-06,-0.00042188,0.00094529,0,300.7
1.0293e-06,-0.00042578,0.00094529,0,300.69
1.0293e-06,-0.00042969,0.00094529,0,300.69
1.0293e-06,-0.00043359,0.00094529,0,300.69
1.0293e-06,-0.0004375,0.00094529,0,300.69
1.0293e-06,-0.00044141,0.00094529,0,300.69
1.0293e-06,-0.00044531,0.00094529,0,300.69
1.0293e-06,-0.00044922,0.00094529,0,300.68
1.0293e-06,-0.00045312,0.00094529,0,300.68
1.0293e-06,-0.00045703,0.00094529,0,300.68
1.0293e-06,-0.00046094,0.00094529,0,300.68
1.0293e-06,-0.00046484,0.00094529,0,300.67
1.0293e-06,-0.00046875,0.00094529,0,300.67
1.0293e-06,-0.00047266,0.00094529,0,300.67
1.0293e-06,-0.00047656,0.00094529,0,300.67
1.0293e-06,-0.00048047,0.00094529,0,300.67
1.0293e-06,-0.00048437,0.00094528,0,300.67
1.0293e-06,-0.00048828,0.00094528,0,300.67
1.0293e-06,-0.00049219,0.00094528,0,300.67
1.0293e-06,-0.00049609,0.00094528,0,300.67
1.0293e-06,-0.0005,0.00094528,0,300.67
1.0293e-06,-0.00025391,0.00094547,0,300.93
1.0293e-06,-0.00025,0.00094542,0,300.94
1.0293e-06,-0.00025781,0.00094546,0,300.91
1.0293e-06,-0.00026172,0.00094545,0,300.9
1.0293e-06,-0.00026563,0.00094544,0,300.89
1.0293e-06,-0.00026953,0.00094543,0,300.88
1.0293e-06,-0.00027344,0.00094542,0,300.87
1.0293e-06,-0.00027734,0.00094541,0,300.86
1.0293e-06,-0.00028125,0.00094541,0,300.85
1.0293e-06,-0.00028516,0.0009454,0,300.84
1.0293e-06,-0.00028906,0.00094539,0,300.83
1.0293e-06,-0.00029297,0.00094538,0,300.83
1.0293e-06,-0.00029687,0.00094537,0,300.82
1.0293e-06,-0.00030078,0.00094537,0,300.81
1.0293e-06,-0.00030469,0.00094536,0,300.81
1.0293e-06,-0.00030859,0.00094535,0,300.8
1.0293e-06,-0.0003125,0.00094535,0,300.79
1.0293e-06,-0.00031641,0.00094534,0,300.79
1.0293e-06,-0.00032031,0.00094534,0,300.78
1.0293e-06,-0.00032422,0.00094533,0,300.78
1.0293e-06,-0.00032812,0.00094533,0,300.77
1.0293e-06,-0.00033203,0.00094532,0,300.77
1.0293e-06,-0.00033594,0.00094532,0,300.76
1.0293e-06,7.8125e-05,0.00094527,0,301.3
1.0293e-06,7.6973e-05,0.00094531,0,301.3
1.0293e-06,8.0078e-05,0.00094522,0,301.32
1.0293e-06,8.2031e-05,0.00094516,0,301.33
1.0293e-06,8.3984e-05,0.00094512,0,301.35
1.0293e-06,8.5937e-05,0.00094507,0,301.36
1.0293e-06,8.7891e-05,0.00094502,0,301.38
1.0293e-06,8.9844e-05,0.00094499,0,301.39
1.0293e-06,9.1797e-05,0.00094495,0,301.4
1.0293e-06,9.375e-05,0.00094491,0,301.42
1.0293e-06,9.5703e-05,0.00094488,0,301.44
1.0293e-06,9.7656e-05,0.00094484,0,301.45
1.0293e-06,9.9609e-05,0.0009448,0,301.48
1.0293e-06,0.00010156,0.00094477,0,301.5
1.0293e-06,0.00010352,0.00094473,0,301.53
1.0293e-06,0.00010547,0.0009447,0,301.55
1.0293e-06,0.00010742,0.00094467,0,301.58
1.0293e-06,0.00010938,0.00094463,0,301.61
1.0293e-06,0.00011133,0.0009446,0,301.64
1.0293e-06,0.00011328,0.00094457,0,301.67
1.0293e-06,0.00011523,0.00094454,0,301.71
1.0293e-06,0.00011719,0.00094451,0,301.76
1.0293e-06,0.00011914,0.0009445,0,301.8
1.0293e-06,0.00012109,0.0009445,0,301.85
1.0293e-06,0.00012305,0.00094459,0,301.91
1.0293e-06,0.000125,0.0009448,0,301.95
1.0293e-06,0.0002207,0.00094476,0,301.09
1.0293e-06,0.00021875,0.00094476,0,301.11
1.0293e-06,0.00022266,0.00094475,0,301.08
1.0293e-06,0.00022461,0.00094475,0,301.06
1.0293e-06,0.00022656,0.00094475,0,301.05
1.0293e-06,0.00022852,0.00094475,0,301.04
1.0293e-06,0.00023047,0.00094474,0,301.03
1.0293e-06,0.00023242,0.00094474,0,301.02
1.0293e-06,0.00023437,0.00094474,0,301.01
1.0293e-06,0.00023633,0.00094473,0,301.01
1.0293e-06,0.00023828,0.00094473,0,301
1.0293e-06,0.00024023,0.00094473,0,300.99
1.0293e-06,0.00024219,0.00094472,0,300.98
1.0293e-06,0.00024414,0.00094472,0,300.97
1.0293e-06,0.00024609,0.00094472,0,300.96
1.0293e-06,0.00024805,0.00094473,0,300.95
1.0293e-06,0.00025,0.00094473,0,300.95
1.0293e-06,6.4453e-05,0.00094664,0,301.24
1.0293e-06,6.25e-05,0.00094671,0,301.24
1.0293e-06,6.6406e-05,0.00094649,0,301.25
1.0293e-06,6.8359e-05,0.0009463,0,301.25
1.0293e-06,7.0312e-05,0.0009461,0,301.26
1.0293e-06,7.2266e-05,0.00094588,0,301.27
