P (GPa),Points_0,Points_1,Points_2,T3
0.0378714158557,-0.000500000023749,0,0,302.845044932
0.0378714158557,-0.000499500019941,0,0,302.845044932
0.0378714158557,-0.000499000016134,0,0,302.845044932
0.0378714158557,-0.000498500012327,0,0,302.845044932
0.0378701550344,-0.00049800000852,0,0,302.844955746
0.0378701550344,-0.000497500004712,0,0,302.844955746
0.0378701550344,-0.000497000000905,0,0,302.844955746
0.0378701550344,-0.000496499997098,0,0,302.844955746
0.0378687706223,-0.000496000051498,0,0,302.844857769
0.0378687706223,-0.000495500047691,0,0,302.844857769
0.0378687706223,-0.000495000043884,0,0,302.844857769
0.0378687706223,-0.000494500040077,0,0,302.844857769
0.0378660156802,-0.000494000036269,0,0,302.844662647
0.0378660156802,-0.000493500032462,0,0,302.844662647
0.0378660156802,-0.000493000028655,0,0,302.844662647
0.0378660156802,-0.000492500024848,0,0,302.844662647
0.037861734568,-0.00049200002104,0,0,302.844359196
0.037861734568,-0.000491500017233,0,0,302.844359196
0.037861734568,-0.000491000013426,0,0,302.844359196
0.037861734568,-0.000490500009619,0,0,302.844359196
0.0378545867004,-0.000490000005811,0,0,302.843852079
0.0378545867004,-0.000489500002004,0,0,302.843852079
0.0378545867004,-0.000488999998197,0,0,302.843852079
0.0378545867004,-0.00048849999439,0,0,302.843852079
0.0378431784946,-0.000488000019686,0,0,302.843041863
0.0378431784946,-0.000487500015879,0,0,302.843041863
0.0378431784946,-0.000487000012072,0,0,302.843041863
0.0378431784946,-0.000486500037368,0,0,302.843041863
0.0378250226742,-0.000486000033561,0,0,302.841750992
0.0378250226742,-0.000485500029754,0,0,302.841750992
0.0378250226742,-0.000485000025947,0,0,302.841750992
0.0378250226742,-0.000484500022139,0,0,302.841750992
0.0377967151944,-0.000484000018332,0,0,302.839735844
0.0377967151944,-0.000483500014525,0,0,302.839735844
0.0377967151944,-0.000483000010718,0,0,302.839735844
0.0377967151944,-0.000482500036014,0,0,302.839735844
0.0377532780277,-0.000482000032207,0,0,302.836639484
